Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
Pajhwok Afghan News,,Haseeb Muslih,None,"KABUL, Oct 26, 2010: Deputy public health minister, Dr. Sadruddin Sahar, hands over an appreciation letter to an official of Radio Television of Afghanistan during a ceremony here on Tuesday.","['oct', 'pajhwok', 'kabul', 'afghan', 'sadruddin', 'radio', 'public', 'sahar', 'official', 'minister', 'letter', 'television']","KABUL , Oct 26, 2010: Deputy public health minister, Dr. Sadruddin Sahar, hands over an appreciation letter to an official of Radio Television of Afghanistan during a ceremony here on Tuesday."
Pajhwok Afghan News,,Hassan Hakimi,None,"FIROZKOH/BAMYAN CITY (Pajhwok): Vulnerable to natural disasters, residents of central Bamyan and western Ghor provinces have asked the government to provide them required food items and winter clothes before roads are blocked by snowfall.","['rise', 'pajhwok', 'registered', 'afghan', 'kabul', 'public', 'hivaids', 'moph', 'positive', 'infected', 'ministry']","KABUL (Pajhwok): Around 1,694 HIV/AIDS positive cases have been registered in the country as of yet but discrimination against those infected causes a rise in the epidemic, the Ministry of Public Health (MoPH) said on Saturday."
Pajhwok Afghan News,,S.Muddasir Ali Shah,None,PESHAWAR (Pajhwok) : At least 150 Afghan citizens registered for the HIV/AIDS control programme in Peshawar even though the government Kabul has launched a similar initiative.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
"149 cases of AIDS detected in Nangarhar, say officials",JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AI,Yousuf Zarifi,2017-12-05 00:00:00,"JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AIDS cases had been registered and 149 of them confirmed in the province.HIV/AIDS is a viral and incurable disease which often occurs as a result of sexual intercourse with an affected person, use of tainted injections and barber’s instruments.Dr. Shoaib Sahak, deputy director of public health for Nangarhar, discussed the prevention of AIDS in the province on World AIDS Day on Tuesday.He said the marking this day represented the government’s commitment to preventing the disease and removing pessimism among patients.So far 257 suspected AIDS cases have been reported across the province, 149 of them confirmed, he said. Those affected include 48 percent men, 22 percent women and 10 percent children under 13.Nangarhar Civil Hospital Director Dr. Noor Hassan Basharyar said several centres were active for the prevention of AIDS in Jalalabad and districts of the province.VCCT and BPHS centres are functional in district centres, two DIC centers in Nangarhar central jail and PMTCT centre -- preventing transmission of HIV from mother to child are situated in the provincial capital and districts.Officials of the Afghanistan Labourers Association ( All Afghanistan Federation of Trade Unions AAFTU) also marked World AIDS Day and visited barber shops and dental clinics as part of efforts to promote public awareness.Dr. Mohammad Liaqat Adil, head of AAFTU told Pajhwok Afghan News barbers and dentists had a major role in transmission of the deadly virus. He warned many more people would be affected if hygienic principles were ignored.Adil asked the government to remain committed to international conventions and give workers their rights.A total of 2,522 AIDS cases were registered in Afghanistan this year.mds/mud","['149', 'detected', 'day', 'public', 'affected', 'say', 'nangarhar', 'afghanistan', 'centres', 'cases', 'aids', 'province', 'world', 'officials']","JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AIDS cases had been registered and 149 of them confirmed in the province.
Dr. Shoaib Sahak, deputy director of public health for Nangarhar, discussed the prevention of AIDS in the province on World AIDS Day on Tuesday.
So far 257 suspected AIDS cases have been reported across the province, 149 of them confirmed, he said.
Officials of the Afghanistan Labourers Association ( All Afghanistan Federation of Trade Unions AAFTU) also marked World AIDS Day and visited barber shops and dental clinics as part of efforts to promote public awareness.
A total of 2,522 AIDS cases were registered in Afghanistan this year."
Women among HIV-positive cases in Kandahar,"KANDAHAR CITY (Pajhwok): The numbers of Human Immunodeficiency Virus (HIV)-affected people in southern Kandahar province is 44, including five women, an official said on Monday.",Bashir Ahmed Naadem,2015-03-10 00:00:00,"KANDAHAR CITY (Pajhwok): The numbers of Human Immunodeficiency Virus (HIV)-affected people in southern Kandahar province is 44, including five women, an official said on Monday.Public Health Director Dr. Abdul Qayyum Pukhla said this at a gathering marking International Acquired Immune Deficiency Syndrome (AIDS) Day in Kandahar City.He said around 1,693 people were affected by HIV/AIDS throughout the country, with 44 in Kandahar. So far, 50 people have lost their lives to HIV in Afghanistan.Pukhla said that the use of illicit drugs, illegal sexual relations, unawareness, poverty and porous borders were the main causes of HIV spread in the country. nh/mud","['women', 'syndrome', 'kandahar', 'hivpositive', '44', 'virus', 'spread', 'southern', 'cases', 'pukhla', 'unawareness', 'hiv']","KANDAHAR CITY (Pajhwok): The numbers of Human Immunodeficiency Virus (HIV)-affected people in southern Kandahar province is 44, including five women , an official said on Monday.
Public Health Director Dr. Abdul Qayyum Pukhla said this at a gathering marking International Acquired Immune Deficiency Syndrome (AIDS) Day in Kandahar City.
He said around 1,693 people were affected by HIV/AIDS throughout the country, with 44 in Kandahar.
So far, 50 people have lost their lives to HIV in Afghanistan .
Pukhla said that the use of illicit drugs, illegal sexual relations, unawareness, poverty and porous borders were the main causes of HIV spread in the country."
World HIV (AIDS) Day,,Safiya Saify,None,"KABUL, Dec 01, 2010: Acting Minister of Public Health Dr. Soryia Dalil, along with Afghan and foreign officials participates in a special ceremony as to mark the World HIV (AIDS) Day here in the capital city of Kabul on Wednesday.","['kabul', 'day', 'special', 'public', 'soryia', 'mark', 'world', 'aids', 'minister', 'hiv', 'participates', 'officials']","KABUL , Dec 01, 2010: Acting Minister of Public Health Dr. Soryia Dalil, along with Afghan and foreign officials participates in a special ceremony as to mark the World HIV (AIDS) Day here in the capital city of Kabul on Wednesday."
Pajhwok Afghan News,,Pajhwok,None,KABUL (Pajhwok): The Ministry of Public Health (MoPH) and the Ministry of Interior (MoI) on Monday signed a cooperative memorandum of understanding (MoU) on treatment of prisoners suffering from HIV/AIDS.,"['treatment', 'pajhwok', 'afghan', 'public', 'mou', 'prisoners', 'suffering', 'moph', 'signed', 'ministry', 'understanding']",KABUL (Pajhwok): The Ministry of Public Health (MoPH) and the Ministry of Interior (MoI) on Monday signed a cooperative memorandum of understanding (MoU) on treatment of prisoners suffering from HIV/AIDS.
11 HIV-positive cases detected in Kandahar,"KANDAHAR CITY (Pajhwok): Eleven AIDS cases have been detected during the last one year in southern Kandahar province, the public health director said Tuesday.",Bashir Ahmad Naadim,None,"KANDAHAR CITY (Pajhwok): Eleven AIDS cases have been detected during the last one year in southern Kandahar province, the public health director said Tuesday.Dr. Abdul Qayyum Pukhla said his department had detected the HIV cases in different areas of the province, where ample progress had been made in the health sector.Last year health officials provided 139, 7996 patients with proper health care services across Kandahar and other adjacent provinces, he informed.  According to him, the health department tested 18, 238 people, including two women, for HIV-AIDS. Of them 11 were found HIV- positive.In addition, he said 5, 765 more people were tested for malaria, with 91 of them found positive, showing a remarkable decrease in the disease.mrh/rm","['women', 'detected', '11', 'kandahar', 'tuesdaydr', 'hivpositive', 'tested', 'health', 'cases', 'province', 'hiv', 'department']","KANDAHAR CITY (Pajhwok): Eleven AIDS cases have been detected during the last one year in southern Kandahar province, the public health director said Tuesday.
Dr. Abdul Qayyum Pukhla said his department had detected the HIV cases in different areas of the province, where ample progress had been made in the health sector.
Last year health officials provided 139, 7996 patients with proper health care services across Kandahar and other adjacent provinces, he informed.
According to him, the health department tested 18, 238 people, including two women , for HIV-AIDS.
In addition, he said 5, 765 more people were tested for malaria, with 91 of them found positive, showing a remarkable decrease in the disease."
"Global Fund pledges $52m to MoPH against AIDS, TB","KABUL (Pajhwok): Global Fund, an international financing organization, on Wednesday p","KABUL (Pajhwok): Global Fund, an international financing organization, on Wednesday pledged $52 million in assistance to the Ministry of Public Health (MoPH) to help it fight HIV/AIDS, TB and malaria diseases.
An agreement to this effect was signed between Deputy Public Health Minister Dr. Ahmad Jan Naim and development program director at the United Nations Development Program.
Naim said the aid would help strengthen measures for prevention of malaria in different ways including distribution of mosquito nets.
He said MoPH was committed to implementing the program in cooperation with international partners.
Developing innovative and responsive strategies for controlling tuberculosis and improving the health system was another aim of the assistance, Naim said.
He said deaths from TB would decrease by 50 percent by controlling the disease and deaths from AIDS, malaria, pregnancy diseases would also reduce by improving the health system in Afghanistan until 2021.
Part of this donation would go to medicines to cure HIV/AIDS virus for more than 40,000 infected people, he added.
Providing more than four million mosquito nets and diagnosing 700,000 malaria cases as well as treating 158,000 TB patients was part of the program, Naim said.
Dr. Enkhjin Bavuu, senior Global Fund manager for Afghanistan, said: “The Global Fund is happy to spend its aid for fighting AIDS, TB and malaria diseases in Afghanistan through MoPH, UNDP and other organs.
The UNDP has provided $178,800,000 million in aid to Afghanistan during the past 10 years.
mds/ma",2017-11-29 00:00:00,"KABUL (Pajhwok): Global Fund, an international financing organization, on Wednesday pledged $52 million in assistance to the Ministry of Public Health (MoPH) to help it fight HIV/AIDS, TB and malaria diseases.An agreement to this effect was signed between Deputy Public Health Minister Dr. Ahmad Jan Naim and development program director at the United Nations Development Program.Naim said the aid would help strengthen measures for prevention of malaria in different ways including distribution of mosquito nets.He said MoPH was committed to implementing the program in cooperation with international partners.Developing innovative and responsive strategies for controlling tuberculosis and improving the health system was another aim of the assistance, Naim said.He said deaths from TB would decrease by 50 percent by controlling the disease and deaths from AIDS, malaria, pregnancy diseases would also reduce by improving the health system in Afghanistan until 2021.Part of this donation would go to medicines to cure HIV/AIDS virus for more than 40,000 infected people, he added.Providing more than four million mosquito nets and diagnosing 700,000 malaria cases as well as treating 158,000 TB patients was part of the program, Naim said.Dr. Enkhjin Bavuu, senior Global Fund manager for Afghanistan, said: “The Global Fund is happy to spend its aid for fighting AIDS, TB and malaria diseases in Afghanistan through MoPH, UNDP and other organs.The UNDP has provided $178,800,000 million in aid to Afghanistan during the past 10 years.mds/ma","['program', 'malaria', 'global', 'fund', 'pledges', 'tb', 'moph', 'health', 'aids', 'afghanistan', 'naim', 'million', '52m']","KABUL (Pajhwok): Global Fund, an international financing organization, on Wednesday pledged $52 million in assistance to the Ministry of Public Health (MoPH) to help it fight HIV/AIDS, TB and malaria diseases.
An agreement to this effect was signed between Deputy Public Health Minister Dr. Ahmad Jan Naim and development program director at the United Nations Development Program.
Naim said the aid would help strengthen measures for prevention of malaria in different ways including distribution of mosquito nets.
Providing more than four million mosquito nets and diagnosing 700,000 malaria cases as well as treating 158,000 TB patients was part of the program, Naim said.
Dr. Enkhjin Bavuu, senior Global Fund manager for Afghanistan, said: “The Global Fund is happy to spend its aid for fighting AIDS, TB and malaria diseases in Afghanistan through MoPH, UNDP and other organs."
Pajhwok Afghan News,,Haseeb Muslih,None,"KABUL, Oct 26, 2010: Deputy public health minister, Dr. Sadruddin Sahar, addresses a ceremony praising media role in creating awareness against HIV/AIDS. He said about 636 positive cases of HIV/AIDS have been registered across the country.","['praising', 'registered', 'pajhwok', 'oct', 'afghan', 'sadruddin', 'public', 'hivaids', 'sahar', 'positive', 'minister', 'role']","KABUL , Oct 26, 2010: Deputy public health minister, Dr. Sadruddin Sahar, addresses a ceremony praising media role in creating awareness against HIV/AIDS.
He said about 636 positive cases of HIV/AIDS have been registered across the country."
Pajhwok Afghan News,,,None,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
Pajhwok Afghan News,,,None,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
HIV cases up by 38pc in Afghanistan: official,"KABUL (PAN): The Ministry of Public Health (MoPH), commemorating World AIDs Day, on Sunday said HIV/AIDs prevention and care services had improved in Afghanistan, compared to past years.",Pajhwok reporter,2013-12-01 00:00:00,"KABUL (PAN): The Ministry of Public Health (MoPH), commemorating World AIDs Day, on Sunday said HIV/AIDs prevention and care services had improved in Afghanistan, compared to past years. In a statement the ministry said marking the day was a great opportunity for public and private partners to increase awareness about the pandemic status and to have people directly involved in HIV response to renew their commitments.It said the MoPH provided HIV/AIDS prevention services through Voluntary Counseling and Testing Center in 11 provinces --- Kabul, Herat, Jalalabad, Balkh, Badakhshan, Kandahar, Ghazni, Kunar, Diakundi, Parwan and Kunduz and two Anti-Retroviral-Therapy (ART) centers in Kabul and Herat.However, Dr. Najia Tariq, deputy minister of health care services provision, said 117 new positive HIA cases were discovered in Afghanistan last year, but the figures rose to 162 new cases this year, showing 38 percent increase.So far a total of 1,529 HIV positive cases have been registered by MoPH’s National AIDS Control Program. On the other hand, the World Health Organisation (WHO) and UNAIDS estimate around 5,000 individuals living with HIV/AIDs in Afghanistan. According to UNAIDS reports published in 2012, more than 35.17 million people live with HIV and AIDS worldwide, around half of which are women.pr/ma","['kabul', '38pc', 'public', 'services', 'hivaids', 'unaids', 'afghanistan', 'health', 'cases', 'aids', 'world', 'official', 'hiv']","KABUL (PAN ): The Ministry of Public Health (MoPH), commemorating World AIDs Day, on Sunday said HIV/AIDs prevention and care services had improved in Afghanistan , compared to past years.
However, Dr. Najia Tariq, deputy minister of health care services provision, said 117 new positive HIA cases were discovered in Afghanistan last year, but the figures rose to 162 new cases this year, showing 38 percent increase.
So far a total of 1,529 HIV positive cases have been registered by MoPH’s National AIDS Control Program.
On the other hand, the World Health Organisation (WHO) and UNAIDS estimate around 5,000 individuals living with HIV/AIDs in Afghanistan.
According to UNAIDS reports published in 2012, more than 35.17 million people live with HIV and AIDS worldwide, around half of which are women ."
Pajhwok Afghan News,,,None,"... made in Georgia, according to the website Gerogia.ge. The cost of the equipment is over $2 million. “Today, we send off Georgia's ...

SheerAhmad - 2018-04-25 - 0 comments","['pajhwok', 'send', 'afghan', 'equipment', 'gerogiage', 'website', 'today', 'million', 'cost', 'sheerahmad', 'georgias', 'georgia']","... made in Georgia, according to the website Gerogia.ge.
The cost of the equipment is over $2 million.
“Today, we send off Georgia's ...SheerAhmad - 2018-04-25 - 0 comments"
Pajhwok Afghan News,,,None,"... students enrolled in the 2017 academic session, 238 are from Afghanistan and 53 from Iran, the university said in a statement. Eleven of the 238 Afghan students are studying on the PU campus, with the remaining 227 ...

pkarokhail - 2018-05-20 - 0 comments","['pajhwok', 'university', 'afghan', 'statement', 'pu', '238', 'iran', 'students', 'session', 'studying', 'remaining', 'pkarokhail']","... students enrolled in the 2017 academic session, 238 are from Afghanistan and 53 from Iran, the university said in a statement.
Eleven of the 238 Afghan students are studying on the PU campus, with the remaining 227 ...pkarokhail - 2018-05-20 - 0 comments"
Pajhwok Afghan News,,,None,"from from 7,000afs to 6,900afs and the same quantity of cedar from 6,900afs to 6,700afs. He said that ...

MohammadDawood - 2018-12-29","['pajhwok', 'afghan', 'quantity', '6900afs', '7000afs', 'cedar', 'mohammaddawood', '6700afs', '20181229']","from from 7,000afs to 6,900afs and the same quantity of cedar from 6,900afs to 6,700afs.
He said that ...MohammadDawood - 2018-12-29"
