Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
AIDS originated from African city of Kinshasa,"HIV/AIDS originated in Kinshasa in 1920, long before it was officially recognized in the 1980s, according to a study published on Friday in the journal Science.The authors of the study traced the origin of the disease to Kinshasa, which is now part of the Democratic Republic of Congo, using archived",,2014-10-03 00:00:00,"AIDS originated from African city of Kinshasa Observer Online Desk Publish Date : 2014-10-03, Publish Time : 21:20, View Count : 49 HIV/AIDS originated in Kinshasa in 1920, long before it was officially recognized in the 1980s, according to a study published on Friday in the journal Science.



The authors of the study traced the origin of the disease to Kinshasa, which is now part of the Democratic Republic of Congo, using archived samples of HIV's genetic code. HIV is a mutation of simian immunodeficiency virus, a virus found in chimpanzees, and the researchers think it probably entered the human species through infected blood from bush meat.



The report then attributes the spread of the disease to a rapid population expansion, a booming sex trade and unsterilized needles used in health clinics. ""The second really interesting aspect is the transport networks that enabled people to move around a huge country,"" Oliver Pybus, one of the authors of the study, told the BBC, which reports that over 1 million people were using Kinshasa’s railways by the end of 1940, allowing the disease to spread even more rapidly.



HIV first came to global attention around 1980, and has since affected over 75 million people.

HIV/AIDS originated in Kinshasa in 1920, long before it was officially recognized in the 1980s, according to a study published on Friday in the journal Science.The authors of the study traced the origin of the disease to Kinshasa, which is now part of the Democratic Republic of Congo, using archived samples of HIV's genetic code. HIV is a mutation of simian immunodeficiency virus, a virus found in chimpanzees, and the researchers think it probably entered the human species through infected blood from bush meat.The report then attributes the spread of the disease to a rapid population expansion, a booming sex trade and unsterilized needles used in health clinics. ""The second really interesting aspect is the transport networks that enabled people to move around a huge country,"" Oliver Pybus, one of the authors of the study, told the BBC, which reports that over 1 million people were using Kinshasa’s railways by the end of 1940, allowing the disease to spread even more rapidly.HIV first came to global attention around 1980, and has since affected over 75 million people.



time.com/ZA



time.com/ZA","['used', 'aids', 'million', 'originated', 'city', 'kinshasa', 'disease', 'virus', 'african', 'study', 'using', 'authors', 'spread']","AIDS originated from African city of Kinshasa Observer Online Desk Publish Date : 2014-10-03, Publish Time : 21:20, View Count : 49 HIV/AIDS originated in Kinshasa in 1920, long before it was officially recognized in the 1980s, according to a study published on Friday in the journal Science.
The authors of the study traced the origin of the disease to Kinshasa, which is now part of the Democratic Republic of Congo, using archived samples of HIV's genetic code.
HIV is a mutation of simian immunodeficiency virus, a virus found in chimpanzees, and the researchers think it probably entered the human species through infected blood from bush meat.
The report then attributes the spread of the disease to a rapid population expansion, a booming sex trade and unsterilized needles used in health clinics.
HIV first came to global attention around 1980, and has since affected over 75 million people."
"HIV patients on rise in Ctg, 387 detected",,,None,"CHATTOGRAM, Dec 1: The number of HIV infected patients has been increasing in the port city Chattogram.

According to Chattogram Medical College Hospital (CMCH) sources, the number of HIV infected patients has been recorded at 387 from the month of December 2017 to November '18. Of them a total of 342 are now under treatment at CMCH while nine had died.

Besides, HIV Virus has been found in the blood of 45 patients in Chattogram in the same period. Of them five patients are reported to be Rohingyas.

Meanwhile, seventeen HIV infected mothers have delivered virus-free children in CMCH. Those patients have been provided with proper medical facilities.

The CMCH observed the World AIDS Day-2018 on Saturday.

A seminar was held at CMCH marking the day.

Presided over by Dr. Shahanara Begum, Head of Gaenae Department, the seminar was addressed by Dr. AQM Sirajul Islam, Brigadier General Mohsenuddin Ahmed, Director of CMCH, Dr. Pradip Kumar Dutt, Dr. Monowarul Huq and Dr. M Rafiqul Mowla.

Meanwhile, the theme of this year is ""Know Your Status"". In a message issued marking the day, UN Secretary-General Antonio Guterres said more than 77 million people have become infected with HIV, and more than 35 million have died of an AIDS-related illness.

According to new report of UNICEF, In Bangladesh, the HIV prevalence among general population remains low (<0.1%) while around 80 adolescents will die of AIDS globally every day by 2030 as per the current trends.

Some 360,000 adolescents are projected to die of AIDS-related diseases between 2018 and 2030, said the report.

The World AIDS Day is observed on December 1 every year to raise awareness about HIV/AIDS and demonstrate international solidarity in the face of the endemic.","['seminar', 'aids', 'hiv', 'detected', 'infected', 'world', 'day', 'ctg', 'dr', '387', 'patients', 'rise', 'cmch', 'chattogram']","CHATTOGRAM, Dec 1: The number of HIV infected patients has been increasing in the port city Chattogram.
According to Chattogram Medical College Hospital (CMCH) sources, the number of HIV infected patients has been recorded at 387 from the month of December 2017 to November '18.
Besides, HIV Virus has been found in the blood of 45 patients in Chattogram in the same period.
Meanwhile, seventeen HIV infected mothers have delivered virus-free children in CMCH.
The World AIDS Day is observed on December 1 every year to raise awareness about HIV/AIDS and demonstrate international solidarity in the face of the endemic."
55 AIDS patients among fresh influx of Rohingyas identified,,,None,"The Health Department of Cox's Bazar have identified and isolated 55 AIDS (HIV) patients for treatment among the Rohingya refugees who fled Myanmar in the face of arson and gun attacks by Myanmar army and Buddhist monks recently.

Around 610,000 Rohingyas have so far crossed into Bangladesh from Myanmar. Bangladesh is now at a high risk of HIV outbreak anytime, experts say.

Separate teams are working in Ukhiya and Teknaf to identify AIDS patients and to isolate them for treatment.

The Health Department is worried about the number of AIDS (HIV) patients, as the real figure might be higher than the figure touted.

Doctors say they believe that there may be more AIDS patients among the Rohingyas as Myanmar's position on the risk list of countries with AIDS patients is very high.

There are more than 250,000 AIDS patients in the country. They said that if the people with AIDS are not immediately identified and isolated then this disease can spread in Bangladesh.

The government has been giving all out support to the displaced Rohingya people and providing them shelter on humanitarian ground.

Cox's Bazar Civil Surgeon's office said it had provided medical treatment to people affected by various diseases, including HIV positive patients.

It is learned that on September 16, two women who came to Kutupalong Camp in Ukhiya were reported to be HIV positive. After that, four more women from the camp were told to be HIV positive.

One out of the six HIV positive patients died. The other five people are being treated at Cox's Bazar Sadar Hospital.

Resident physician of Cox's Bazar Sadar Hospital said AIDS patients were found among Rohingyas who came at different times from Myanmar.","['ukhiya', 'aids', 'hiv', 'myanmar', 'influx', 'fresh', 'women', 'rohingyas', '55', 'coxs', 'identified', 'patients', 'positive', 'bazar']","Separate teams are working in Ukhiya and Teknaf to identify AIDS patients and to isolate them for treatment.
The Health Department is worried about the number of AIDS (HIV) patients, as the real figure might be higher than the figure touted.
Doctors say they believe that there may be more AIDS patients among the Rohingyas as Myanmar's position on the risk list of countries with AIDS patients is very high.
Cox's Bazar Civil Surgeon's office said it had provided medical treatment to people affected by various diseases, including HIV positive patients.
Resident physician of Cox's Bazar Sadar Hospital said AIDS patients were found among Rohingyas who came at different times from Myanmar."
‘Dangerous complacency’ to global HIV epidemic risks resurgence,,,None,"‘Dangerous complacency’ to global HIV epidemic risks resurgence

Experts said a stalling of HIV funding in recent years was endangering efforts to control the illness.

As things stand, the world is no longer on course to end the pandemic by 2030 - a target agreed by UN member states, say experts in The Lancet.

They call for urgent changes in how the disease is treated and controlled.

About 37 million people worldwide live with HIV or Aids. And there are an estimated 1.8 million new cases every year.

New cases of HIV/Aids have been falling in recent years.

But the Lancet Commission said the fall was happening too slowly to reach the UNAids target of 500,000 new infections by 2020.

While HIV rates were falling overall, they remained persistent in marginalised groups, younger people - particularly women - and in developing countries, all of whom were less likely to access treatment, the commission said.

Experts said HIV funding had remained flat in recent years, at about £14.7bn - roughly £5.4bn short of the estimated amount needed to achieve the UNAids targets.

Dr Linda-Gail Bekker, president of the International Aids Society and professor at University of Cape Town, South Africa, said: ""Despite the remarkable progress of the HIV response, the situation has stagnated in the past decade.

""Reinvigorating this work will be demanding - but the future health and wellbeing of millions of people require that we meet this challenge.""

The Lancet Commission also called for more collaboration between health professionals and for HIV treatment to become better incorporated into other areas of healthcare.

This would mean an end to HIV ""exceptionalism"", where specific funding and services have been provided for HIV alone, and could include combining HIV screening with screening for other non-communicable diseases such as diabetes and high blood pressure.

In India, for example, if HIV testing and treatments were combined with those for syphilis among women sex workers and gay men it could reduce the number of new HIV cases at a national-level by 7% between 2018 and 2028, the report estimated.

""Health systems must be designed to meet the needs of the people they serve, including having the capacity to address multiple health problems simultaneously,"" Prof Chris Beyrer said. ""No-one can be left behind in our efforts to achieve sustainable health."" -BBC

































A ""dangerous complacency"" in the response to the global HIV pandemic is risking a resurgence of the disease, according to a report.Experts said a stalling of HIV funding in recent years was endangering efforts to control the illness.As things stand, the world is no longer on course to end the pandemic by 2030 - a target agreed by UN member states, say experts in The Lancet.They call for urgent changes in how the disease is treated and controlled.About 37 million people worldwide live with HIV or Aids. And there are an estimated 1.8 million new cases every year.New cases of HIV/Aids have been falling in recent years.But the Lancet Commission said the fall was happening too slowly to reach the UNAids target of 500,000 new infections by 2020.While HIV rates were falling overall, they remained persistent in marginalised groups, younger people - particularly women - and in developing countries, all of whom were less likely to access treatment, the commission said.Experts said HIV funding had remained flat in recent years, at about £14.7bn - roughly £5.4bn short of the estimated amount needed to achieve the UNAids targets.Dr Linda-Gail Bekker, president of the International Aids Society and professor at University of Cape Town, South Africa, said: ""Despite the remarkable progress of the HIV response, the situation has stagnated in the past decade.""Reinvigorating this work will be demanding - but the future health and wellbeing of millions of people require that we meet this challenge.""The Lancet Commission also called for more collaboration between health professionals and for HIV treatment to become better incorporated into other areas of healthcare.This would mean an end to HIV ""exceptionalism"", where specific funding and services have been provided for HIV alone, and could include combining HIV screening with screening for other non-communicable diseases such as diabetes and high blood pressure.In India, for example, if HIV testing and treatments were combined with those for syphilis among women sex workers and gay men it could reduce the number of new HIV cases at a national-level by 7% between 2018 and 2028, the report estimated.""Health systems must be designed to meet the needs of the people they serve, including having the capacity to address multiple health problems simultaneously,"" Prof Chris Beyrer said. ""No-one can be left behind in our efforts to achieve sustainable health."" -BBC","['recent', 'commission', 'unaids', 'hiv', 'epidemic', 'target', 'resurgence', 'global', 'treatment', 'funding', 'risks', 'dangerous', 'women', 'cases', 'complacency', 'health']","‘Dangerous complacency’ to global HIV epidemic risks resurgenceExperts said a stalling of HIV funding in recent years was endangering efforts to control the illness.
About 37 million people worldwide live with HIV or Aids.
But the Lancet Commission said the fall was happening too slowly to reach the UNAids target of 500,000 new infections by 2020.
Experts said HIV funding had remained flat in recent years, at about £14.7bn - roughly £5.4bn short of the estimated amount needed to achieve the UNAids targets.
The Lancet Commission also called for more collaboration between health professionals and for HIV treatment to become better incorporated into other areas of healthcare."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,There are around 15 lakh cancer patients now in Bangladesh with 1.5 lakh people being affected by the disease every ...,"['daily', 'patients', '15', 'affected', 'disease', 'observer', 'lakh', 'bangladesh', 'cancer']",There are around 15 lakh cancer patients now in Bangladesh with 1.5 lakh people being affected by the disease every ...
A STRANGER TRUTH,,,None,"A STRANGER TRUTH



In 2002, when the Bill and Melinda Gates Foundation announced its HIV prevention programme in India with a grant of $100 million, the Health Ministry accused it of being alarmist. Yet, according to Naco's estimate at the time, 4.8 million Indians were HIV positive. The number of AIDS orphans, at more than 2 million, was the largest in the world. A health crisis of epidemic proportions was being predicted. Yet, by 2009, there were concrete signs of reversal, and today India's HIV positive population is estimated to have come down to 2.1 million.

This book by Ashok Alexander, in charge of the Gates' Avahan programme, gives a sense of the challenges facing those working to contain the spread of HIV. The first part is a collection of impressions, largely from field trips he took to map and understand the risk groups. The vulnerable included injection based drug users, transgender persons, the group of MSM and truck drivers, but mostly the sizeable population of female sex workers.

The unorganised nature of sex work and their victimisation by the police, society, family and clients turned out to be a large hindrance in the HIV programme.

In India, only about 7% of sex work takes place from brothels; mostly, it is practised from homes and in the streets, these sex workers forming an ""invisible majority"" of those who had to be reached out to.

Hence, the Thai government's successful intervention in the 1990s to create awareness about HIV prevention and stop unprotected sex work was difficult to replicate here; ""large, well-regulated, legal brothels are a boon for HIV prevention,"" Alexander finds out.

The other challenge came from sex workers themselves. Insisting on clients using condoms could deprive them of their meagre earnings and expose them to violence; in a daily struggle for survival, the risk of HIV was intangible.

Avahan funded NGOs across States with high HIV prevalence - Maharashtra, Andhra Pradesh, Karnataka, Tamil Nadu, Manipur and Nagaland. Where the work involved sex workers, the issue was to get these dispersed people together.

Alexander recounts the complexity through the experience of Ashodaya in Mysuru, which mobilised the sex worker community into running the programme. They had to first build trust by providing them what they needed most: security, and not just from physical violence and police harassment. Crucial was a safe place to meet, and a clinic of their own they could visit without being stigmatised. It was a successful experiment that still continues.

HIV prevention clearly requires a multi-faceted approach, and Alexander's book recognises, above all, the contribution of sex workers in one of India's biggest public health success.



Courtesy: The Hindu

On the challenges facing AIDS prevention workers in India...In 2002, when the Bill and Melinda Gates Foundation announced its HIV prevention programme in India with a grant of $100 million, the Health Ministry accused it of being alarmist. Yet, according to Naco's estimate at the time, 4.8 million Indians were HIV positive. The number of AIDS orphans, at more than 2 million, was the largest in the world. A health crisis of epidemic proportions was being predicted. Yet, by 2009, there were concrete signs of reversal, and today India's HIV positive population is estimated to have come down to 2.1 million.This book by Ashok Alexander, in charge of the Gates' Avahan programme, gives a sense of the challenges facing those working to contain the spread of HIV. The first part is a collection of impressions, largely from field trips he took to map and understand the risk groups. The vulnerable included injection based drug users, transgender persons, the group of MSM and truck drivers, but mostly the sizeable population of female sex workers.The unorganised nature of sex work and their victimisation by the police, society, family and clients turned out to be a large hindrance in the HIV programme.In India, only about 7% of sex work takes place from brothels; mostly, it is practised from homes and in the streets, these sex workers forming an ""invisible majority"" of those who had to be reached out to.Hence, the Thai government's successful intervention in the 1990s to create awareness about HIV prevention and stop unprotected sex work was difficult to replicate here; ""large, well-regulated, legal brothels are a boon for HIV prevention,"" Alexander finds out.The other challenge came from sex workers themselves. Insisting on clients using condoms could deprive them of their meagre earnings and expose them to violence; in a daily struggle for survival, the risk of HIV was intangible.Avahan funded NGOs across States with high HIV prevalence - Maharashtra, Andhra Pradesh, Karnataka, Tamil Nadu, Manipur and Nagaland. Where the work involved sex workers, the issue was to get these dispersed people together.Alexander recounts the complexity through the experience of Ashodaya in Mysuru, which mobilised the sex worker community into running the programme. They had to first build trust by providing them what they needed most: security, and not just from physical violence and police harassment. Crucial was a safe place to meet, and a clinic of their own they could visit without being stigmatised. It was a successful experiment that still continues.HIV prevention clearly requires a multi-faceted approach, and Alexander's book recognises, above all, the contribution of sex workers in one of India's biggest public health success.Courtesy: The Hindu","['hiv', 'work', 'successful', 'programme', 'million', 'truth', 'stranger', 'violence', 'sex', 'workers', 'prevention', 'health']","A STRANGER TRUTHIn 2002, when the Bill and Melinda Gates Foundation announced its HIV prevention programme in India with a grant of $100 million, the Health Ministry accused it of being alarmist.
The vulnerable included injection based drug users, transgender persons, the group of MSM and truck drivers, but mostly the sizeable population of female sex workers.
The unorganised nature of sex work and their victimisation by the police, society, family and clients turned out to be a large hindrance in the HIV programme.
The other challenge came from sex workers themselves.
Where the work involved sex workers, the issue was to get these dispersed people together."
World AIDS Day today,"The World AIDS Day-2015 will be observed in the country today (Tuesday) as elsewhere across the globe, aiming to raise mass awareness, especially among the youth, to prevent the spread of HIV/AIDS.This year's theme of the day is 'Zero new HIV infections, Zero discrimination, Zero AIDS related deaths'.The Ministry of",,2015-12-01 00:00:00,"World AIDS Day today Published :Tuesday, 1 December, 2015, Time : 12:00 AM View Count : 18

The World AIDS Day-2015 will be observed in the country today (Tuesday) as elsewhere across the globe, aiming to raise mass awareness, especially among the youth, to prevent the spread of HIV/AIDS.

This year's theme of the day is 'Zero new HIV infections, Zero discrimination, Zero AIDS related deaths'.

The Ministry of Health and different NGOs have taken elaborate programmes to observe the day.

President Abdul Hamid and Prime Minister Sheikh Hasina, meanwhile, have issued separate messages highlighting the importance of fight against the spread of the deadly disease.

Prevention of Mother to Child Transmission of HIV of Banghabandhu Sheikh Mujib Medical University will bring out a rally from in front of B block of the university around 8:45am marking the day. ?UNB","['aids', 'zero', 'hiv', 'today', 'sheikh', 'world', 'youth', 'day', 'university', 'spread']","World AIDS Day today Published :Tuesday, 1 December, 2015, Time : 12:00 AM View Count : 18The World AIDS Day-2015 will be observed in the country today (Tuesday) as elsewhere across the globe, aiming to raise mass awareness, especially among the youth, to prevent the spread of HIV/AIDS.
This year's theme of the day is 'Zero new HIV infections, Zero discrimination, Zero AIDS related deaths'.
The Ministry of Health and different NGOs have taken elaborate programmes to observe the day.
President Abdul Hamid and Prime Minister Sheikh Hasina, meanwhile, have issued separate messages highlighting the importance of fight against the spread of the deadly disease.
Prevention of Mother to Child Transmission of HIV of Banghabandhu Sheikh Mujib Medical University will bring out a rally from in front of B block of the university around 8:45am marking the day."
Dhaka wants to fight against AIDS together in SE Asia,,,None,"Health Minister Mohammad Nasim on Wednesday stressed the need for strengthening regional cooperation to fight against HIV/AIDS together in the South-East Asian region.

""Bangladesh will work together to eradicate HIV/AIDS in the South-East Asian countries by strengthening regional cooperation,"" he said.

The minister was talking to the representatives of Bhutan and Sri Lanka who are overseeing HIV/AIDS and transgender situation in South-East Asia region at his Secretariat office.

Despite having a low prevalence of HIV/AIDS in Bangladesh, Nasin said the government has strengthened its awareness campaign across the country to eradicate the disease.

He said HIV/AIDS issue has already been inserted in school and college books aiming to make the young generation aware of AIDS.

The minister said transgender population has also been recognised as third gender in Bangladesh in 2013, and the government has taken various social schemes, including micro and soft loan, to create jobs for them.

State Minister for Health and Family Welfare Zahid Malik, Sri Lankan State Minister for Urban Planning and Water Supply Sudarshani Farnandopulle, Bhutan's MP Sangay Khandu and Health Service Division Sirajul Haque Khan were, among others, present at the meeting.

—UNB","['cooperation', 'aids', 'fight', 'minister', 'hivaids', 'southeast', 'eradicate', 'strengthening', 'wants', 'asia', 'dhaka', 'sri', 'se', 'transgender', 'regional', 'health']","Health Minister Mohammad Nasim on Wednesday stressed the need for strengthening regional cooperation to fight against HIV/AIDS together in the South-East Asian region.
""Bangladesh will work together to eradicate HIV/AIDS in the South-East Asian countries by strengthening regional cooperation,"" he said.
The minister was talking to the representatives of Bhutan and Sri Lanka who are overseeing HIV/AIDS and transgender situation in South-East Asia region at his Secretariat office.
Despite having a low prevalence of HIV/AIDS in Bangladesh, Nasin said the government has strengthened its awareness campaign across the country to eradicate the disease.
He said HIV/AIDS issue has already been inserted in school and college books aiming to make the young generation aware of AIDS."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"Editor : Iqbal Sobhan Chowdhury

Developed & Maintenance by i2soft

Published by the Editor on behalf of the Observer Ltd. from Globe Printers, 24/A, New Eskaton Road, Ramna, Dhaka.Editorial, News and Commercial Offices : Aziz Bhaban (2nd floor), 93, Motijheel C/A, Dhaka-1000. Phone :9586651-58. Online: 9513959, Advertisement: 9513663E-mail: [email protected]","['ramna', 'daily', 'online', 'printers', 'offices', 'observer', 'protected', 'phone', 'road', 'editor', 'sobhan']","Editor : Iqbal Sobhan ChowdhuryDeveloped & Maintenance by i2softPublished by the Editor on behalf of the Observer Ltd. from Globe Printers, 24/A, New Eskaton Road, Ramna, Dhaka.Editorial, News and Commercial Offices : Aziz Bhaban (2nd floor), 93, Motijheel C/A, Dhaka-1000.
Phone :9586651-58.
Online: 9513959, Advertisement: 9513663E-mail: [email protected]"
Transgender migrant 'killed' by US,,,None,"Transgender migrant 'killed' by US



Human rights campaigners have accused the US of ""institutional murder"" after a transgender immigrant died in US custody while seeking asylum.

Roxana Hernandez, 33, was being held by immigration authorities in New Mexico when she fell ill.



The US says the Honduran, who was HIV positive, is the sixth person to die in an immigrant detention facility in the past eight months.



She had travelled in a migrant caravan disparaged by President Donald Trump.



Friends say Ms Hernandez had fled violence, hate and stigma in Central America.



""She saw in the United States the opportunity to start a new life free of abuse, risk and threats,"" said a statement issued by a coalition of immigrants' rights groups.



After applying for asylum at the US border, Ms Hernandez was detained for deportation, the Immigration and Customs Enforcement (ICE) agency said, citing previous convictions in Texas for theft, prostitution and illegally entering the country.



According to ICE, Ms Hernandez was ""processed as an expedited removal"" when she applied for admission at the San Ysidro port of entry in California on 9 May.



Six days later, on 15 May, she was transferred to the Cibola County Correctional Center in Milan, New Mexico.



Two days after that, on 17 May, she was admitted to Cibola General Hospital ""with symptoms of pneumonia, dehydration and complications associated with HIV"".



She died early in the morning of 25 May having been transferred to Lovelace Medical Center in Albuquerque by air ambulance.



The preliminary cause of death was given as ""cardiac arrest."" A post-mortem examination is to be carried out.



""Roxy died due to medical negligence by US immigration authorities,"" said the three immigrant groups - Pueblo Sin Fronteras, Al Otro Lado and Diversidad Sin Fronteras - adding: ""In other words, she was murdered.""



The campaigners released a statement from a fellow detainee, who wanted to be known only as Stacy, alleging that her friend had fallen ill when she was locked up for five days in a notoriously cold holding cell known as an ice box.



Stacy claimed that Ms Hernandez was refused access to a doctor despite coughing, vomiting and suffering from diarrhoea and severe pain all over her body.



""The ICE officials yelled at her"" because she was sick, Stacy was quoted as saying. ""She didn't get medical care until she arrived at Cibola.""



According to the organisers, Ms Hernandez was one of at least 267 members of the migrant caravan, including 23 transgender people, who crossed the border into California to apply for asylum.



The immigrants' rights groups are calling for dignified and humane treatment for all asylum seekers, medical care sensitive to the needs of transgender people and those with HIV, and the closure of all immigration detention centres.



ICE said Ms Hernandez was the sixth detainee to die in its custody since 1 October 2017.



In a statement the agency said ""the appropriate"" authorities had been notified about the death along with the consulate of Honduras in Houston, Texas, which, ICE said, would attempt to notify her next of kin.



Stacy said she feared she would be next.



""Because of what happened, I feel bad and am afraid that the same could happen to me, since I have HIV,"" her statement concluded.



Earlier this month, a 20-year old indigenous Guatemalan woman, Gomez Gonzalez, was shot dead in Texas by a US border patrol officer who said a group of migrants rushed towards him.



BBC/TF



Roxana Hernandez, 33, was being held by immigration authorities in New Mexico when she fell ill.The US says the Honduran, who was HIV positive, is the sixth person to die in an immigrant detention facility in the past eight months.She had travelled in a migrant caravan disparaged by President Donald Trump.Friends say Ms Hernandez had fled violence, hate and stigma in Central America.""She saw in the United States the opportunity to start a new life free of abuse, risk and threats,"" said a statement issued by a coalition of immigrants' rights groups.After applying for asylum at the US border, Ms Hernandez was detained for deportation, the Immigration and Customs Enforcement (ICE) agency said, citing previous convictions in Texas for theft, prostitution and illegally entering the country.According to ICE, Ms Hernandez was ""processed as an expedited removal"" when she applied for admission at the San Ysidro port of entry in California on 9 May.Six days later, on 15 May, she was transferred to the Cibola County Correctional Center in Milan, New Mexico.Two days after that, on 17 May, she was admitted to Cibola General Hospital ""with symptoms of pneumonia, dehydration and complications associated with HIV"".She died early in the morning of 25 May having been transferred to Lovelace Medical Center in Albuquerque by air ambulance.The preliminary cause of death was given as ""cardiac arrest."" A post-mortem examination is to be carried out.""Roxy died due to medical negligence by US immigration authorities,"" said the three immigrant groups - Pueblo Sin Fronteras, Al Otro Lado and Diversidad Sin Fronteras - adding: ""In other words, she was murdered.""The campaigners released a statement from a fellow detainee, who wanted to be known only as Stacy, alleging that her friend had fallen ill when she was locked up for five days in a notoriously cold holding cell known as an ice box.Stacy claimed that Ms Hernandez was refused access to a doctor despite coughing, vomiting and suffering from diarrhoea and severe pain all over her body.""The ICE officials yelled at her"" because she was sick, Stacy was quoted as saying. ""She didn't get medical care until she arrived at Cibola.""According to the organisers, Ms Hernandez was one of at least 267 members of the migrant caravan, including 23 transgender people, who crossed the border into California to apply for asylum.The immigrants' rights groups are calling for dignified and humane treatment for all asylum seekers, medical care sensitive to the needs of transgender people and those with HIV, and the closure of all immigration detention centres.ICE said Ms Hernandez was the sixth detainee to die in its custody since 1 October 2017.In a statement the agency said ""the appropriate"" authorities had been notified about the death along with the consulate of Honduras in Houston, Texas, which, ICE said, would attempt to notify her next of kin.Stacy said she feared she would be next.""Because of what happened, I feel bad and am afraid that the same could happen to me, since I have HIV,"" her statement concluded.","['ms', 'immigration', 'hiv', 'days', 'authorities', 'hernandez', 'medical', 'statement', 'ice', 'killed', 'migrant', 'transgender']","Transgender migrant 'killed' by USHuman rights campaigners have accused the US of ""institutional murder"" after a transgender immigrant died in US custody while seeking asylum.
Friends say Ms Hernandez had fled violence, hate and stigma in Central America.
According to ICE, Ms Hernandez was ""processed as an expedited removal"" when she applied for admission at the San Ysidro port of entry in California on 9 May.
Stacy claimed that Ms Hernandez was refused access to a doctor despite coughing, vomiting and suffering from diarrhoea and severe pain all over her body.
According to the organisers, Ms Hernandez was one of at least 267 members of the migrant caravan, including 23 transgender people, who crossed the border into California to apply for asylum."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,The Bangladesh Standards and Testing Institution (BSTI) has cancelled licence of three companies and suspended of seven more companies for ...,"['standards', 'daily', 'observer', 'seven', 'suspended', 'licence', 'institution', 'cancelled', 'bangladesh', 'testing', 'bsti', 'companies']",The Bangladesh Standards and Testing Institution (BSTI) has cancelled licence of three companies and suspended of seven more companies for ...
TAG : treatment,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"A UK patient's HIV has become ""undetectable"" following a stem cell transplant - in only the second case of its ...","['tag', 'uk', 'hiv', 'stem', 'cell', 'following', 'transplant', 'treatment', 'undetectable', 'patients', 'case', 'second']","A UK patient's HIV has become ""undetectable"" following a stem cell transplant - in only the second case of its ..."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"London, Mar 5: An HIV-positive man in Britain has become the second known adult worldwide to be cleared of the ...","['cleared', 'daily', 'worldwide', 'mar', 'man', 'adult', 'known', 'observer', 'london', 'hivpositive', 'britain', 'second']","London, Mar 5: An HIV-positive man in Britain has become the second known adult worldwide to be cleared of the ..."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,Export earnings in the first eight months of the current fiscal 2018-19 grew by about 13 per cent to US$ ...,"['export', '13', 'daily', 'grew', 'months', 'cent', 'observer', 'current', 'fiscal', '201819', 'earnings']",Export earnings in the first eight months of the current fiscal 2018-19 grew by about 13 per cent to US$ ...
Fifa World Cup,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,The Lok Sabha elections will be held in seven phases from April 11 to May 19 and the votes will ...,"['elections', '19', 'sabha', '11', 'held', 'world', 'fifa', 'votes', 'seven', 'phases', 'cup', 'lok']",The Lok Sabha elections will be held in seven phases from April 11 to May 19 and the votes will ...
Month of independence,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"Bituminous roads and pavements are not durable and their maintenance costs are also too high, forcing the authorities to look ...","['costs', 'durable', 'roads', 'independence', 'maintenance', 'forcing', 'bituminous', 'month', 'look', 'authorities', 'pavements', 'high']","Bituminous roads and pavements are not durable and their maintenance costs are also too high, forcing the authorities to look ..."
Daily Observer,"The Daily Observer is one of the most reliable and popular daily newspaper in Bangladesh, Observer provide latest news about various categories everyday. The main concern of the Daily Observer newspaper is to focus on people’s right. That is why its theme is We stand for people’s right.",,None,"Gender discrimination emerges as one of the most crucial factors in our social, family, state and global affairs even in ...","['crucial', 'factors', 'social', 'daily', 'affairs', 'state', 'family', 'global', 'observer', 'discrimination', 'emerges', 'gender']","Gender discrimination emerges as one of the most crucial factors in our social, family, state and global affairs even in ..."
