Headlines,Descriptions,Authors,Published_Dates,Publication,Articles,category,Keywords,Summaries,Source_URLs
Treatment prevents sexual HIV transmission among gay men: Study,"HIV-suppressing medication can make the AIDS virus ""untransmittable"" even among couples who have sex without using condoms, new research showed Friday.",['The Jakarta Post'],2019-05-03,The Jakarta Post,"HIV-suppressing medication can make the AIDS virus ""untransmittable"" even among couples who have sex without using condoms, new research showed Friday. The Europe-wide study monitored nearly 1,000 gay male couples over a period of eight years, where one partner was HIV-positive and receiving antiretroviral (ART) treatment, while the other was HIV negative. Doctors did not find a single case of in-couple HIV transmission within that time, raising hopes that widespread ART programs could eventually end new infections. ""Our findings provide conclusive evidence for gay men that the risk of HIV transmission with suppressive ART is zero,"" said Alison Rodger, from University College London, who co-lead the research published in The Lancet. ""They support the message... that an undetectable viral load makes HIV untransmittable. This powerful message can help end the HIV pandemic by preventing HIV transmission, and tackling the stigma and discrimination that many people with HIV face."" Researchers estimate that ART prevented around 470 HIV transmissions within couples during the study period. HIV and the fatal illnesses it provokes remain one of the worlds largest health crises despite much progress in recent years. Read also: HIV patients remission spurs hope for curing AIDS-causing virus More than 21 million people currently receive regular ART medication, which suppresses the virus -- only around 59 percent of global HIV sufferers. The authors of the study noted several limitations, including that the average age of the HIV-negative men was 38. Most HIV transmissions occur in people aged under 25. Individuals currently on ART must take medication almost every day for the rest of their lives, and treatment is often disrupted for a variety of reasons. But the fact that couples can have unprotected sex for years without passing on the virus was still worth noting, experts said. ""Timely identification of HIV-infected people and provision of effective treatment leads to near normal health and virtual elimination of the risk of HIV transmission,"" said Myron Cohen, from the UNC Institute of Global Health and Infectious Diseases. ""Yet maximizing the benefits of ART has proven daunting: fear, stigma, homophobia, and other adverse social forces continue to compromise HIV treatment.""",{},"['sexual', 'transmission', 'couples', 'virus', 'treatment', 'men', 'hiv', 'art', 'health', 'medication', 'gay', 'prevents', 'untransmittable', 'study']","Doctors did not find a single case of in-couple HIV transmission within that time, raising hopes that widespread ART programs could eventually end new infections. ""Our findings provide conclusive evidence for gay men that the risk of HIV transmission with suppressive ART is zero,"" said Alison Rodger, from University College London, who co-lead the research published in The Lancet. ""They support the message... that an undetectable viral load makes HIV untransmittable. This powerful message can help end the HIV pandemic by preventing HIV transmission, and tackling the stigma and discrimination that many people with HIV face."" ""Yet maximizing the benefits of ART has proven daunting: fear, stigma, homophobia, and other adverse social forces continue to compromise HIV treatment.""",https://www.thejakartapost.com/life/2019/05/03/treatment-prevents-sexual-hiv-transmission-among-gay-men-study.html
Indonesia turns to Global Fund to ensure ARV stock,"The government says there is enough stock of fixed-dose combination ARV medication that contains tenofovir, lamivudine and efavirenz in one tablet.",['The Jakarta Post'],2019-01-23,The Jakarta Post,"Amid rising concerns about the availability of antiretroviral (ARV) therapy drugs following a failed drug tender, the government has given assurances that stocks are enough until the end of this year. The Health Ministryâ€™s pharmaceutical and medical devices director general, Engko Sosialine Magdalene, said that although the government had failed to procure the drug, people should not worry because there was enough stock of fixed-dose combination ARV medication that contained tenofovir, lamivudine and efavirenz (FDC TLE) in one tablet. In December, Engko said the ministry had received a grant of 220,000 bottles of FDE TLE from the Global Fund, an international funding organization that fights AIDS, tuberculosis and malaria. One bottle contains 30 tablets, which are enough for one month. â€œDont worry and dont panic. Stocks are enough for the next five to six months [...] 220,000 bottles can last until May for users of FDE TLE,â€� Engko told reporters. The government failed to meet an agreement with state-owned pharmaceutical companies PT Kimia Farma and PT Indofarma, which had been appointed to import the drug, sparking anxiety among users of the drug about the possibility of a looming drug crisis. The drug suppresses the virus and prevents fatal infection. Read also: People with HIV/AIDS face drugs scarcity Engko gave assurances that there would be no drug crisis. She said the ministry was preparing to procure more ARV drugs for distribution after May. â€œThe budget allocation for ARV drugs is ready for 2019. We will try our best, so before May, at least in April, we will have the drugs,â€� â€œIf there is another delay in procurement, we have prepared an alternative measure in which we will receive a grant of 564,000 bottles [of FDE TLE] from the Global Fund,â€� she said. Engko also denied there was a scarcity of the drug in several areas. â€œThere is nothing like that. We have a system in place to monitor the availability of drugs in every province. Monitoring in January shows there is no absence of the drug in any region,â€� she said. FDE TLE is the most commonly used drug among people with HIV/AIDS in Indonesia. According to the Indonesia AIDS Coalition (IAC), about 48,000 people, or 42 percent of people with HIV/AIDS, rely on FDE TLE. IAC executive director Aditya Wardhana said the Health Ministry had failed to address the main issue behind the unstable drug supply and the failed tender for FDE TLE, which she claimed was caused by Kimia Farma and Indofarma overpricing the drugs. Kimia Farma sources the ARV drug from Indian pharmaceutical company Hetero Drugs while Indofarma purchases from Mylan, which is based in the United States. The IAC has criticized the way the government procures ARV drugs, saying it makes them the most expensive the world. The IAC claims the drugs can be purchased for almost 25 percent less outside Indonesia. â€œOverpricing the medicine is likely to make the next tender fail, unless the government agrees with the high prices set by the companies,â€� he said on Tuesday. The budget allocated for ARV treatment has increased every year. In 2017, the Health Ministry allocated Rp 1.19 billion (US$84,673) to fund ARV treatment for 112,054 people with HIV. The allocation increased from Rp 243 million in 2015 and is predicted to reach Rp 1.8 trillion by 2020. Of the ministrys fund allocations for drugs, ARV medication has been allocated the second-highest amount after vaccines.",{},"['global', 'ensure', 'rp', 'arv', 'stock', 'drug', 'fde', 'indonesia', 'failed', 'tle', 'ministry', 'tender', 'drugs', 'turns', 'fund']","Stocks are enough for the next five to six months [...] 220,000 bottles can last until May for users of FDE TLE,â€� Engko told reporters. According to the Indonesia AIDS Coalition (IAC), about 48,000 people, or 42 percent of people with HIV/AIDS, rely on FDE TLE. The IAC has criticized the way the government procures ARV drugs, saying it makes them the most expensive the world. In 2017, the Health Ministry allocated Rp 1.19 billion (US$84,673) to fund ARV treatment for 112,054 people with HIV. Of the ministry's fund allocations for drugs, ARV medication has been allocated the second-highest amount after vaccines.",https://www.thejakartapost.com/news/2019/01/23/indonesia-turns-to-global-fund-to-ensure-arv-stock.html
"HIV-positive runners seek to remove stigma, raise awareness","â€œCome on, letâ€™s go!â€� shouted a runner while patting 26-year-old Sepi Maulana â€œDaviâ€� Ardiansyahâ€™s back as he ran past him",['The Jakarta Post'],2018-10-30,The Jakarta Post,"â€œCome on, letâ€™s go!â€� shouted a runner while patting 26-year-old Sepi Maulana â€œDaviâ€� Ardiansyahâ€™s back as he ran past him. The gesture was repeated by other runners as they ran with him to the finish line of the 2018 Electric Jakarta Marathon on Sunday. For Davi, the pats were no ordinary acts of encouragement, they were proof to him that the other runners were no longer prejudiced against people living with HIV/AIDS, as he was wearing a black sleeveless shirt with the words â€œIâ€™m HIV positive, come run with meâ€� on the back. The child-trafficking survivor, who has been living with the virus since 2011, decided to participate in the half marathon for the first time as an effort to show the public that people living with HIV and AIDS can also lead a normal, healthy life. â€œI wanted to show people that even though Iâ€™ve been diagnosed with HIV, I can s...",{},"['wearing', 'words', 'runners', 'stigma', 'hiv', 'davi', 'come', 'seek', 'hivpositive', 'awareness', 'marathon', 'wanted', 'remove', 'raise', 'living', 'ran']","â€œCome on, letâ€™s go!â€� shouted a runner while patting 26-year-old Sepi Maulana â€œDaviâ€� Ardiansyahâ€™s back as he ran past him. The gesture was repeated by other runners as they ran with him to the finish line of the 2018 Electric Jakarta Marathon on Sunday. For Davi, the pats were no ordinary acts of encouragement, they were proof to him that the other runners were no longer prejudiced against people living with HIV/AIDS, as he was wearing a black sleeveless shirt with the words â€œIâ€™m HIV positive, come run with meâ€� on the back. The child-trafficking survivor, who has been living with the virus since 2011, decided to participate in the half marathon for the first time as an effort to show the public that people living with HIV and AIDS can also lead a normal, healthy life. â€œI wanted to show people that even though Iâ€™ve been diagnosed with HIV, I can s...",https://www.thejakartapost.com/news/2018/10/30/hiv-positive-runners-seek-remove-stigma-raise-awareness.html
Running sparks hope for HIV-positive man,"Like any other Jakarta resident who discovers running as a new trend, Mike, not his real name, was attracted to recreational running and has committed to exercising regularly since 2011",['The Jakarta Post'],2018-12-08,The Jakarta Post,"Like any other Jakarta resident who discovers running as a new trend, Mike, not his real name, was attracted to recreational running and has committed to exercising regularly since 2011. Starting with testing a short 7.5-kilometer route, the 33-year-old employee has continued the habit up to this day, even after he was diagnosed with human immunodeficiency virus (HIV) in 2012. The thought of quitting the sport after getting the HIV-positive status never crossed his mind. In running, Mike finds the zest he was looking for, which he uses to keep motivating himself to not think too much about the sickness. â€œAfter I was diagnosed, I started to be more aware of maintaining my health. Every time I run, I pep-talk myself: â€˜Come on, speed up! Virus canâ€™t beat me!â€™â€� he told The Jakarta Post on Friday. Gradually, he improved his level of running. In 20...",{},"['jakarta', 'uses', 'trend', 'virus', 'told', 'running', 'thought', 'diagnosed', 'hivpositive', 'man', 'mike', 'sparks', 'hope', 'zest']","Like any other Jakarta resident who discovers running as a new trend, Mike, not his real name, was attracted to recreational running and has committed to exercising regularly since 2011. The thought of quitting the sport after getting the HIV-positive status never crossed his mind. In running, Mike finds the zest he was looking for, which he uses to keep motivating himself to not think too much about the sickness. Virus canâ€™t beat me!â€™â€� he told The Jakarta Post on Friday. Gradually, he improved his level of running.",https://www.thejakartapost.com/news/2018/12/08/running-sparks-hope-hiv-positive-man.html
NGO urges people to practice safe sex amid prevalent HIV,"Youâ€™ve got a friend: A volunteer wearing a red ribbon that reads â€œFriend of people with human immunodeficiency virus and acquired immune deficiency syndrome (HIV/AIDS)â€� campaigns on a busy street in Surabaya, East Java, on Saturday, World AIDS Day",['The Jakarta Post'],2018-12-03,The Jakarta Post,"Youâ€™ve got a friend: A volunteer wearing a red ribbon that reads â€œFriend of people with human immunodeficiency virus and acquired immune deficiency syndrome (HIV/AIDS)â€� campaigns on a busy street in Surabaya, East Java, on Saturday, World AIDS Day. The campaign aims to eradicate the stigma of HIV/AIDS and the discrimination against people with the syndrome.(JP/Sigiet Pamungkas)A non-governmental organization focusing on human immunodeficiency virus and acquired immune deficiency syndrome (HIV/AIDS) mitigation in Jambi has called on local people to engage in protected sex amid the high prevalence of HIV/AIDS in the province. Kanti Sehati Sejati Jambi (KSSJ) noted that unprotected sexual intercourse had contributed to the high prevalence of HIV/AIDS in Jambi, where a total of 35 people had died because of AIDS since 2010. â€œThe [35 people] had also contracted tubercul...",{},"['hivaids', 'virus', 'syndrome', 'friend', 'hiv', 'sex', 'prevalence', 'immune', 'human', 'jambi', 'prevalent', 'immunodeficiency', 'high', 'urges', 'ngo', 'practice', 'amid', 'safe']","Youâ€™ve got a friend: A volunteer wearing a red ribbon that reads â€œFriend of people with human immunodeficiency virus and acquired immune deficiency syndrome (HIV/AIDS)â€� campaigns on a busy street in Surabaya, East Java, on Saturday, World AIDS Day. The campaign aims to eradicate the stigma of HIV/AIDS and the discrimination against people with the syndrome. (JP/Sigiet Pamungkas)A non-governmental organization focusing on human immunodeficiency virus and acquired immune deficiency syndrome (HIV/AIDS) mitigation in Jambi has called on local people to engage in protected sex amid the high prevalence of HIV/AIDS in the province. Kanti Sehati Sejati Jambi (KSSJ) noted that unprotected sexual intercourse had contributed to the high prevalence of HIV/AIDS in Jambi, where a total of 35 people had died because of AIDS since 2010. â€œThe [35 people] had also contracted tubercul...",https://www.thejakartapost.com/news/2018/12/03/ngo-urges-people-practice-safe-sex-amid-prevalent-hiv.html
HIV-positive orphans in North Sumatra must be allowed to go to school: KPAI,"Indonesian Child Protection Commission (KPAI) commissioner Retno Listyarti has lambasted the suggestion that three HIV-positive orphans in Samosir, North Sumatra, should be homeschooled.",['The Jakarta Post'],2018-10-25,The Jakarta Post,"The Indonesian Child Protection Commission (KPAI) called on the government on Thursday to protect three HIV-positive orphans who currently face the threat of being driven out of their homes in Samosir, North Sumatra. The orphans, all of whom are under 12 years old, have been given an ultimatum to leave the regency in seven days because local residents are afraid that they might get infected. The children are also prohibited from going to school. It was suggested following a meeting among school management, the local community and the regency administration that the children be home-schooled. In a statement received by The Jakarta Post on Thursday, KPAI commissioner Retno Listyarti lambasted the recommendation, saying it could potentially violate the childrenâ€™s right to education. Read also: Residents tell HIV-positive orphans to leave Samosir â€œHomeschooling needs active participation from parents, and these childrenâ€™s parents are no longer with them anymore,â€� Retno said in the statement. She also urged the government to protect as well as fulfill the childrenâ€™s basic rights as stipulated in Law No. 35/2014 on child protection. (wit)",{},"['north', 'kpai', 'parents', 'leave', 'allowed', 'school', 'retno', 'residents', 'hivpositive', 'childrens', 'local', 'protect', 'sumatra', 'orphans', 'regency', 'protection']","The Indonesian Child Protection Commission (KPAI) called on the government on Thursday to protect three HIV-positive orphans who currently face the threat of being driven out of their homes in Samosir, North Sumatra. The orphans, all of whom are under 12 years old, have been given an ultimatum to leave the regency in seven days because local residents are afraid that they might get infected. It was suggested following a meeting among school management, the local community and the regency administration that the children be home-schooled. Read also: Residents tell HIV-positive orphans to leave Samosirâ€œHomeschooling needs active participation from parents, and these childrenâ€™s parents are no longer with them anymore,â€� Retno said in the statement. She also urged the government to protect as well as fulfill the childrenâ€™s basic rights as stipulated in Law No.",https://www.thejakartapost.com/news/2018/10/25/hiv-positive-orphans-in-north-sumatra-must-be-allowed-to-go-to-school-kpai.html
Papua aims to cut transmission chain of HIV,The Papua administration is stepping up efforts to prevent the spread of HIV by providing antibody tests to pregnant women seeking healthcare services at hospitals or community health centers.,['The Jakarta Post'],2017-08-29,The Jakarta Post,"The Papua administration is stepping up efforts to prevent the spread of HIV by providing antibody tests to pregnant women seeking healthcare services at hospitals or community health centers. By finding pregnant women who test positive for HIV, health authorities can take measures to prevent the transmission of the chronic disease to their babies. â€œThis is one of the ways to cut the HIV transmission chain in Papua,â€� Papua Health Agency secretary Silwanus Sumule said in a public dialogue in Jayapura on Tuesday. The Health Ministryâ€™s HIV sub-directorate official Triya Novita Dinihari said the government was aiming to achieve the â€œthree zeroesâ€� by 2030, during which Indonesia would see no more new HIV/AIDS infections, AIDS-related deaths or stigma and discrimination against people living with HIV/AIDS (ODHA). Triya said all stakeholders must work together because preventing HIV/AIDS was not the sole responsibility of the Health Ministry. â€œAll societal elements, including religious and traditional leaders and community figures, must be involved. This is because introducing HIV control and prevention in grassroots communities will be effective only if it involves leaders in society,â€� said Triya. Data shows that 97 percent of HIV infections in Papua have been transmitted via sexual intercourse. Around 16,620, 57.57 percent, of total HIV cases in the province affect people at the productive age of between 25 and 49 years. The Papua Health Agency records that as of June, it found 27,771 HIV/AIDS cases, which had spread in the province since 1992. Of the total, 10,134 cases are HIV while the remaining cases are AIDS, of which 1,883 patients have died. (ebf)",{},"['spread', 'transmission', 'hivaids', 'cut', 'cases', 'papua', 'hiv', 'total', 'chain', 'health', 'women', 'province', 'aims']","By finding pregnant women who test positive for HIV, health authorities can take measures to prevent the transmission of the chronic disease to their babies. â€œThis is one of the ways to cut the HIV transmission chain in Papua,â€� Papua Health Agency secretary Silwanus Sumule said in a public dialogue in Jayapura on Tuesday. Around 16,620, 57.57 percent, of total HIV cases in the province affect people at the productive age of between 25 and 49 years. The Papua Health Agency records that as of June, it found 27,771 HIV/AIDS cases, which had spread in the province since 1992. Of the total, 10,134 cases are HIV while the remaining cases are AIDS, of which 1,883 patients have died.",https://www.thejakartapost.com/news/2017/08/29/papua-aims-to-cut-transmission-chain-of-hiv.html
Genetically modified rice may help prevent HIV,"Researchers from the United Kingdom, the United States and Spain have teamed up to develop a strain of rice that produces HIV-neutralizing proteins.",['The Jakarta Post'],2018-08-04,The Jakarta Post,"For many years now, scientists have been altering genomes of plants and animals to achieve various benefits. Recently, new research has found that genetically modified strains of rice can produce HIV-neutralizing proteins, paving the way to end the HIV epidemic. According to Newsweek, researchers from the United Kingdom, the United States and Spain have teamed up to develop a strain of rice that produces HIV-neutralizing proteins. Proceedings of the National Academy of Sciences published the post-lab report where the group described the techniques they used and how the results could be used to prevent the spread of HIV. â€œOur paper provides an approach for the durable deployment of anti-HIV agents in the developing world,â€� the team writes. Infection takes place when the virus interacts with human cells. The transgenic rice produces one antibody and two sugar-biding proteins â€“ the monoclonal antibody 2G12; and the lectins griffithsin and cyanovirin-N â€“ that bind with the HIV virus to prevent further interaction with the human cells. Once the crop has fully grown, the seeds can be ground and processed into a paste that can then be applied to the skin as a topical cream. This will allow the active compounds to enter the body. Read also: Prince Harry joins Elton John to launch HIV campaign targeting men Additionally, the rice seeds can offer an easier platform to produce HIV-preventing medications, as it is cheaper and allows virtually anybody anywhere to have access to the treatment when needed. â€œPlant-produced pharmaceutical proteins can be scaled up very easily and inexpensively without the need for expensive fermenter facilities simply by planting as many plants as needed to achieve a certain production target,â€� team leader Paul Christou told Labiotech.eu (https://labiotech.eu/medical/hiv-prevention-transgenic-rice/). â€œCosts are minimal after the creation of the first plant producing the microbicide. And in our case, the three molecules can be produced in one plant, thus reducing the costs even further.â€� The Centers for Disease Control and Prevention have found that a lot of progress has been made in treating HIV. For instance, US citizens have come a long way: in 1985, about 135,000 were infected but the number dropped to 50,000 in 2010. Unfortunately, an effective vaccine has not yet been developed for HIV. Therefore, for now, only oral medications and educating people about the virus have been the best line of defense. In underdeveloped countries however, oral medications are not always available. (saz/kes)",{},"['rice', 'virus', 'modified', 'medications', 'hiv', 'proteins', 'way', 'team', 'help', 'genetically', 'prevent', 'seeds', 'united', 'used']","Recently, new research has found that genetically modified strains of rice can produce HIV-neutralizing proteins, paving the way to end the HIV epidemic. According to Newsweek, researchers from the United Kingdom, the United States and Spain have teamed up to develop a strain of rice that produces HIV-neutralizing proteins. Proceedings of the National Academy of Sciences published the post-lab report where the group described the techniques they used and how the results could be used to prevent the spread of HIV. The transgenic rice produces one antibody and two sugar-biding proteins â€“ the monoclonal antibody 2G12; and the lectins griffithsin and cyanovirin-N â€“ that bind with the HIV virus to prevent further interaction with the human cells. Therefore, for now, only oral medications and educating people about the virus have been the best line of defense.",https://www.thejakartapost.com/life/2018/08/04/genetically-modified-rice-may-help-prevent-hiv.html
Zero Survey finds two Kupang residents infected with HIV,"The Health Agency in Kupang, East Nusa Tenggara, revealed two residents had tested positive for HIV, according to results from a Zero Survey involving 194 civilian state apparatuses and 56 common residents, in the beginning of May.",['The Jakarta Post'],2017-06-07,The Jakarta Post,"The Health Agency in Kupang, East Nusa Tenggara, revealed two residents had tested positive for HIV, according to results from a Zero Survey involving 194 civilian state apparatuses and 56 common residents, in the beginning of May. â€œFollowing our laboratory test on blood samples of 250 Zero Survey participants, we found two residents have been infected with HIV,â€� Kupang Health Agency disease control and observation director Sri Wahyuningsih told The Jakarta Post on Monday. She said the two HIV-positive residents were from high-risk groups. They are being treated at the agencyâ€™s Voluntary Consulting Testing (VCT) clinic. Sri said this yearâ€™s Zero Survey saw a decline in the number of residents who tested positive for HIV. In last yearâ€™s survey, twelve people were found to have contracted the chronic illness. According to the survey, between 2000 and August 2016, HIV/AIDS cases among civilian state apparatuses stood at 11 percent, or equal with the infection rate among commercial sex workers. National AIDS Commission (KPA) Kupang secretary Agustinus Bebok said from 2000 to August 2016, the number of HIV patients in the city reached 858, 17 percent of whom were private workers. â€œWe need to take anticipatory measures to prevent the spread of HIV [...],â€� said Bebok. (ecn/ebf)",{},"['infected', 'number', 'kupang', 'tested', 'positive', 'survey', 'hiv', 'residents', 'state', 'health', 'finds', 'zero']","The Health Agency in Kupang, East Nusa Tenggara, revealed two residents had tested positive for HIV, according to results from a Zero Survey involving 194 civilian state apparatuses and 56 common residents, in the beginning of May. â€œFollowing our laboratory test on blood samples of 250 Zero Survey participants, we found two residents have been infected with HIV,â€� Kupang Health Agency disease control and observation director Sri Wahyuningsih told The Jakarta Post on Monday. Sri said this yearâ€™s Zero Survey saw a decline in the number of residents who tested positive for HIV. National AIDS Commission (KPA) Kupang secretary Agustinus Bebok said from 2000 to August 2016, the number of HIV patients in the city reached 858, 17 percent of whom were private workers. â€œWe need to take anticipatory measures to prevent the spread of HIV [...],â€� said Bebok.",https://www.thejakartapost.com/news/2017/06/07/zero-survey-finds-two-kupang-residents-infected-with-hiv.html
A closer look at life as HIV-positive,"In accordance with World AIDS Day on Dec. 1, Ayu shared her thoughts and experience with The Jakarta Post regarding the condition.",['The Jakarta Post'],2016-12-01,The Jakarta Post,"Ayu Oktariani is a HIV-positive woman who became infected through her late husband. Based in Bandung, she is currently an activist for the Indonesian Positive Women Network (IPPI), an organization that advocates women with HIV. In accordance with World AIDS Day on Dec. 1, Ayu shared her thoughts and experience with The Jakarta Post regarding the condition. (kes) How did you feel when you first found out that you were HIV-positive? It happened seven years ago. I was diagnosed HIV-positive while taking care of my late husband. I did not know what to do and what was going to happen. For a year, I became anti-social. I chose not to meet with people, unless it was really necessary. Fortunately, my parents, siblings and some of my close friends have been very supportive. Although, at the same time, I also have encountered some people or other relatives that have kept their distance with me upon finding out about my condition. Did you go to a support group? My doctor and other friends I met in hospital suggested to me to join a support group, but I refused. In 2010, after realizing what my parents had done for me, I decided that it was time to get out. The support group meeting returned me back to the real world. I realized that in this world there are a lot of problems and it is not only about my problem. I begun to accept my health condition and moved on. (Read also: A healthy pregnancy is possible for people with HIV) We heard that you have remarried. Can you tell us more about it? How did you tell your husband about your condition? He was the answer to my prayers. In 2012, I returned to a normal life and started to think about my future. I didnâ€™t want to grow old alone. My husband is HIV-negative. Heâ€™s not a HIV activist. In fact, he works in the creative industry. I think itâ€™s positive energy for me [that] heâ€™s coming from a different field. I donâ€™t want to go home [each day] and keep talking about HIV. We got married in 2014. Before taking the big leap, I told him all the consequences of marrying a HIV-positive woman, including the treatment I need to have, the cost and implications of getting pregnant. His family knows about my condition, but we try to keep it to ourselves and not let other relatives find out about this. You moved from Jakarta to Bandung. Did you face any challenges when adapting to this new environment? I had no problems adapting with the new environment. Additionally, the hospital in Bandung has a one-stop service that makes it easier for me. Have you ever encountered friends or acquaintances that were reluctant to share food with you? No. Usually I would be the one who inform them if I have flu or something. (Read also: Most new HIV infections recorded in Jakarta) As a parent, what are the challenges you face? I make sure only certain people know about my health condition. My daughter knows that Iâ€™m HIV-positive, [but] her circle doesnâ€™t know about it. Some may know that Iâ€™m an activist, but thatâ€™s it. People are different; some may need a longer time to understand my health issue. Have you ever experienced discrimination in the workplace? In 2009, I worked as an admin for a music school. It ended badly. That was my first [experience of] discrimination I encountered after [they] found out I was HIV-positive. The news spread to the management. After working for nine months, they asked about it. Although HIV canâ€™t be transmitted from social contact, they asked me to resign. In 2010, I undertook work to support HIV-infected people. At the end of 2012, I joined IPPI. How can we support HIV-positive people? Donâ€™t be ignorant. Donâ€™t think that information relating to HIV is something extraordinary that only people like me [are the ones] that need to know about it. Try to understand and learn more about HIV.",{},"['husband', 'support', 'condition', 'life', 'hiv', 'hivpositive', 'look', 'world', 'closer', 'need', 'health', 'know', 'think']",Ayu Oktariani is a HIV-positive woman who became infected through her late husband. I was diagnosed HIV-positive while taking care of my late husband. I begun to accept my health condition and moved on. I make sure only certain people know about my health condition. How can we support HIV-positive people?,https://www.thejakartapost.com/life/2016/12/01/a-closer-look-at-life-as-hiv-positive.html
Elton John urges social media firms to help end HIV/AIDS stigma,"Paying tribute to Princess Diana, British singer Elton John appealed for an end to the stigma surrounding HIV/AIDS in a speech on Friday and called on social media platforms to do more to help.",['The Jakarta Post'],2018-06-10,The Jakarta Post,"Paying tribute to Princess Diana, British singer Elton John appealed for an end to the stigma surrounding HIV/AIDS in a speech on Friday and called on social media platforms to do more to help. Delivering the â€œDiana, Princess of Wales Lecture on HIVâ€�, a series launched by the National AIDS Trust in Britain in memory of its late patron, the musician recalled when Diana famously shook hands with a man dying of AIDS in 1987 - a time when stigma around HIV/AIDS was widespread. â€œI am used to putting pressure on pharmaceutical companies, I am used to putting pressure on governments, we have had some success with both,â€� said John, 71, who has his own AIDS charitable foundation. â€œThe pressure now needs to be applied to the tech giants â€“ not because I think they are bad, but because they have the capacity to do so much good.â€� John, who sang at Dianaâ€™s funeral in 1997, warned how some social media users were hiding behind anonymity to be prejudiced and suggested companies like Facebook or Instagram could â€œnudge their users in the digital world into acts of positivist and decency and kindness in the physical worldâ€�. Read also: Paramount announces Elton John biopic â€œAt a stroke we can reach 2 billion people in a single moment on Facebook, imagine that power turned toward compassion and love injected with real humanity,â€� he said. â€œImagine if all that power to connect turned into billions of handshakes all over the world.â€� Figures from 2016 show that around 36.7 million people around the world have HIV, according to the United Nationsâ€™ program UNAIDS. â€œWe have the medicine and the know how and even a large proportion of the funds needed to end this disease. What we still lack is the global heart to do so,â€� he said. â€œThe geniuses who created this (tech) industry must not hide behind its anonymity. They must use their power to help shape a new digital world that champions more humanity. How incredible if they could start with something as pernicious, as lethal, as the stigma of AIDS.â€�",{},"['pressure', 'users', 'hivaids', 'media', 'stigma', 'social', 'john', 'diana', 'turned', 'world', 'help', 'power', 'end', 'elton', 'urges', 'aids', 'firms', 'used']","Paying tribute to Princess Diana, British singer Elton John appealed for an end to the stigma surrounding HIV/AIDS in a speech on Friday and called on social media platforms to do more to help. Read also: Paramount announces Elton John biopicâ€œAt a stroke we can reach 2 billion people in a single moment on Facebook, imagine that power turned toward compassion and love injected with real humanity,â€� he said. â€œWe have the medicine and the know how and even a large proportion of the funds needed to end this disease. They must use their power to help shape a new digital world that champions more humanity. How incredible if they could start with something as pernicious, as lethal, as the stigma of AIDS.â€�",https://www.thejakartapost.com/life/2018/06/10/elton-john-urges-social-media-firms-to-help-end-hivaids-stigma.html
