Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
Page not found,"All the news from Bangladesh regarding politics, business, industry, lifestyle, culture, sports, crime. The sharpest opinions and op-eds from the country.",,None,,['page'],
World AIDS day Today,Bangladesh will observe World Aids Day today to raise awareness of HIV and AIDS and to honour those who passed from AIDS related complications,Md. Kamrul Hasan,2016-12-01 00:00:00,"Although Bangladesh has had a historically lower rate of HIV infection, a lack of awareness, safe sex practices and detection centers mean public health is still at risk. The National AIDS/STD Programme (NASP project under the Health Ministry is the largest national AIDS prevention and care program which will end on December 31 leaving the very vulnerable at risk of contracting and those already affected. The NASP is implemented by three NGOs – Mukto Akash, CAAP Confidential Approach to AIDS Prevention (CAAP) and Ashar Alo on a field level. Director General of Directorate General of Health Services Abul Kalam Azad said the government is trying to get funding from their global partners and will hopefully extend the project. According to data from NASP the number of detected cases of HIV in 2010 was 343, in 2011 it was 445, in 2012 it dropped to 338, in 2013 there was minor increase to 370, in 2014 it rose to 433 and in 2015 it increased to 469. A sources at the NASP project asking not to be named said the number HIV infection this year was more than 600 but said the actual number would be revealed by the Health Minister today marking World AIDS day. Experts cite two reasons for this rise in HIV infection in the country. One is the fluid mobility of migrant workers from South East Asia and the Middle East and the other is the lack of safe sex practiced by long haul truck drivers.","['day', 'hiv', 'sex', 'risk', 'today', 'safe', 'infection', 'nasp', 'aids', 'world', 'project', 'health', 'number']","Although Bangladesh has had a historically lower rate of HIV infection, a lack of awareness, safe sex practices and detection centers mean public health is still at risk.
The NASP is implemented by three NGOs – Mukto Akash, CAAP Confidential Approach to AIDS Prevention (CAAP) and Ashar Alo on a field level.
A sources at the NASP project asking not to be named said the number HIV infection this year was more than 600 but said the actual number would be revealed by the Health Minister today marking World AIDS day.
Experts cite two reasons for this rise in HIV infection in the country.
One is the fluid mobility of migrant workers from South East Asia and the Middle East and the other is the lack of safe sex practiced by long haul truck drivers."
Page not found,"All the news from Bangladesh regarding politics, business, industry, lifestyle, culture, sports, crime. The sharpest opinions and op-eds from the country.",,None,,['page'],
World AIDS Day observed,"370 new HIV cases detected in the country
        	This year 370 HIV infections have been detected in the country, along with 95 AIDS cases and 82 related deaths",Tribune Report,2013-12-01 00:00:00,"This year 370 HIV infections have been detected in the country, along with 95 AIDS cases and 82 related deaths.

The information was disclosed by Health Secretary MM Niazuddinin at an exhibition programme held on Sunday at the Bangladesh International Conference Centre (BICC) to mark World AIDS Day.

He said the number of new HIV infections was 338 in 2012, while the number of patients with AIDS was 103 – with 65 dying from the disease.

The first HIV case diagnosed in Bangladesh was in 1989.

He stressed the need to create awareness to counter the stigma attached to the disease, and said its prevalence in Bangladesh was still low, with a recent figure putting the number of people living with HIV at 3,241.

However, the UN estimates the actual number to be between 8,000 and 16,000, which means many cases are left undetected and untreated.

World AIDS Day was observed on Sunday in the city with an elaborate programme to raise awareness of HIV. The programme is aimed especially at youths, to help prevent the spread of the disease in the country.

In a joint initiative of the National AIDS/STD Programme, the Health Ministry and various NGOs, a procession was brought out on Manik Mia Avenue and an exhibition was held at the BICC, reports BSS.

The theme this year was “Three Zeros: zero new HIV infections, zero discrimination and zero AIDS related deaths.”

Health Minister Rowshan Ershad, who inaugurated the day at the BICC as the guest of honour, also emphasised the need for awareness in order to control HIV infections.

She said: “Most of the people in Bangladesh do not have enough knowledge regarding AIDS and HIV, in particular married women and the younger generation should be educated about the disease to enable its prevention.” The minister urged all people to work together to achieve the target of ‘the three zeros’ by 2015.

President of the network PLHIV Habiba Akhter said very few HIV patients have been given Anti-Retroviral (ARV) treatment, and that many have remained without treatment because of the social stigma.

She said intensive campaigns to increase awareness are needed across the country in order to remove the social stigma and misconception about HIV.

Speakers at the programme also called for regular blood tests for sex workers and drug addicts.

Other speakers were Director General of the Health Service Prof Dr Khandaker M Sefayetullah, UNAIDS Country Coordinator Dr Leo Kenny, WHO Representative to Bangladesh Dr Tushara Fernando, and Bangladesh Medical and Association Secretary General Dr Iqbal Arsalan.

World AIDS Day is celebrated on December 1 every year to raise awareness about HIV/AIDS, and to show international solidarity in the face of the epidemic. The day is an opportunity for public and private partners to disseminate information about the disease, and to encourage progress in HIV/AIDS prevention and treatment around the world, particularly in high prevalence countries.","['day', 'hiv', 'dr', 'awareness', 'bangladesh', 'programme', 'zero', 'aids', 'world', 'observed', 'disease', 'number']","This year 370 HIV infections have been detected in the country, along with 95 AIDS cases and 82 related deaths.
The information was disclosed by Health Secretary MM Niazuddinin at an exhibition programme held on Sunday at the Bangladesh International Conference Centre (BICC) to mark World AIDS Day.
He said the number of new HIV infections was 338 in 2012, while the number of patients with AIDS was 103 – with 65 dying from the disease.
World AIDS Day was observed on Sunday in the city with an elaborate programme to raise awareness of HIV.
World AIDS Day is celebrated on December 1 every year to raise awareness about HIV/AIDS, and to show international solidarity in the face of the epidemic."
"Latest news update from Bangladesh in Bangladesh, World",Latest Bangladesh news in Bangladesh,,None,"Quader: Decision on election-time Cabinet...

Election Tue, Oct 23 2018

The minister said, if the current Cabinet is trimmed down, one or two new faces from the main opposition...","['faces', 'minister', 'oct', 'trimmed', 'bangladesh', 'opposition', 'electiontime', 'update', 'main', 'quader', 'world', 'current', 'latest', 'decision']","Quader: Decision on election-time Cabinet...Election Tue, Oct 23 2018The minister said, if the current Cabinet is trimmed down, one or two new faces from the main opposition..."
Upholding social values emphasised to prevent AIDS,The Day was observed with the theme of ‘Zero new HIV infections and zero AIDS related deaths: Vow to build a discrimination-free world,Tribune Desk,2013-12-02 00:00:00,"World AIDS Day was observed in all eight districts under Rangpur division yesterday with a fresh call for creating awareness and obeying social values to prevent the deadly disease.

The Day was observed with the theme of ‘Zero new HIV infections and zero AIDS related deaths: Vow to build a discrimination-free world.’

The district health administrations in association with different government and non-governmental organisations arranged colourful rallies, cultural functions, screening of documentary films and the presentation of folk songs and discussion meetings, reports BSS.

In Rangpur, hundreds of people including officials and employees of government and non-government, sociocultural and voluntary organisations, professionals, teachers and students brought out a huge colourful rally.

Divisional Director Dr Shahadat Hossain led the rally and attended the main discussion meeting held at the conference room of the Civil Surgeon as the chief guest with Civil Surgeon Dr Reajul Islam in the chair.

Deputy Director (Local Government) of Rangpur Ershadul Haque, former President of the Rangpur unit of ‘Pollisree’ Ahsan Habib Rabu and President of Rangpur Podatik Advocate Rothish Chandra Bhowmick Babu Sona were the special guests.

They said there is no alternative to creating mass awareness among common people, especially young generations and vulnerable groups, to prevent the spread of the deadly HIV/AIDS disease.

They asked to launch a stronger movement involving all in society by creating awareness and following the social values to build a HIV/AIDS-free Bangladesh.

They urged the government, non-government organisations and the conscientious citizens to come forward with effective steps to resist the threat of HIV/AIDS and to protect the people from the diseases.

The chief guest suggested taking special measures with an accelerated velocity to stop the spread of HIV infection as the country has become vulnerable to incurable AIDS disease and also Sexually Transmitted Diseases.

There is no alternative to creating adequate social awareness among vulnerable people, sex workers, drug users as well as the youth community to lead a safer life to save the future generations from the wrath of the killer diseases, he said.","['values', 'emphasised', 'organisations', 'social', 'awareness', 'surgeon', 'rangpur', 'creating', 'upholding', 'zero', 'aids', 'prevent', 'vulnerable']","World AIDS Day was observed in all eight districts under Rangpur division yesterday with a fresh call for creating awareness and obeying social values to prevent the deadly disease.
In Rangpur, hundreds of people including officials and employees of government and non-government, sociocultural and voluntary organisations, professionals, teachers and students brought out a huge colourful rally.
They said there is no alternative to creating mass awareness among common people, especially young generations and vulnerable groups, to prevent the spread of the deadly HIV/AIDS disease.
They asked to launch a stronger movement involving all in society by creating awareness and following the social values to build a HIV/AIDS-free Bangladesh.
There is no alternative to creating adequate social awareness among vulnerable people, sex workers, drug users as well as the youth community to lead a safer life to save the future generations from the wrath of the killer diseases, he said."
"As Rohingya numbers surge, Bangladesh worries about various diseases breaking out",The Rohingya have faced health-related discrimination in Myanmar for decades,Tarek Mahmud,2017-10-20 00:00:00,"A large number of the Rohingya who have entered Bangladesh since late August, and thousands of others who continue to cross the border, are sick – many suffering from diseases like Hepatitis B, Hepatitis C and Polio. About 40% of these new refugees, officially 582,000 so far, are staying in cramped camps while others are living under the open sky or in makeshift camps in Cox’s Bazar. A scarcity of safe water and sanitation facilities has triggered fears among health experts that the living conditions could lead to outbreaks of diseases. An outbreak will be catastrophic – both for the refugees and their host communities. The Rohingya have faced health-related discrimination in Myanmar for decades, where they are denied citizenship and basic rights. A large section of the community had already been suffering from various diseases before they came to Bangladesh because of malnutrition, unhealthy living conditions and a lack of access to healthcare. Bangladeshi health experts say they have identified four major diseases – Hepatitis B, Hepatitis C, Polio and Aids – in the new batch of refugees. Experts say the diseases will spread if the Rohingya are not kept in a particular area. They warn that germs from coughs, flux, used injections, human filth, garbage and water and air pollution would spread quickly if the living conditions are not improved. Bangladesh could see the outbreak of cholera, tuberculosis, malaria and measles if the refugees are not immediately treated. Cox’s Bazar, Chittagong and the Chittagong Hill Tracts will be the worst affected areas during such events, health experts say. Fifteen percent of the new arrivals are suffering from diarrhoea, government data show. The World Health Organisation, in a recent report, warned that there could be an outbreak of water-borne and infectious diseases among the Rohingya that would also affect the locals. The government is providing healthcare services to the Rohingya. Under the supervision of Ministry of Health, the Director General of Health Service (DGHS) is working with the Armed Forces Division, UN bodies, and international and local NGOs to deliver health services in a coordinated and comprehensive manner. On its website, the DGHS said 74 static health centers – 25 run by government, 10 by army and 39 by NGOs – were providing health facilities to the refugees. Forty-three mobile medical teams and 231 vaccination teams are working there. Gawher Nayeem Wahra, a teacher at Dhaka University’s Institute of Disaster Management and Vulnerability Studies, noted that Myanmar did not have an immunisation programme for the Rohingya. He warned that as a result, the latest influx include many Rohingya suffering from malaria, tuberculosis, and polio. “The diseases will spread if they get scattered across the country. It is a big public health issue,” he said. “Eventually, the refugees will be needed to be shifted to Ukhiya and Teknaf where clean water is not easily available.” The government, with the assistance of local and foreign health service providers, is trying to vaccinate the Rohingya but logistical problems mean a large number of the refugees have been left untreated. The infected refugees - who are being treated at hospitals in Chittagong and Cox’s Bazar - also pose a threat to other patients as some of them are suffering from infectious diseases. Among them, government officials say they have identified 51 HIV positive Rohingya patients. Cox’s Bazar Civil Surgeon Dr Mohammad Abdus Salam said 682,000 refugees had been given cholera vaccinations by the government while various local and international organisations have vaccinated another 175,000 Rohingya. Salam told the Dhaka Tribune on Thursday that they had detected 850 Hepatitis patients and about 50 measles-affected Rohingya, who are now being treated. “The Rohingya are suffering from water-borne diseases,” he said. “We found that about 50,000 are infected by flu-type germs while about 15,000 are suffering from skin diseases. About 10,000 were treated for various injuries.” Chittagong Medical College Hospital’s Dr Dev Pratim Barua said: “Rohingyas are suffering from various infectious diseases that may spread among other refugees and locals if we fail to keep them in a special zone under proper monitoring.” His colleague Dr Pranab Kumar Chowdhury warned that Bangladesh would have to pay the price if the sick refugees were not kept under proper surveillance. “As 90% Rohingya are illiterate and unaware about health concerns, there is a huge risk that infectious diseases would spread,” he said. CMCH Director Brig Gen Jalal Uddin Ahmad said: “We opened a separate ward for the Rohingya at the hospital’s outdoor section on October 1 to prevent spread of diseases.” Civil Surgeon Salam said they had taken similar initiatives at Cox’s Bazar Sadar Hospital. Cox’s Bazar Deputy Commissioner Md Ali Hossain said: “We have kept the Rohingya refugees under constant surveillance and are monitoring their movements.”","['refugees', 'surge', 'spread', 'hepatitis', 'worries', 'coxs', 'bangladesh', 'numbers', 'breaking', 'suffering', 'rohingya', 'diseases', 'health', 'bazar', 'various']","A large section of the community had already been suffering from various diseases before they came to Bangladesh because of malnutrition, unhealthy living conditions and a lack of access to healthcare.
Bangladeshi health experts say they have identified four major diseases – Hepatitis B, Hepatitis C, Polio and Aids – in the new batch of refugees.
Cox’s Bazar, Chittagong and the Chittagong Hill Tracts will be the worst affected areas during such events, health experts say.
He warned that as a result, the latest influx include many Rohingya suffering from malaria, tuberculosis, and polio.
Cox’s Bazar Deputy Commissioner Md Ali Hossain said: “We have kept the Rohingya refugees under constant surveillance and are monitoring their movements.”"
Prostitution policy splits NGOs in top court AIDS case,Disagreement over keeping policies against prostitution and sex-trafficking A US Supreme Court case that challenges a law requiring anti-prostitution policies for HIV/AIDS programs seeking federal money has generated a split among nonprofit groups that counsel sex workers overseas,Tribune Online Report,2013-04-10 00:00:00,"A US Supreme Court case that challenges a law requiring anti-prostitution policies for HIV/AIDS programs seeking federal money has generated a split among nonprofit groups that counsel sex workers overseas.

The case involves a 2003 law that bars funding for groups that work on HIV/AIDS prevention but do not have a policy opposing prostitution and sex trafficking.

It has pitted two non-governmental organisations that operate programs overseas, backed by umbrella organisations representing others like them, against 46 organisations that have sided with the federal government in defending the law.

The organisations challenging the provision on First Amendment grounds do not want to take a stand on prostitution. They say the law interferes with their work providing advice and counseling to prostitutes about the risks of HIV infection.

The court on April 22 will consider whether the requirement, which has not been enforced since a 2006 injunction, is valid under the US Constitution.

The 2003 law outlined a plan to fight the spread of the HIV virus that causes AIDS, malaria and tuberculosis, part of which would involve providing funding for non-governmental organisations.

The Alliance for Open Society International and Pathfinder International - NGOs that receive funding for overseas HIV/AIDS prevention - sued in 2005, citing the First Amendment's guarantee of free speech.","['hivaids', 'programs', 'law', 'court', 'organisations', 'sex', 'policy', 'prevention', 'ngos', 'aids', 'funding', 'splits', 'providing', 'case', 'prostitution', 'work']","A US Supreme Court case that challenges a law requiring anti-prostitution policies for HIV/AIDS programs seeking federal money has generated a split among nonprofit groups that counsel sex workers overseas.
The case involves a 2003 law that bars funding for groups that work on HIV/AIDS prevention but do not have a policy opposing prostitution and sex trafficking.
The organisations challenging the provision on First Amendment grounds do not want to take a stand on prostitution.
They say the law interferes with their work providing advice and counseling to prostitutes about the risks of HIV infection.
The Alliance for Open Society International and Pathfinder International - NGOs that receive funding for overseas HIV/AIDS prevention - sued in 2005, citing the First Amendment's guarantee of free speech."
Elton John and Prince Harry launch bid to 'smash' AIDS stigma,'Too many around the world are still ignoring the damaging knock-on effects on education and other community services for not prioritising HIV prevention and treatment',AFP,2018-07-24 00:00:00,"Prince Harry (left) and Sir Elton John attend a session about the Elton John AIDS Fund on the second day of the AIDS 2018 conference in Amsterdam on Tuesday AFP

'Too many around the world are still ignoring the damaging knock-on effects on education and other community services for not prioritising HIV prevention and treatment'

Elton John joined forces with Britain's Prince Harry to launch a $1.2 billion initiative on Tuesday to ""break the cycle"" of HIV transmission by targeting young men, among whom infections are on the rise.

On the second day of a major international AIDS conference in Amsterdam, the two lent their mega-wattage star power to calls for action to end the lingering stigma around the virus and protect generations to come.

""Young people are the only age group where HIV infections are rising, not falling,"" warned rock star and veteran AIDS campaigner Elton John as he announced the launch of the MenStar Coalition.

""We have to do much, much more to bring men, especially younger men more fully into the fold,"" he insisted.

The coalition brings together different partners, including the UN's Unitaid and the US fund PEPFAR, as John warned that 24- to 35-year-old men were accessing HIV testing and treatment at ""unacceptably low rates"".

Much work has been done to protect women and girls but ""we can't solve the whole problem if we are only addressing half the situation,"" John said.

""If we want to win this fight, if we want to end AIDS once and for all, we must make men part of the solution"" and teach them to protect themselves, ""not only their wives and girlfriends, their sisters, and daughters, but also critically their brothers and their sons.""

Some 15,000 delegates -- researchers, campaigners, activists and people living with the HIV virus which causes AIDS -- have gathered for the five-day war council, amid dire warnings the AIDS epidemic could yet spiral out of control.

""The progress we have fought so hard for is at risk from a dangerous complacency,"" Prince Harry told conference delegates

""Too many around the world are still ignoring the damaging knock-on effects on education and other community services for not prioritising HIV prevention and treatment.""

The new initiative was focused on ""the tough but essential work of truly changing mindsets,"" the Duke of Sussex said.

""Inspired by the growing alarm of the rate of new HIV infections among young women, this campaign is bravely tackling the root of this problem -- the lack of awareness of HIV prevention amongst hard-to-reach young men.""

He urged people to unite around the ""smashing of a deadly stigma"" surrounding HIV, ""and calling out the prejudice that is still there"".

South African actress Charlize Theron agreed as she addressed the day's opening plenary session entitled: ""Breaking the barriers of inequity"".

""We have come a long way as a global community from that moral panic that defined early stages of this epidemic,"" she told the audience.

But she warned that ""most of us now know and understand that HIV is not just about sex or sexuality... We know it is linked to the second-class status of women and girls worldwide.""","['young', 'hiv', 'women', 'stigma', 'smash', 'elton', 'warned', 'prevention', 'aids', 'protect', 'launch', 'john', 'bid', 'harry', 'prince', 'men']","""Young people are the only age group where HIV infections are rising, not falling,"" warned rock star and veteran AIDS campaigner Elton John as he announced the launch of the MenStar Coalition.
""We have to do much, much more to bring men, especially younger men more fully into the fold,"" he insisted.
The coalition brings together different partners, including the UN's Unitaid and the US fund PEPFAR, as John warned that 24- to 35-year-old men were accessing HIV testing and treatment at ""unacceptably low rates"".
Much work has been done to protect women and girls but ""we can't solve the whole problem if we are only addressing half the situation,"" John said.
""Inspired by the growing alarm of the rate of new HIV infections among young women, this campaign is bravely tackling the root of this problem -- the lack of awareness of HIV prevention amongst hard-to-reach young men."""
All Articles by undefined,All Articles by undefined,,None,"Ali Sorcar appointed next envoy to...

Bangladesh Tue, Sep 27 2016

Muhammad Ali Sorcar who is currently serving as the Ambassador of Bangladesh in Germany, belongs to the...","['sep', 'sorcar', 'germany', 'undefined', 'belongs', 'bangladesh', 'currently', 'envoy', 'serving', 'ali', 'tobangladesh', 'articles']","Ali Sorcar appointed next envoy to...Bangladesh Tue, Sep 27 2016Muhammad Ali Sorcar who is currently serving as the Ambassador of Bangladesh in Germany, belongs to the..."
Page not found,"All the news from Bangladesh regarding politics, business, industry, lifestyle, culture, sports, crime. The sharpest opinions and op-eds from the country.",,None,,['page'],
"Latest news update from Health in Bangladesh, World",Latest Health news in Bangladesh,,None,"World Kidney Day being observed

Uncategorized Thu, Mar 13 2014

The World Kidney Day is being observed in the country as elsewhere in the world on Thursday. This year’s...","['day', 'mar', 'observeduncategorized', 'bangladesh', 'update', 'country', 'world', 'observed', '13', 'latest', 'health', 'kidney', '2014the']","World Kidney Day being observedUncategorized Thu, Mar 13 2014The World Kidney Day is being observed in the country as elsewhere in the world on Thursday.
This year’s..."
All Articles by undefined,All Articles by undefined,,None,"Fight HIV, not sex workers

We need to address the social problems that make sex workers vulnerable to HIV","['need', 'hiv', 'sex', 'fight', 'social', 'undefined', 'workerswe', 'problems', 'address', 'vulnerable', 'workers', 'articles']","Fight HIV, not sex workersWe need to address the social problems that make sex workers vulnerable to HIV"
‘I don’t want my daughter to grow up ignominiously’,Bonded sex workers in Bangladesh have tough choices,Md Abdul Quayyum,2017-05-21 00:00:00,"A life of extreme poverty

Essential services

Reshmi* (name changed) says she doesn’t enjoy her evening walks in a nice, green park of Dhaka like others do. While a stroll in the park may be a healthy choice for most, for Reshmi it is about survival - she walks every day in the park to hunt clients who will pay to have sex. “People come in the park to enjoy the greenery of it and have fresh air but for me, I come here for my ignominious livelihood, against my will, so that my daughter can continue her studies,” says Reshmi. A young bonded sex worker, Reshmi turns 25 this year, but her life changed at the age of four when her father died in a road accident. “I was living with my family at Khalishpur in Khulna district. My father died in a road accident when I was only four years old and it was very hard for my mother to arrange meals, three times a day, let alone study. I never got a chance for schooling.”She continues to share her miserable childhood - “to handle the situation, my mother sent me to Dhaka for domestic work and I had been doing that for a few years. But when I turned 13, my mother forced me to get married to an older man, without my consent. I didn’t want to get married at that age so I escaped with a friend of mine, to change my luck. But worse came to worst, and I was trapped in sex slavery. Since then I am part of this trade,” Reshmi says. After attending to three or four clients a day at a hotel near the park, Reshmi gets back to her little, damp house at midnight to catch a few hours of sleep. The house is only rented for nights at double the regular price, and on condition that she cannot show her face there during the day. She hardly gets the time to shower or have breakfast before it's time for her to leave. As a hapless sex worker, she was lured by the promise of a better life by a man she married when she was 18, only to later find he was a human trafficker who planned to sell her across the border. At the time, Reshmi was pregnant and that actually saved her from being trafficked. She became the mother of a beautiful daughter at 19 and was instantly abandoned by her husband. Sh had not a single penny with which to feed her daughter and had to return to the sex trade again. “Many a time, I faced gang rape and sex without condoms. I was heavily injured at times and managed to escape from being murdered. But I want to give my daughter an education, a good life. That’s why I need money and have to keep myself safe from diseases,” Reshmi says.As there was no one to look after her baby during work hours, Reshmi was struggling with her daughter. She had no place to rest from dawn to dusk, except under the open sky, and no option of getting a health check. Then she came across the ‘Drop-in-Center’ of Save the Children where she is now enlisted for essential services. In the centre, Reshmi is learning different life skills, getting basic education and receiving counselling on safer sex and HIV prevention. The lessons enable her to remain in good health to earn her livelihood and increases her confidence to negotiate with the clients for condom use. There is also a ‘Hotline’ and ‘Community Squad’ introduced by Save the Children and its partner organisation for the sex workers for any kind of help, like when faced with violence. “I wanted to test my blood to be sure about HIV following the advice I got from the drop-in-centre. The test was negative. I go there everyday now. I have learned what to do in emergencies and how to seek police assistance. It helped me save my life,” said Reshmi. It is estimated that there are 1,02,260 female sex workers in Bangladesh who are at high risk of HIV. Save the Children and its partner organisations have brought 26,000 female sex workers under their coverage to provide essential services through 43 drop-in-centres in 26 districts and bring them under universal health access with financial support from the Global Fund. While it's uncertain if Reshmi and her daughter can live a happy life in the near future, there is always hope from Save the Children that armed with an education, her daughter will be able to choose a different path.","['day', 'dont', 'sex', 'children', 'workers', 'save', 'reshmi', 'grow', 'daughter', 'mother', 'life', 'ignominiously', 'park']","She became the mother of a beautiful daughter at 19 and was instantly abandoned by her husband.
Sh had not a single penny with which to feed her daughter and had to return to the sex trade again.
But I want to give my daughter an education, a good life.
Then she came across the ‘Drop-in-Center’ of Save the Children where she is now enlisted for essential services.
It is estimated that there are 1,02,260 female sex workers in Bangladesh who are at high risk of HIV."
"Latest news update from Antiretroviral drugs (ART) in Bangladesh, World",Latest Antiretroviral drugs (ART) news in Bangladesh,,None,"Five HIV patients now 'virus, drugs...

Science Fri, Feb 24 2017

A vaccine-based therapy helped five people with HIV to be “virus, drugs free” – one man has been free...","['hiv', 'free', 'helped', 'man', 'bangladesh', 'drugsscience', 'virus', 'update', 'art', 'patients', 'world', 'vaccinebased', 'latest', 'antiretroviral', 'therapy', 'feb', 'drugs']","Five HIV patients now 'virus, drugs...Science Fri, Feb 24 2017A vaccine-based therapy helped five people with HIV to be “virus, drugs free” – one man has been free..."
All Articles by undefined,All Articles by undefined,,None,"Stand together

Uncategorized Sat, Jun 14 2014

The situation of indigenous people is not encouraging. They are facing difficulties fighting for their...","['stand', 'encouraging', 'facing', 'difficulties', 'togetheruncategorized', 'jun', 'undefined', 'indigenous', 'fighting', 'situation', '2014the', 'articles']","Stand togetherUncategorized Sat, Jun 14 2014The situation of indigenous people is not encouraging.
They are facing difficulties fighting for their..."
Toward an AIDS-free generation,"Young people must be treated with dignity, respect and without moral judgement, regardless of whether or not they use drugs, who they have sex with and why, or whether they are HIV positive or not
        	As the world’s population continues to increase we are seeing the rise of the largest population of young people that the world has ever known",Leo Kenny,2013-10-22 00:00:00,"As the world’s population continues to increase we are seeing the rise of the largest population of young people that the world has ever known. UNAIDS envisages an AIDS-free generation, but it is young people who must, and will, make this vision a reality.

As UN Day draws near, it is important to highlight young people as the change-makers that they are, as the greatest hope for getting to zero. That’s “Zero new HIV infections. Zero discrimination. Zero AIDS-related deaths.”

Bangladesh is a country that has low HIV prevalence, but continues to be high risk. This means that demographic factors such as population density, poverty, gender inequality and porous national borders remain challenges to the AIDS epidemic. HIV prevalence in Bangladesh remains low at 0.01% of the general population; however, some features of the HIV epidemic in Bangladesh warrant more attention.

The Global AIDS Report 2013 identified Bangladesh as one of four countries in the Asia Pacific region where the rate of new HIV infection increased by over 25% between 2001 and 2011, and that young people (aged 15-24 years) account for an estimated 50% of all new HIV infections compared with 40% worldwide, revealing that young people are more important than ever for HIV prevention in Bangladesh.

A combination of appropriate education and services for young people are the first steps toward HIV prevention and eradication. When young people receive correct, complete information about HIV and AIDS they gain the power to make informed decision with regards to their sexual health and behaviour.

Yet only 17.7% of young people in Bangladesh are estimated to have comprehensive knowledge of HIV prevention and a fewer proportion access to lifesaving services. The ever present challenge to HIV prevention continues to be limited access to HIV prevention information and services that are tailored to the unique needs of young people, particularly sexual and reproductive health and HIV treatment services. Moreover, educating people early on in life helps people to avoid unsafe behaviours and scenarios where they may be at risk of HIV infection.

Not only does HIV education and awareness helps to defuse the stigma and discrimination facing people who are at risk of becoming infected with HIV, or are living with HIV, but it is also vital in enabling people to access services. Without access to services for testing and treatment, people are unable to learn about their HIV status and consequently unable to protect themselves and others against infection. Services that incorporate the unique needs of young people are especially important, because young people have different needs with regards to information, counselling, testing, condoms, harm-reduction strategies and care for sexually transmitted infections including relationships than others.

The perceptions of others around being a young person, whether they be perceived as a victim, a deviant, or other, can influence the behaviour of a young person and have unintended consequences.

Young people must be treated with dignity, respect and without moral judgement, regardless of whether or not they use drugs, who they have sex with and why, or whether they are HIV positive or not. In doing so, systems that protect them from abuse, exploitation and violence should be enabled and strengthened.

HIV is everyone’s business and more young people need to be engaged in the conversation about HIV prevention, treatment, and care for the benefit of all. Around the world, collective voices and community action has proven to be vital in defusing the stigma and discrimination surrounding HIV and AIDS.

The onus of reliable information, attitudes that transform social stigma, and the accessibility of services and support depend on community and religious leaders, schools, parents and young people. Young people can and will be the driving force for Getting to Zero, but HIV prevention education and services by all are the first steps to empowering young people as change-makers for our future.","['young', 'services', 'hiv', 'access', 'bangladesh', 'aidsfree', 'information', 'zero', 'prevention', 'treatment', 'generation', 'population']","UNAIDS envisages an AIDS-free generation, but it is young people who must, and will, make this vision a reality.
A combination of appropriate education and services for young people are the first steps toward HIV prevention and eradication.
Yet only 17.7% of young people in Bangladesh are estimated to have comprehensive knowledge of HIV prevention and a fewer proportion access to lifesaving services.
The ever present challenge to HIV prevention continues to be limited access to HIV prevention information and services that are tailored to the unique needs of young people, particularly sexual and reproductive health and HIV treatment services.
HIV is everyone’s business and more young people need to be engaged in the conversation about HIV prevention, treatment, and care for the benefit of all."
Page not found,"All the news from Bangladesh regarding politics, business, industry, lifestyle, culture, sports, crime. The sharpest opinions and op-eds from the country.",,None,,['page'],
"Latest news update from Tuberculosis Patients in Bangladesh, World",Latest Tuberculosis Patients news in Bangladesh,,None,"World AIDS Day observed: Tuberculosis...

Uncategorized Fri, Dec 2 2016

The World Aids Day was observed yesterday across Bangladesh aiming at raise awareness of HIV and AIDS...","['day', 'hiv', 'bangladesh', 'update', 'tuberculosis', 'patients', 'aids', 'world', 'observed', 'tuberculosisuncategorized', 'latest', 'dec', 'raise', 'yesterday']","World AIDS Day observed: Tuberculosis...Uncategorized Fri, Dec 2 2016The World Aids Day was observed yesterday across Bangladesh aiming at raise awareness of HIV and AIDS..."
"Latest news update from Sex Worker in Bangladesh, World",Latest Sex Worker news in Bangladesh,,None,"The mother they never had

Bangladesh Sun, May 14 2017

In 2010, when the shelter was first established in Savar, it was home to 22 children. Subsequently, since...","['2017in', 'sex', '22', 'children', 'subsequently', 'savar', 'bangladesh', '2010', 'update', 'shelter', 'worker', 'world', 'mother', 'latest', 'hadbangladesh', 'established']","The mother they never hadBangladesh Sun, May 14 2017In 2010, when the shelter was first established in Savar, it was home to 22 children.
Subsequently, since..."
"Latest news update from Bangladesh in Bangladesh, World",Latest Bangladesh news in Bangladesh,,None,"Five new Aman varieties set to be...

Uncategorized Thu, Jul 9 2015

The newly invented varieties have already got their nod from the Seed Certification Board and are now...","['board', 'newly', 'certification', 'bangladesh', 'seed', 'varieties', 'update', 'invented', 'world', 'set', 'nod', 'latest', 'jul', 'beuncategorized']","Five new Aman varieties set to be...Uncategorized Thu, Jul 9 2015The newly invented varieties have already got their nod from the Seed Certification Board and are now..."
