Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
"Over 1,200 people live with HIV in Afghanistan: Officials",The largest online news service for Afghanistan,Sayed Jawad,2012-12-01T08:45:53+00:00,"Today marks World AIDS Day, a time for the global community to recognize the widespread impact of HIV/AIDS.Right now, around 1,200 people in Afghanistan and 33.4 million people around the world live with HIV/AIDS, according to the Afghan Public Health Ministry.AIDS, or acquired immunodeficiency syndrome, is caused by HIV, or the human immunodeficiency virus, and is considered the last step of the infection. AIDS has killed 25 million people around the world since 1981, the Department of Health reported.A spokesman for the Afghan Public Health Ministry Dr. Kaneshka Baktash over 10 people have died due to HIV/AIDS in Afghanistan.He said majority of the men addicted to drugs are infected with HIV and there are around 23,000 addicted individuals who are using syringe to injection drugs in their body.Even though there has yet to be a definitive cure for AIDS, there is a lot of progress in terms of controlling infection, preventing its spread, and decreasing deaths from AIDS.Despite the advances in medical technology and the reduction of new HIV infections annually due to antiretroviral drugs, the number of people worldwide living with HIV has risen considerably, from around 8 million in 1990 to 33 million at the end of 2009.Approximately 2.6 million people are infected with HIV annually, and 1.8 million die from AIDS.  Post Views:  85","['world', 'drugs', 'officials', 'infection', 'million', 'health', 'public', 'infected', 'hiv', 'immunodeficiency', 'live', 'aids', 'afghanistan', '1200']","Today marks World AIDS Day, a time for the global community to recognize the widespread impact of HIV/AIDS.
Right now, around 1,200 people in Afghanistan and 33.4 million people around the world live with HIV/AIDS, according to the Afghan Public Health Ministry.
AIDS, or acquired immunodeficiency syndrome, is caused by HIV, or the human immunodeficiency virus, and is considered the last step of the infection.
A spokesman for the Afghan Public Health Ministry Dr. Kaneshka Baktash over 10 people have died due to HIV/AIDS in Afghanistan.
Approximately 2.6 million people are infected with HIV annually, and 1.8 million die from AIDS."
HIV/AIDS in Afghanistan Archives,,,None,"The Ministry of Public of Health of Afghanistan (MoPH) informed of 10 percent rise in human immunodeficiency virus (HIV/AIDS) cases in the country. According to MoPH officials, 1694 cases positive with HIV/AIDS have been recorded with the ministry...","['cases', 'recorded', 'hivaids', 'officials', 'ministry', 'public', 'virus', 'rise', 'positive', 'moph', 'archives', 'afghanistan']","The Ministry of Public of Health of Afghanistan (MoPH) informed of 10 percent rise in human immunodeficiency virus (HIV/AIDS) cases in the country.
According to MoPH officials, 1694 cases positive with HIV/AIDS have been recorded with the ministry..."
ISIS fighters with HIV Archives,,,None,"The Islamic State of Iraq and Syria (ISIS) terrorist group has ordered sixteen of it’s fighters to become suicide bombers after contracting HIV from two Moroccan sex slaves, it has been reported. According to the doctor who was forced...","['slaves', 'fighters', 'ordered', 'state', 'sixteen', 'hiv', 'sex', 'terrorist', 'archives', 'isis', 'suicide', 'reported', 'syria', 'moroccan']","The Islamic State of Iraq and Syria (ISIS) terrorist group has ordered sixteen of it’s fighters to become suicide bombers after contracting HIV from two Moroccan sex slaves, it has been reported.
According to the doctor who was forced..."
"HIV/AIDS infection on the rise in Afghanistan, 1694 cases recorded",The largest online news service for Afghanistan,Khaama Press,2014-12-01T16:34:38+00:00,"The Ministry of Public of Health of Afghanistan (MoPH) informed of 10 percent rise in human immunodeficiency virus (HIV/AIDS) cases in the country.According to MoPH officials, 1694 cases positive with HIV/AIDS have been recorded with the ministry so far, but the number is realtively higher.The officials further that around 4500 people are possibly infected with the virus across the country.In the meantime, acting public health minister Ahmad Jan Naeem said the virus outbreak is not sharp among the Afghan population, but warned that the issue should not ignored as there are chances of rapid outbreak of the virus.Naeem said lack of awareness due to decades of war, use of drugs, poverty, illiteracy and immigrations could help the outbreak of the virus.According to the Ministry of Public Health, the ministry has set up ten prevention centers, ten consultancy centers and curative centers for HIV/AIDS across the country.  Post Views:  229","['cases', 'recorded', 'hivaids', 'infection', '1694', 'officials', 'health', 'ministry', 'public', 'rise', 'virus', 'centers', 'moph', 'outbreak', 'afghanistan']","The Ministry of Public of Health of Afghanistan (MoPH) informed of 10 percent rise in human immunodeficiency virus (HIV/AIDS) cases in the country.
According to MoPH officials, 1694 cases positive with HIV/AIDS have been recorded with the ministry so far, but the number is realtively higher.
In the meantime, acting public health minister Ahmad Jan Naeem said the virus outbreak is not sharp among the Afghan population, but warned that the issue should not ignored as there are chances of rapid outbreak of the virus.
Naeem said lack of awareness due to decades of war, use of drugs, poverty, illiteracy and immigrations could help the outbreak of the virus.
According to the Ministry of Public Health, the ministry has set up ten prevention centers, ten consultancy centers and curative centers for HIV/AIDS across the country."
Drugs and weapons seized in northern Baghlan province,The largest online news service for Afghanistan,Ahmad Shah Ghanizada,2012-03-11T15:55:01+00:00,"Local security officials in northern Baghlan province on Sunday announced Afghan police forces seized at least 40 kg of opium and drugs along with 16 weapons.Provincial security chief Gen. Asadullah Shirzad speaking during a press conference on Sunday morning said, Afghan police seized at least 40 kg of hashish, 3 grams of heroin and 16 pistols.Gen. Shirzad further added, the drugs and weapons were seized from various regions of northern Baghlan province.Afghan security forces also captured two suspects in connection to the smuggle of the drugs and weapons, Gen. Shirzad said.According to provincial security officials, at least 40 cases of drugs and weapons smuggle have been registered in this province since the beginning of the Afghan fiscal year where dozens of suspects have also been captured.Author: Ajmal Omeri, Baghlan province.  Post Views:  85","['province', '40', 'drugs', 'northern', 'shirzad', 'seized', 'weapons', 'afghan', 'suspects', 'baghlan', 'security']","Local security officials in northern Baghlan province on Sunday announced Afghan police forces seized at least 40 kg of opium and drugs along with 16 weapons.
Gen. Shirzad further added, the drugs and weapons were seized from various regions of northern Baghlan province.
Afghan security forces also captured two suspects in connection to the smuggle of the drugs and weapons, Gen. Shirzad said.
According to provincial security officials, at least 40 cases of drugs and weapons smuggle have been registered in this province since the beginning of the Afghan fiscal year where dozens of suspects have also been captured.
Author: Ajmal Omeri, Baghlan province."
attack on Dr Ferozuddin Feroz Archives,,,None,"The Afghan Public Health Minister Ferozuddin Feroz has narrowly escaped a possible HIV infection after he was attacked with a syringe by a drug addict, the officials said Sunday. There are growing fears of rapid HIV infection spread among the...","['ferozuddin', 'infection', 'officials', 'public', 'narrowly', 'dr', 'hiv', 'spread', 'feroz', 'possible', 'attack', 'archives', 'minister', 'rapid', 'syringe']","The Afghan Public Health Minister Ferozuddin Feroz has narrowly escaped a possible HIV infection after he was attacked with a syringe by a drug addict, the officials said Sunday.
There are growing fears of rapid HIV infection spread among the..."
Russian president criticize ISAF over Afghan drug production,The largest online news service for Afghanistan,Meena Haseeb,2013-05-09T05:49:53+00:00,"Russian president Vladimir Putin on Wednesday criticized NATO-led International Security Assistance Force (ISAF) over drug production in Afghanistan and said the alliance has not taken necessary steps to eradicate the production of opium in the country, which will boost drug-trafficking in the near future.While speaking during the Russian Security Council on Wednesday, Vladimir Putin accused NATO for being failed in bringing stability to the region as the coalition security forces are preparing to withdraw its combat troops from Afghanistan by the end of 2014.Putin quoted by Russia Today (RT) News said, There are all grounds to believe that we may face an escalation of the situation in Afghanistan in the short term.”He said, “The foreign military contingent, whose backbone is American forces, has not achieved a breakthrough in the fight against terrorist and radical groups as yet. On the contrary, their activity has been particularly increasing lately.”There has also been “a drastic increase in drug production in the territory of Afghanistan and the creation of stable drug-trafficking routes to other countries, including – unfortunately – to Russia,” he said. Putin also noted that the ISAF does little to address the problem, while Russia’s proposals on the matter have so far been ignored.Russia remains highly concerned about the persistant threat of terrorism and drug trafficking from Afghanistan, particularly after international combat troops leave in 2014.According to Russia’s federal drug control watchdog, heroin production in Afghanistan rose 40-fold in the past decade.In the meantime Russian Foreign Minister Sergei Lavros called on International Security Assistance Force (ISAF) to reports on the results of its mission after its withdrawa from Afghanistan in 2014.  Post Views:  61","['putin', 'troops', 'drug', 'international', 'criticize', 'russian', 'afghan', 'vladimir', 'production', 'security', 'president', 'afghanistan', 'isaf']","Russian president Vladimir Putin on Wednesday criticized NATO-led International Security Assistance Force (ISAF) over drug production in Afghanistan and said the alliance has not taken necessary steps to eradicate the production of opium in the country, which will boost drug-trafficking in the near future.
Putin also noted that the ISAF does little to address the problem, while Russia’s proposals on the matter have so far been ignored.
Russia remains highly concerned about the persistant threat of terrorism and drug trafficking from Afghanistan, particularly after international combat troops leave in 2014.
According to Russia’s federal drug control watchdog, heroin production in Afghanistan rose 40-fold in the past decade.
In the meantime Russian Foreign Minister Sergei Lavros called on International Security Assistance Force (ISAF) to reports on the results of its mission after its withdrawa from Afghanistan in 2014."
Around 1250 HIV positive cases recorded in Afghanistan,The largest online news service for Afghanistan,Ahmad Shah Ghanizada,2011-12-03T11:40:26+00:00,"Saturday, December 03, 2011 – Head of the Afghan Ministry of Public health of Afghanistan Dr. Suraya Dalil on the occasion of the HIV AIDS day said, around 1250 HIV positive cases have been recorded in the Afghan health ministry.According to Dr. Suraya Dalil, acting head of the Afghan public health ministry, the main reason behind the widespread of the HIV virus is the use of infected syringes which transfers the disease from an HIV positive patient.Dr. Suraya Dalil further added, according to world health organization, around 3000 HIV positive cases have been noted in Afghanistan.She also said, poverty, lack of employment, psychological problems and lack of education in respect of immigrations and use of drugs are the main factors which increases the chance of HIV virus outspread.She emphasized on the health surveillance programs which is a basic right of the humanity and urged for improving national health surveillance programs to prevent HIV virus outspread and improve medications for the HIV positive individuals.An Afghan HIV positive patient Edris while speaking during the world HIV AIDS day said, we are treated well when people become aware that we are HIV positive.He also said, people are thinking that the HIV virus has transmitted through illegitimate sexual relations and urged the Afghan government to assist them to recover from the HIV disease.In the meantime, Ministry of Public Health of Afghanistan on the occasion of HIV AIDS day signed an agreement with ministry of Haj and Isalmic Affairs of Afghanistan, Ministry of Justice and Ministry of Women’s affairs of Afghanistan.Based on the agreement, the mentioned ministries will assist the ministry of public health of Afghanistan for the publicity of HIV AIDS disease to the Afghan community.  Post Views:  110","['cases', 'recorded', 'suraya', 'health', 'ministry', 'public', 'hiv', 'virus', 'positive', 'afghan', 'aids', '1250', 'afghanistan']","Saturday, December 03, 2011 – Head of the Afghan Ministry of Public health of Afghanistan Dr. Suraya Dalil on the occasion of the HIV AIDS day said, around 1250 HIV positive cases have been recorded in the Afghan health ministry.
Dr. Suraya Dalil further added, according to world health organization, around 3000 HIV positive cases have been noted in Afghanistan.
An Afghan HIV positive patient Edris while speaking during the world HIV AIDS day said, we are treated well when people become aware that we are HIV positive.
In the meantime, Ministry of Public Health of Afghanistan on the occasion of HIV AIDS day signed an agreement with ministry of Haj and Isalmic Affairs of Afghanistan, Ministry of Justice and Ministry of Women’s affairs of Afghanistan.
Based on the agreement, the mentioned ministries will assist the ministry of public health of Afghanistan for the publicity of HIV AIDS disease to the Afghan community."
Afghan minister narrowly escapes HIV infection in syringe attack by drug addict,The largest online news service for Afghanistan,Khaama Press,2016-01-09T11:10:06+00:00,"The Afghan Public Health Minister Ferozuddin Feroz has narrowly escaped a possible HIV infection after he was attacked with a syringe by a drug addict, the officials said Sunday.There are growing fears of rapid HIV infection spread among the drug addicts in the country as syringes are mostly used by the addicts to inject the drugs into their bodies.However, the Ministry of Public Health (MoPH) officials have said the minister has undergone tests which have proven that he was not infected in the attack.The officials further added that the minister was on a site visit when he under attack by a drug addict who inserted the syringe in the shoulder of the minister.According to the officials, the attack on Mr. Feroz was pre-planned by those who are opposing to shift the drug addicts from the city to a rehabilitation center.This comes as major campaign was launched by the government late in the month of December last year to collect and shift drug addicts from Kabul city and shift them to a former NATO base.The Ministry of Counter-Narcotics of Afghanistan in collaboration with the Ministry of Public Health and Ministry of Economy allocated parts of Camp Phoenix for the treatment of drug addicts.  Post Views:  274","['infection', 'addict', 'drug', 'escapes', 'officials', 'ministry', 'narrowly', 'hiv', 'shift', 'public', 'health', 'afghan', 'addicts', 'attack', 'minister', 'syringe']","The Afghan Public Health Minister Ferozuddin Feroz has narrowly escaped a possible HIV infection after he was attacked with a syringe by a drug addict, the officials said Sunday.
There are growing fears of rapid HIV infection spread among the drug addicts in the country as syringes are mostly used by the addicts to inject the drugs into their bodies.
The officials further added that the minister was on a site visit when he under attack by a drug addict who inserted the syringe in the shoulder of the minister.
This comes as major campaign was launched by the government late in the month of December last year to collect and shift drug addicts from Kabul city and shift them to a former NATO base.
The Ministry of Counter-Narcotics of Afghanistan in collaboration with the Ministry of Public Health and Ministry of Economy allocated parts of Camp Phoenix for the treatment of drug addicts."
aids cases rise in Afghanistna Archives,,,None,"The Ministry of Public of Health of Afghanistan (MoPH) informed of 10 percent rise in human immunodeficiency virus (HIV/AIDS) cases in the country. According to MoPH officials, 1694 cases positive with HIV/AIDS have been recorded with the ministry...","['cases', 'recorded', 'hivaids', 'officials', 'ministry', 'public', 'rise', 'virus', 'positive', 'moph', 'aids', 'afghanistna', 'archives']","The Ministry of Public of Health of Afghanistan (MoPH) informed of 10 percent rise in human immunodeficiency virus (HIV/AIDS) cases in the country.
According to MoPH officials, 1694 cases positive with HIV/AIDS have been recorded with the ministry..."
1694 aids cases in Afghanistan Archives,,,None,"The Ministry of Public of Health of Afghanistan (MoPH) informed of 10 percent rise in human immunodeficiency virus (HIV/AIDS) cases in the country. According to MoPH officials, 1694 cases positive with HIV/AIDS have been recorded with the ministry...","['cases', 'recorded', 'hivaids', 'officials', '1694', 'ministry', 'public', 'virus', 'rise', 'positive', 'moph', 'aids', 'archives', 'afghanistan']","The Ministry of Public of Health of Afghanistan (MoPH) informed of 10 percent rise in human immunodeficiency virus (HIV/AIDS) cases in the country.
According to MoPH officials, 1694 cases positive with HIV/AIDS have been recorded with the ministry..."
