Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
NEW HIV VACCINE COULD SAVE MILLIONS,"TODAY is World Aids Day, which aims to raise awareness about HIV and remember all those who have lost their lives to the virus.",Sifiso Jimta And Xolile Nkosi,2016-12-01T11:00:01.000Z,"TODAY is World Aids Day, which aims to raise awareness about HIV and remember all those who have lost their lives to the virus. According to the National Institute for Communicable Diseases, more than six million people are living with HIV in South Africa. Mzansi’s HIV treatment programme is the largest in the world with 3,4 million people receiving ARVs from the health department. Thanks to the institute, there might be hope on the horizon. It is involved in a large test of a HIV vaccine trial called HVTN 702 across the country. If successful, the trial will produce the world’s first HIV vaccine and save millions of lives. In KZN, the start of the trial has brought hope to community care workers across the province.Health community workers from around Durban this week attended the launch of the HVTN 702 trial at the Medical Research Council’s branch in Verulam. The trial will see the vaccine, known as RV144, being tested on 5 400 people for the next 12 months. Community health worker, Ritta Bantjies (67) from Waterloo said: “I’m excited this was launched just before the commemoration of World Aids Day. This is a reminder that we have lost many people to this virus. If this vaccine passes I’m sure we will live to see an Aids-free generation.” Dr Anamika Premrajh of the South African Medical Research Council said: “This is one of the vaccines researchers came up with after studying the particular type of HIV this country has.”","['lost', 'trial', 'save', 'workers', 'medical', 'vaccine', 'world', 'research', 'south', 'hiv', 'million', 'millions']","According to the National Institute for Communicable Diseases, more than six million people are living with HIV in South Africa.
Mzansi’s HIV treatment programme is the largest in the world with 3,4 million people receiving ARVs from the health department.
It is involved in a large test of a HIV vaccine trial called HVTN 702 across the country.
If successful, the trial will produce the world’s first HIV vaccine and save millions of lives.
The trial will see the vaccine, known as RV144, being tested on 5 400 people for the next 12 months."
HIV confession ends in death!,"WHEN Maria Sephokola confessed to her boyfriend that she had been cheating and was HIV-positive, she had no idea it would mean the end of her life.",Sipho Kekana,2015-11-18T03:00:01.000Z,"WHEN Maria Sephokola confessed to her boyfriend that she had been cheating and was HIV-positive, she had no idea it would mean the end of her life. The 25-year-old woman from Eersterust in Tshwane is lying in a mortuary today after being smashed with a hammer, allegedly by her furious lover. People said the 38-year-old man went crazy on Saturday and started hitting her all over her body.The couple had been together for four years. On Sunday morning he reportedly phoned his brother to tell him what had happened before fleeing. He was later arrested at Marikana squatter camp. Community policing forum chairman Andries Mashika said the suspect’s two brothers came to his house to tell him of the incident and he phoned the police. “We went to the house and found the man had locked his dead girlfriend in the bedroom. He had already fled the scene,” Andries said. Maria’s mum, also Maria Sephokola, told Daily Sun she had never approved of her daughter’s boyfriend. “She chose to stay with her boyfriend under the same roof even though they were not married. If she had listened to my advice she would still be alive.” Temba Police Constable Herman Moremi said: “Apparently the victim confessed to her lover that she had been cheating all the time they were together. She told him she was infected with HIV,” he said, adding that the suspect would appear in court on a murder charge.","['boyfriend', 'told', 'man', 'death', 'hiv', 'confession', 'ends', 'went', 'sephokola', 'maria', 'phoned', 'house', 'confessed', 'tell']","WHEN Maria Sephokola confessed to her boyfriend that she had been cheating and was HIV-positive, she had no idea it would mean the end of her life.
People said the 38-year-old man went crazy on Saturday and started hitting her all over her body.
“We went to the house and found the man had locked his dead girlfriend in the bedroom.
Maria’s mum, also Maria Sephokola, told Daily Sun she had never approved of her daughter’s boyfriend.
She told him she was infected with HIV,” he said, adding that the suspect would appear in court on a murder charge."
MORE OLDER PEOPLE NOW HIV-POSITIVE!,Volunteers from Small Project Foundation in Nelson Mandela Bay have been telling residents how important it is to know their HIV status.,Chris Qwazi,2017-03-27T09:02:02.000Z,"Volunteers from Small Project Foundation in Nelson Mandela Bay have been telling residents how important it is to know their HIV status.They test people for the virus in a mobile clinic.On Friday they set up their tent in front of Tshangana Clinic in New Brighton kasi, Port Elizabeth.Many people, young and old, came to be tested for HIV, high blood pressure and diabetes.Foundation volunteer Phumla Mntuyedwa said: “More older people are now testing HIV-positive.“We believe it’s because there are many sugar dads and mamas in our communities. We need to focus more on senior citizens.“We counsel and prepare victims for a new life with the virus. We tell them it is best to start ARV treatment soon. We encourage those who test negative to look after themselves and not to have risky sex.”She said they are 10 volunteers.“We use door-to-door campaigns to encourage residents to be tested even if some of them insult us.”New Brighton resident Nothemba Maqanda (41) said: “They are doing a great job. I always go for tests when I see them.”","['virus', 'hivpositive', 'volunteerswe', 'brighton', 'residents', 'hiv', 'encourage', 'tested', 'young', 'volunteers', 'older', 'test']","Volunteers from Small Project Foundation in Nelson Mandela Bay have been telling residents how important it is to know their HIV status.They test people for the virus in a mobile clinic.On Friday they set up their tent in front of Tshangana Clinic in New Brighton kasi, Port Elizabeth.Many people, young and old, came to be tested for HIV, high blood pressure and diabetes.Foundation volunteer Phumla Mntuyedwa said: “More older people are now testing HIV-positive.“We believe it’s because there are many sugar dads and mamas in our communities.
We need to focus more on senior citizens.“We counsel and prepare victims for a new life with the virus.
We tell them it is best to start ARV treatment soon.
We encourage those who test negative to look after themselves and not to have risky sex.”She said they are 10 volunteers.“We use door-to-door campaigns to encourage residents to be tested even if some of them insult us.”New Brighton resident Nothemba Maqanda (41) said: “They are doing a great job.
I always go for tests when I see them.”"
HE STOPPED TO FLIRT WITH HIV!,WHEN he was younger he wanted to make a name for himself by being a womaniser.,Godfrey Pandeka,2016-06-21T06:00:05.000Z,"WHEN he was younger he wanted to make a name for himself by being a womaniser.But 39-year-old Kelebogile Kabanyane from Jane Furse in Limpopo is today HIV-positive and the women have disappeared.He tested positive for the virus 16 years ago – on Father’s Day!The single father of three has since accepted his status and managed to change his ways. His words of advice to all the fathers in the country are to play safe, condomise every time and be faithful to their partners.Kelebogile, who came to Tembisa in Gauteng at the age of 10, said he made bad choices in life when he start sleeping around. “I could sleep with a new girlfriend for the whole week, dump her and get another one for the weekend,” he said.“I don’t want people to judge me. I just want to tell my story and maybe it can help one or two people who think having more than one partner is an achievement. My ex-girlfriend and mother of two of my children died two years after I found out I was HIV-positive.”Kelebogile decided to get tested after he got sick and lost weight. He said today he is healthy and close to God.“I don’t smoke or drink alcohol. I look after myself and make sure I eat healthy food. My children remind me to take my medication daily and give me support.”He is involved in the Treatment Action Campaign and is an educator with the Semonya Support Group. He said God helped him to accept his condition and he is not ashamed to share it with the world.“Let us be real fathers and get tested for HIV.”","['younger', 'dont', 'women', 'hiv', 'healthy', 'tested', 'fathers', 'children', 'words', 'worldlet', 'today', 'flirt', 'stopped']","WHEN he was younger he wanted to make a name for himself by being a womaniser.
But 39-year-old Kelebogile Kabanyane from Jane Furse in Limpopo is today HIV-positive and the women have disappeared.
He tested positive for the virus 16 years ago – on Father’s Day!
He said God helped him to accept his condition and he is not ashamed to share it with the world.
“Let us be real fathers and get tested for HIV.”"
Search,,,None,"MAKER OF POTENTIAL HIV CURE SPEAKS UP!News of a ""potential HIV cure"" had many on social media in a frenzy, but the maker of the drug has moved to temper expectations, saying more trials are needed, and the process is in its infancy.","['hivpositive', 'attached', 'truth', 'dating', 'hard', 'stigma', 'disease', 'challenging']",
Search,,,None,"MAKER OF POTENTIAL HIV CURE SPEAKS UP!News of a ""potential HIV cure"" had many on social media in a frenzy, but the maker of the drug has moved to temper expectations, saying more trials are needed, and the process is in its infancy.","['hivpositive', 'attached', 'truth', 'dating', 'hard', 'stigma', 'disease', 'challenging']",
‘LISTEN TO ME: TB CAN BE BEATEN’,,Sun Reporter,2018-12-01T13:30:03.000Z,"LEJWELEPUTSWA District in Free State Province lies amidthe famed goldfields.Like the rest of the country, the region is grapplingwith unemployment, poverty and the effects of the AIDS epidemic.  A group of health workers working there are determined nomore lives are needlessly lost and that rural patients receive excellentservice.Health Systems Trust Nurse Clinician Nthabeleng Lefuembodies this approach. As ‘Sister Lefu’ enters Phahameng Clinic, patientswaiting on benches hail her as an old friend. Nozmanga Dikano (36) bounds happily across to SisterLefu, saying: “Do you see how fat I am now, Sister?” Dikano was diagnosed with HIV in 2001 and was treatedwith Bactrim to prevent opportunistic infections such as pneumocystis pneumonia(PCP). In 2007 she was also diagnosed with TB and started on ART.“In 2010 I defaulted on treatment because I was workingas a domestic in Bloemfontein and my boss wouldn’t let me go to the clinic tofetch my medicine. I’m sorry to say that I defaulted for 10 years until I had ababy in 2017. “By the time they tested me in the antenatal screening,my CD4 count was at 111 ? it is supposed to be at least 350. “I already had three children and they are all HIV-negative,so they gave me Nevirapine to prevent me transmitting the virus to my babyduring childbirth.”Dikano said that after the birth she felt extremely weakand tired, unable to walk more than a few steps and struggling to even swallowwater. “I thought it was because I had had a Caesarean section.I was admitted to the provincial hospital for three weeks for low bloodpressure, because the X-rays didn’t show TB. I told the doctor that I’d had TBbefore and recognised this feeling, but he ignored me and just changed my ARVs.“I wasn’t getting better so I discharged myself and camehere to my local clinic to tell them what happened. The next day they sentSister Nthabeleng to my house to fetch me. My face was swollen like a footballand I was very dehydrated. My feet were icy cold and I couldn’t sleep at all. Ithought, ‘This is it. I am dying’.  “She examined me and said she thought it was TB, even ifit hadn’t shown up on the X-rays.”Dikano was placed on TB treatment and rapidly improved.“Within a week I was feeling much better. I have just one more month oftreatment, and my baby is on INH to prevent him contracting TB.”Dikano’s four children, ranging in age from infancy to 18years old, were so thrilled to see their mother improve that they soon joinedin ensuring that she stuck to her treatment. Dikano says that stigma around TB is in some ways worsethan the stigma of HIV. “I have been open about my HIV status for 20 years andbecause I always looked fine, no one was worried. But when I got really sickwith TB, even my own siblings wouldn’t allow me to stay with them because theywere afraid I would infect their children. They know it is highly contagiousand I think I looked so bad that it frightened them.”Now feeling as if she has a new lease on life, Dikano isa passionate advocate for education on TB and HIV: “I speak to everyone whowill listen about TB and HIV. I want to climb to the top of the mountain andtell the world that TB can be beaten.”To learn more about TB testing and treatment go tohttp://betteroffknowing.org.za/get-tested/tb/","['thought', 'tb', 'prevent', 'hiv', 'listen', 'feeling', 'sister', 'beaten', 'children', 'clinic', 'treatment', 'lefu']","As ‘Sister Lefu’ enters Phahameng Clinic, patients waiting on benches hail her as an old friend.
I was admitted to the provincial hospital for three weeks for low blood pressure, because the X-rays didn’t show TB.
“She examined me and said she thought it was TB, even if it hadn’t shown up on the X-rays.”Dikano was placed on TB treatment and rapidly improved.
They know it is highly contagious and I think I looked so bad that it frightened them.”Now feeling as if she has a new lease on life, Dikano is a passionate advocate for education on TB and HIV: “I speak to everyone who will listen about TB and HIV.
I want to climb to the top of the mountain and tell the world that TB can be beaten.”To learn more about TB testing and treatment go to http://betteroffknowing.org.za/get-tested/tb/"
Life with HIV can still be fulfilling!,PEACEFUL Kgomo’s life hit rock bottom when she tested HIV-positive last May.,Kgomotso Medupe,2016-11-03T11:02:57.000Z,"PEACEFUL Kgomo’s life hit rock bottom when she tested HIV-positive last May.The 21-year-old from Siyabuswa in Mpumalanga said when she and her friends decided to get tested, she got the shock of her life.“The nurse told me that I was HIV-positive.” Peaceful said she felt as if her life was over.“I lost all hope in life. I still don’t know how or when I got infected,” she added.Peaceful said after days of tears and sleepless nights, with the help of her family she managed to pull herself together.“I had an option: to give up on life or to take this as a challenge. My sister and her friends played a big role in helping me get back on my feet.” After the shock, Peaceful decided to reach out to other young people who are going through the same pain. “My journey made me realise that most young people in my area are ignorant when it comes to HIV/Aids and knowing their status.” Today, Peaceful holds HIV/Aids awareness campaigns in her area.“I tell my story in the hope of saving those who are HIV-negative. “I want people to be more informed about the virus and to know that being HIV-positive is not a death sentence.”","['life', 'hivpositive', 'hope', 'hiv', 'tested', 'fulfilling', 'shock', 'hivaids', 'young', 'friends', 'know', 'peaceful']","PEACEFUL Kgomo’s life hit rock bottom when she tested HIV-positive last May.
The 21-year-old from Siyabuswa in Mpumalanga said when she and her friends decided to get tested, she got the shock of her life.
“The nurse told me that I was HIV-positive.”Peaceful said she felt as if her life was over.
“I lost all hope in life.
“I had an option: to give up on life or to take this as a challenge."
"Fired because I’m HIV positive, says domestic worker",“MY ARV medication cost me my job. ”   These were the words of a domestic worker (55) from Evaton in the Vaal who claims she was fired by her boss when she saw her medication.,Christopher Moagi,2015-03-30T01:00:00.000Z,"“MY ARV medication cost me my job.”  These were the words of a domestic worker (55) from Evaton in the Vaal who claims she was fired by her boss when she saw her medication. She told Daily Sun she worked for a family in Lombardy East, Joburg cleaning a 14-roomed house. “Last month she accused me of stealing her underwear. A few hours later, she came with my medication and threw it in my face,” she said.  “When my boss asked me why I didn’t tell her I was HIV- positive, I said I was scared she would fire me. She then said that’s exactly what she was going to do.”  She claimed she was kicked out without even getting taxi fare. She also alleged that she was emotionally and physically abused by her boss. “She is only 25 but she slaps me like I’m a kid,” she said. The SunTeam contacted the boss, who denied the accusations. “I didn’t even know she had HIV. I only knew she had high blood pressure,” she said.  When asked why the domestic would make the allegations, she said: “I don’t think she’s right upstairs. She left, saying her mum had a stroke.” Andrew Minty of the Aids Foundation of South Africa said if the allegations were true, the domestic worker should go to a legal aid office and the CCMA.","['saidwhen', 'boss', 'hiv', 'positive', 'worker', 'domestic', 'medication', 'didnt', 'asked', 'allegations', 'worked', 'im', 'fired']","“MY ARV medication cost me my job.”These were the words of a domestic worker (55) from Evaton in the Vaal who claims she was fired by her boss when she saw her medication.
She told Daily Sun she worked for a family in Lombardy East, Joburg cleaning a 14-roomed house.
“When my boss asked me why I didn’t tell her I was HIV- positive, I said I was scared she would fire me.
When asked why the domestic would make the allegations, she said: “I don’t think she’s right upstairs.
She left, saying her mum had a stroke.”Andrew Minty of the Aids Foundation of South Africa said if the allegations were true, the domestic worker should go to a legal aid office and the CCMA."
CHARLIZE THERON FIGHTS SPREAD OF HIV,South African born actress Charlize Theron has teamed up with Kweku Mandela to launch a new project in partnership with GenEndIt called #100conversations.,News24,2018-02-13T07:30:01.000Z,"South African born actress Charlize Theron has teamed up with Kweku Mandela to launch a new project in partnership with GenEndIt called #100conversations.In a video on Instagram, the actress announced her pride in the launch of the programme created to honour the legacy of Kweku’s grandfather, Nelson Mandela.Joined in the video by Kweku, Charlize praises tata for believing in the youth. GenEndIt is a movement which aims to encourage the youth to stand up against HIV/Aids and prevent it from spreading. – NEWS24","['kweku', 'youthgenendit', 'theron', 'actress', 'tata', 'hiv', 'teamed', 'fights', 'youth', 'video', 'spread', 'launch', 'charlize']","South African born actress Charlize Theron has teamed up with Kweku Mandela to launch a new project in partnership with GenEndIt called #100conversations.
In a video on Instagram, the actress announced her pride in the launch of the programme created to honour the legacy of Kweku’s grandfather, Nelson Mandela.
Joined in the video by Kweku, Charlize praises tata for believing in the youth.
GenEndIt is a movement which aims to encourage the youth to stand up against HIV/Aids and prevent it from spreading."
STILL A LONG WAY TO GO TO FIGHT HIV/AIDS,ACTIVISTS believe there is still a lot to be done to improve the quality of healthcare for those living with HIV/Aids.,Misheck Makora,2017-11-23T06:00:52.000Z,"ACTIVISTS believe there is still a lot to be done to improve the quality of healthcare for those living with HIV/Aids.On Monday members of the Treatment Action Campaign, the Sex Workers Education and Advocacy Taskforce and Grandmothers Against Poverty and Aids gathered at Michael Mapongwana Community Health Centre in Khayelitsha, Cape Town.They were addressed by Health Minister Aaron Motsoaledi. Local residents also attended the event, which was aimed at shining a spotlight on communities most affected by HIV and the lack of access to proper care.TAC activist Neliswa Nkwali said: “When you go to a private health facility, you can immediately tell the difference and see how far the government has fallen behind.”Nonceba Galuva, another resident, said: “My sister, who lives in a rural area, once went to fetch ARVs and was turned away because they had run out. We want government to ensure that they are available all the time.”Motsoaledi said the country has the highest number of HIV/Aids infections in the world, with 7,1 million people in the country living with the condition. However, he said, the country has the biggest treatment programme in the whole world too, with 4,2 million people currently on ARV treatment.","['long', 'workers', 'fight', 'world', 'million', 'townthey', 'way', 'country', 'living', 'went', 'hivaids', 'turned', 'treatment', 'health']","ACTIVISTS believe there is still a lot to be done to improve the quality of healthcare for those living with HIV/Aids.
On Monday members of the Treatment Action Campaign, the Sex Workers Education and Advocacy Taskforce and Grandmothers Against Poverty and Aids gathered at Michael Mapongwana Community Health Centre in Khayelitsha, Cape Town.
Local residents also attended the event, which was aimed at shining a spotlight on communities most affected by HIV and the lack of access to proper care.
We want government to ensure that they are available all the time.”Motsoaledi said the country has the highest number of HIV/Aids infections in the world, with 7,1 million people in the country living with the condition.
However, he said, the country has the biggest treatment programme in the whole world too, with 4,2 million people currently on ARV treatment."
Remembering Nkosi Johnson,"Aids activist and young hero, Nkosi Johnson, was a South African child with HIV/AIDS, who made a powerful impact on public perceptions of the pandemic and its effects before his death at the age of 12.",,2017-12-01T13:15:08.000Z,"Aids activist and young hero, Nkosi Johnson, was a South African child with HIV/AIDS, who made a powerful impact on public perceptions of the pandemic and its effects before his death at the age of 12 in 2001.Nkosi was HIV-positive from birth, and was legally adopted by Gail Johnson.Together with his foster mother, Nkosi founded a refuge for HIV positive mothers and their children, Nkosi's Haven, in Johannesburg. The foundation received a prize of US $100,000 from the KidsRights Foundation.In November 2005, Gail represented Nkosi when he posthumously received the International Children's Peace Prize from the hands of Mikhail Gorbachev.Daily Sun takes the time to remember Nkosi on World AIDS Day. He educated many about the disease. And he'll always have a place in our hearts.","['aids', 'prize', 'remembering', 'received', 'world', 'south', 'nkosi', 'johnson', 'gail', 'young', 'represented', 'takes']","Aids activist and young hero, Nkosi Johnson, was a South African child with HIV/AIDS, who made a powerful impact on public perceptions of the pandemic and its effects before his death at the age of 12 in 2001.
Nkosi was HIV-positive from birth, and was legally adopted by Gail Johnson.
Together with his foster mother, Nkosi founded a refuge for HIV positive mothers and their children, Nkosi's Haven, in Johannesburg.
In November 2005, Gail represented Nkosi when he posthumously received the International Children's Peace Prize from the hands of Mikhail Gorbachev.
Daily Sun takes the time to remember Nkosi on World AIDS Day."
THIS HIV GOSSIP IS RUINING MY LIFE!,"MULALO’S life has been turned upside down .  .  .  “I can’t keep a man because of an evil rumour that I have Aids.  “As soon as they hear the rumour, they run fast,” said Mulalo Mulaudzi (24) of Tshisaulu Village outside Thohoyandou, Limpopo.",Armando Chikhudo,2015-02-13T09:33:00.000Z,"MULALO’S life has been turned upside down . . . “I can’t keep a man because of an evil rumour that I have Aids.“As soon as they hear the rumour, they run fast,” said Mulalo Mulaudzi (24) of Tshisaulu Village outside Thohoyandou, Limpopo.She said she had a fight with a former friend, Felicia Sambo, who allegedly told people she was HIV- positive and on ARVs.“She was bitter and started telling the community and my family that I was a loose woman who slept around and was HIV- positive. Now my family has disowned me, thanks to her,” said Mulalo.She said it was in 2013 when she had trouble with this person who had been a friend for many years.She said that wherever she went, people pointed fingers at her. They told her to her face that she was HIV-positive.“This has made life very difficult for me.“Even moving around the village has become a problem for me.“I even thought about committing suicide,” she said.She said she went for tests and she is definitely HIV negative.“How am I going to convince people that the rumours are all lies? I would love to put this matter to rest once and for all,” said Mulalo.She has a new certificate from the local clinic clearing her of the deadly virus.Felicia said she knew nothing about the rumour.“When I heard about it, I spoke to Mulalo who said she heard from another woman that I had spread the rumour. I went to that woman, who then said she knew nothing about it,” said Felicia.“I have no grudge against Mulalo. I want to remain her friend,” she said. Men’s Forum chairman, Bardwell Mufunwaini said he was shocked to hear that people still stigmatise those living with Aids.Mulalo Mulaudzi holding an HIV negative certificate from the local clinic. Photo by Armando ChikhudoMulalo Mulaudzi with the certificate that proves her negative status. &ensp;","['gossip', 'friend', 'life', 'told', 'hiv', 'ruining', 'went', 'mulalo', 'positive', 'mulaloshe', 'rumour', 'village', 'woman']","“As soon as they hear the rumour, they run fast,” said Mulalo Mulaudzi (24) of Tshisaulu Village outside Thohoyandou, Limpopo.
She said she had a fight with a former friend, Felicia Sambo, who allegedly told people she was HIV- positive and on ARVs.
“She was bitter and started telling the community and my family that I was a loose woman who slept around and was HIV- positive.
She said she went for tests and she is definitely HIV negative.
“When I heard about it, I spoke to Mulalo who said she heard from another woman that I had spread the rumour."
AIDS CRISIS IN SIERRA LEONE!,THE people of Sierra Leone are just getting over the deadly mudslides that killed more than 500 people.,,2017-08-26T08:03:19.000Z,"FREETOWN, SIERRA LEONE THE people of Sierra Leone are just getting over the deadly mudslides that killed more than 500 people. The period of national mourning following the tragic flooding and mudslides in the capital Freetown and surrounding areas is officially over.At least 500 people have been killed, with the number expected to rise. A mass burial for 300 people has been held.About 200 people living with HIV and their families were affected – 54 of them were among the dead.United Nations Aids authorities are worried that people living with HIV and people at higher risk of HIV infection often become more vulnerable in times of emergency.That’s because of a lack of prioritisation of their needs, lack of prevention services and disruption of treatment.In addition, people living with HIV, especially with weakened immune systems, are at higher risk of contracting malaria and water-borne diseases.In the immediate aftermath of the disaster, the UN’s priority has been to ensure the continuation and scale-up of anti-retroviral therapy services.It must also generate strategic information for fund-raising and facilitate access for people living with HIV to food and non-food resources.The UN’s Michel Sidibe said the crisis had put into sharp focus the fragility of Sierra Leone’s post-Ebola social safety nets.“It’s critical that the resources required for the response to HIV be included in the emergency fund-raising appeals and that the country’s HIV catch-up plan be financed and implemented effectively,” said Sidibe.About 2 500 people die from Aids annually in the country.– CAJ NEWS","['killed', 'aids', 'leone', 'uns', 'mudslides', 'risk', 'sierra', 'hiv', 'living', 'crisis', '500', 'lack', 'higher']","FREETOWN, SIERRA LEONETHE people of Sierra Leone are just getting over the deadly mudslides that killed more than 500 people.
About 200 people living with HIV and their families were affected – 54 of them were among the dead.
United Nations Aids authorities are worried that people living with HIV and people at higher risk of HIV infection often become more vulnerable in times of emergency.
In addition, people living with HIV,especially with weakened immune systems, are at higher risk of contracting malaria and water-borne diseases.
The UN’s Michel Sidibe said the crisis had put into sharp focus the fragility of Sierra Leone’s post-Ebola social safety nets."
SIGNS OF IRON DEFICIENCY,STAYING healthy doesn’t require a lot of effort.,Malereko Tae,2018-11-28T12:15:03.000Z,"STAYING healthy doesn’t require a lot of effort.We need to eat the right food, avoid junk, exercise and do regular check-ups.While news is focused on scary diseases such as HIV/Aids, diabetes and cancer, there are many other problems we can avoid with a little care.They can turn deadly if ignored. Iron deficiency awareness Today is World Iron Deficiency Awareness Day, which is why Prof Vernon Louw, chairman and head of the division of clinical haematology in the Department of Medicine at the University of Cape Town, warned women to be aware of this illness.Iron deficiency affects one in two South African women.Lack of iron leads to fewer red blood cells being produced. These cells need iron to make haemoglobin, a special protein that grabs and holds onto oxygen molecules. Without iron, the body can’t make haemoglobin and red blood cells can’t transport oxygen all over the body.Louw said: “If your body doesn’t have enough haemoglobin, it has anaemia. This means your tissues and muscles won’t get enough oxygen to be able to work effectively – it’s a deadly problem.”Because iron deficiency leads to anaemia, people – women especially – need to make sure they eat iron-rich food.Common causes of iron deficiency include a lack of iron in your diet, inflammatory bowel disease, increased iron requirements during pregnancy, heavy periods or internal bleeding.Signs and symptoms of iron deficiency change in number, severity and type, depending on the anaemia levels, age and current state of health of the sufferer. In some cases, sufferers experience no symptoms.Symptoms of anaemiaGeneral fatigue or exhaustionWeaknessPale skinShortness of breath or pantingDizziness or fainting sensationsPika or the strange craving for items that are not food such as dirt, ice, or clay. Pika is common in pregnancyFormication or a tingling or crawling feeling on or in the legsA swelling or soreness of the tongue.","['need', 'anaemia', 'cells', 'leads', 'oxygen', 'deficiency', 'haemoglobin', 'signs', 'iron', 'women', 'red']","Iron deficiency awarenessToday is World Iron Deficiency Awareness Day, which is why Prof Vernon Louw, chairman and head of the division of clinical haematology in the Department of Medicine at the University of Cape Town, warned women to be aware of this illness.
Iron deficiency affects one in two South African women.
These cells need iron to make haemoglobin, a special protein that grabs and holds onto oxygen molecules.
Common causes of iron deficiency include a lack of iron in your diet, inflammatory bowel disease, increased iron requirements during pregnancy, heavy periods or internal bleeding.
Signs and symptoms of iron deficiency change in number, severity and type, depending on the anaemia levels, age and current state of health of the sufferer."
HIV confession ends in death!,"WHEN Maria Sephokola confessed to her boyfriend that she had been cheating and was HIV-positive, she had no idea it would mean the end of her life.",,2015-11-18 00:00:00,,"['confession', 'death', 'hiv', 'ends']",
SA ROADS KILL MORE THAN AIDS!,ROAD fatalities in South Africa pose a greater threat to life than HIV/Aids.,Thokozani Magagula,2017-03-14T13:32:00.000Z,"ROAD fatalities in South Africa pose a greater threat to life than HIV/Aids.So said Mpumalanga Community Safety, Security and Liaison MEC Pat Ngomane. He was speaking at a meeting with the interprovincial technical task team on Thursday. The task team is in the process of finding solutions to and ways of preventing interprovincial crime and safety-related matters.Ngomane said car accidents are robbing the country of skilled young people, and some of the victims are bread-winners.“The reality is that car accidents cause more deaths in SA than HIV/Aids,” he said.“If we do not do something dramatic and urgent, we are going to lose our country’s skills base. People who die on our roads are young, skilled and breadwinners. These are people who are critically needed for the development of our country.”Ngomane urged all provinces to look into the matter seriously and said that traffic authorities should work towards 24-hour law- enforcement shifts.Ngomane also called on communities to play an active role in fighting the scourge of road accidents.“We need to work together and share best practices to urgently save lives,” added Ngomane.","['aids', 'roads', 'work', 'team', 'skilled', 'kill', 'young', 'task', 'interprovincial', 'road', 'accidents', 'ngomane', 'car']","He was speaking at a meeting with the interprovincial technical task team on Thursday.
The task team is in the process of finding solutions to and ways of preventing interprovincial crime and safety-related matters.
Ngomane said car accidents are robbing the country of skilled young people, and some of the victims are bread-winners.
“The reality is that car accidents cause more deaths in SA than HIV/Aids,” he said.
People who die on our roads are young, skilled and breadwinners."
FALSE PROPHETS LIES HURT US!,"AS HIV keeps spreading, many people have been led to believe it can be cured.  This has angered sangomas in Kasibhejane near Komatipoort, Mpumalanga.",Bongani Mthimuny and Elizabeth Langa,2015-03-17T12:36:00.000Z,"These local sangomas know they cannot heal HIV/Aids as no cure exists. Photo by Elizabeth Langa  AS HIV keeps spreading, many people have been led to believe it can be cured.  This has angered sangomas in Kasibhejane near Komatipoort, Mpumalanga. They recently organised an HIV workshop with the Nkomazi Aids Council. Sangomas blamed the myths about the virus on pamphlets claiming the disease can be cured with traditional medicine.  Sangoma Mahlalesangweni Nomane (34) said: “We have never told people we can treat Aids but these foreign sangomas claim they can.  “People rush to them for help. Now we’re being accused of misleading them.” Sangoma Dumezulu Manyisa (55) told the People’s Paper foreign pastors said they had holy water which could cure the disease. “Our work is being sabotaged by people who go around spreading lies.  “We are working closely with the government to stop the spread of the disease,” he said.  “The world is still waiting for scientists to come up with a cure and in the meantime we have to use condoms and take precautions.”  Aids council manager Ntombizomoya Hutchinson said myths around the disease led people to seek help from dishonest sangomas. “We concentrated on the poor and illiterate, thinking better educated people will not be fooled by these pamphlets, but we were wrong.  “Our focus is now to educate professionals as they also fall victim to ignorant views.”  But Ghana’s Dr Akim Moosa insisted he could cure the disease, saying: “I can cure Aids in a month with herbs.”","['aids', 'myths', 'prophets', 'told', 'cure', 'hiv', 'spreading', 'led', 'disease', 'hurt', 'pamphlets', 'false', 'lies', 'sangomas']","AS HIV keeps spreading, many people have been led to believe it can be cured.
Sangomas blamed the myths about the virus on pamphlets claiming the disease can be cured with traditional medicine.
Sangoma Mahlalesangweni Nomane (34) said: “We have never told people we can treat Aids butthese foreign sangomas claim they can.
“Our work is being sabotaged by people who go around spreading lies.
“Our focus is now to educate professionals as they also fall victim to ignorant views.”But G hana’s Dr Akim Moosa insisted he could cure the disease, saying:“I can cure Aids in a month with herbs.”"
