Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
HomePage – Blog Layout – Page 351 – Afghanistan Times,,admin,"January 2, 2018",AT-KABUL: Senators called an operation carried out by Iran’s paramilitary Islamic Revolutionary Guard Corps in the bordering province of Nimroz a “big shame” as the international coalition has military presence in Afghanistan. “The operation that was launched by the Islamic Revolutionary Guard Corps in Nimroz is a big shame in …Read More »,"['blog', 'afghanistan', 'killed', 'uzbekistan', 'layout', 'strike', 'daesh', 'province', 'northern', 'loyal', 'militants', 'times', 'page', 'official', '351', 'officials']","AT-KABUL: Three French and four Uzbekistan fighters loyal to the Daesh extremist group have been killed in an airstrike carried out in the Darzab district of northern Faryab province, official said on Tuesday.
According to the officials, the strike was conducted on Monday evening when Daesh militants were gathered in …"
HomePage – TimeLine Layout – Page 742 – Afghanistan Times,,,"April 29, 2019","February 15 is marked as a great day in Afghanistan every year, because the then Soviet troops withdrew the country on this day. The Soviet Union sent ground forces to Afghanistan in late December, 1979. When the pro-Soviet government took power by killing the first president Mohammad Daud in the …Read More »","['742', 'russia', 'afghanistan', 'process', 'timeline', 'set', 'russian', 'ready', 'layout', 'moscow', 'times', 'page', 'does', 'representative', 'stability', 'peace']","Moscow does not want to join the US initiatives aimed at establishing stability and peace in Afghanistan.
However, Russia is ready to set up a negotiation process independently.
On Monday a representative of the Russian Ministry of Foreign Affairs said that Moscow does not want to participate in the Afghan …"
Blog – Page 28 – Afghanistan Times,,,"March 30, 2019","AT News Report KABUL: The Afghanistan Telecommunications Regulatory Authority (ATRA), a government agency supervising telecommunication services, has ordered the private telecommunication companies to correct their activities and provide high-quality call and internet services to the people, otherwise, it says would penalize them. Officials at the authority said that in a …Read More »","['blog', 'democratic', 'afghanistan', 'repeatedly', 'states', '28', 'say', 'worlds', 'zia', 'proved', 'right', 'successful', 'times', 'page', 'struggle']","By Zia Nezam The world’s most successful developed countries have democratic governments.
Democratic states have proved repeatedly to be better at meeting the needs of their populations and at avoiding becoming failed states.
History is filled with examples of people who struggle for the right to say in how their …"
AFGHANISTAN TIMES,,,None,"Insecurity mars uplift projects in Uruzgan TRINKOT: Insecurity especially armed attacks were main factors that have badly hit the activities of the Public Works Directorate (PWD) in Uruzgan province, said the Public Work Director. .... READ MORE

Afs12b needed to increase special persons wages KABUL: Around Afs12 billion is needed to increase monthly wages of special persons throughout the country, said the Ministry of Labor and Social Affairs (MoLSA), here on Monday. .... READ MORE

Afghanistan again in the limelight The news that ‘Afghanistan is on top of NATO agenda’ hogs headlines in national and as well as international media. Financial assistance for Afghan security forces after 2014 is going to be t.... READ MORE

13 including 8 Taliban killed in Jalalabad airport attack JALALABAD: Afghan security forces gunned down eight militants before they approached their intended target in the eastern Nangarhar province, a ministry official said on Sunday. .... READ MORE

HIV grips Afghanistan after polio as 1367 cases reported KABUL: HIV is posing great threat to Afghanistan in health sector after polio as 1,367 cases has been registered by Public Health Ministry so far, but still the deadly disease to be addressed eff.... READ MORE

Afghan-Pak strategic pact: Foreign Ministry receives draft By Farhad Naibkhel KABUL: Pakistani authorities submitted draft of the proposed Afghan-Pak strategic pact to Afghan Foreign Minister Zalmai Rasoul who is on official visit to Pakistan. .... READ MORE","['afghanistan', 'uruzgan', 'strategic', 'kabul', 'times', 'read', 'special', 'wages', 'afghan', 'ministry', 'public']","Insecurity mars uplift projects in Uruzgan TRINKOT: Insecurity especially armed attacks were main factors that have badly hit the activities of the Public Works Directorate (PWD) in Uruzgan province, said the Public Work Director.
.... READ MOREAfs12b needed to increase special persons wages KABUL: Around Afs12 billion is needed to increase monthly wages of special persons throughout the country, said the Ministry of Labor and Social Affairs (MoLSA), here on Monday.
.... READ MOREAfghanistan again in the limelight The news that ‘Afghanistan is on top of NATO agenda’ hogs headlines in national and as well as international media.
.... READ MOREHIV grips Afghanistan after polio as 1367 cases reported KABUL: HIV is posing great threat to Afghanistan in health sector after polio as 1,367 cases has been registered by Public Health Ministry so far, but still the deadly disease to be addressed eff.... READ MOREAfghan-Pak strategic pact: Foreign Ministry receives draft By Farhad Naibkhel KABUL: Pakistani authorities submitted draft of the proposed Afghan-Pak strategic pact to Afghan Foreign Minister Zalmai Rasoul who is on official visit to Pakistan.
.... READ MORE"
AFGHANISTAN TIMES,,,None,"Afghan senators term role of Pakistan as vital KABUL: Some Meshrano Jirga (upper house of parliament) senators on Sunday said Pakistan’s role was crucial for the peace process in Afghanistan, while others lawmakers rejected the comments. .... READ MORE

The security transition conundrum It is an established fact that the US has had poured billions of dollars into this war-wracked country in the name of reconstruction and development, and indeed the change has been quite visible .... READ MORE

Islamabad to release more Taliban prisoners KABUL: Pakistan has assured to release more Taliban prisoners held in its jails following the request made by Afghanistan authorities on Friday. .... READ MORE

26 Afghan pilgrims die in Saudi Arabia KABUL: Twenty-six Afghan pilgrims died, while 200 others failed to return to their homeland during the recent Hajj season in Saudi Arabia, officials said on Saturday. .... READ MORE

Deputy speaker of LH apologises for assault on policeman KABUL: The first deputy speaker of Wolesi Jirga Abdul Zahir Qadir apologised after his guards assaulted a policeman during a bomb blast last month. .... READ MORE

3 months winter vacations for students KABUL: Classes were suspended for 10 days to control the hostile situation that erupted on Yaum-i-Ashura. .... READ MORE","['taliban', 'saudi', 'afghanistan', 'release', 'speaker', 'prisoners', 'senators', 'kabul', 'times', 'role', 'read', 'afghan']","Afghan senators term role of Pakistan as vital KABUL: Some Meshrano Jirga (upper house of parliament) senators on Sunday said Pakistan’s role was crucial for the peace process in Afghanistan, while others lawmakers rejected the comments.
.... READ MORE26 Afghan pilgrims die in Saudi Arabia KABUL: Twenty-six Afghan pilgrims died, while 200 others failed to return to their homeland during the recent Hajj season in Saudi Arabia, officials said on Saturday.
.... READ MOREDeputy speaker of LH apologises for assault on policeman KABUL: The first deputy speaker of Wolesi Jirga Abdul Zahir Qadir apologised after his guards assaulted a policeman during a bomb blast last month.
.... READ MORE3 months winter vacations for students KABUL: Classes were suspended for 10 days to control the hostile situation that erupted on Yaum-i-Ashura.
.... READ MORE"
,,,,,,
HomePage – Blog Layout – Page 18 – Afghanistan Times,,admin,"April 8, 2019","AT News Report LASHKAR GAH: The following is a transcript of the statement delivered by the Secretary-General’s Special Representative for Afghanistan, Tadamichi Yamamoto on the Role of Women in Peace and Security in Afghanistan. Dr. Sima Samar, Chairperson of the Afghan Independent Human Rights Commission; H.E. Yasin Khan, Governor of Helmand …Read More »","['blog', 'afghanistan', 'wahidi', 'misuse', 'layout', 'razaq', 'sent', 'technology', '18', 'times', 'page', 'related', 'report', 'serving', 'nominated', 'minister']","AT News Report KABUL: Former Minister of Communications and Information Technology Abdul Razaq Wahidi has been sent behind bars for three years on corruption charges and misuse of authority related to his duty when he was serving as deputy minister of finance back in 2015.
He was nominated as minister …"
Drug addict attacks health minister,KABUL: The Afghan Public Health Minister Ferozuddin Feroz has narrowly escaped a possible HIV infect,admin,"January 9, 2016","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Afghan, Chinese envoys confer on   latest progress on trilateral meetingApril 29, 2019KABUL: The Afghan Public Health Minister Ferozuddin Feroz has narrowly escaped a possible HIV infection after he was attacked with a syringe by a drug addict, the officials said Sunday.There are growing fears of rapid HIV infection spread among the drug addicts in the country as syringes are mostly used by the addicts to inject the drugs into their bodies.However, the Ministry of Public Health (MoPH) officials have said the minister has undergone tests which have proven that he was not infected in the attack.The officials further added that the minister was on a site visit when he under attack by a drug addict who inserted the syringe in the shoulder of the minister.According to the officials, the attack on Mr. Feroz was pre-planned by those who are opposing to shift the drug addicts from the city to a rehabilitation center.This comes as major campaign was launched by the government late in the month of December last year to collect and shift drug addicts from Kabul city and shift them to a former NATO base.The Ministry of Counter-Narcotics of Afghanistan in collaboration with the Ministry of Public Health and Ministry of Economy allocated parts of Camp Phoenix for the treatment of drug addicts.—(Khaama Press)","['addicts', 'afghanistan', 'addict', 'ministry', 'syringe', 'public', 'attacks', 'kabul', 'drug', 'times', 'shift', 'health', 'officials', 'minister']","KABUL: The Afghan Public Health Minister Ferozuddin Feroz has narrowly escaped a possible HIV infection after he was attacked with a syringe by a drug addict, the officials said Sunday.
There are growing fears of rapid HIV infection spread among the drug addicts in the country as syringes are mostly used by the addicts to inject the drugs into their bodies.
However, the Ministry of Public Health (MoPH) officials have said the minister has undergone tests which have proven that he was not infected in the attack.
The officials further added that the minister was on a site visit when he under attack by a drug addict who inserted the syringe in the shoulder of the minister.
The Ministry of Counter-Narcotics of Afghanistan in collaboration with the Ministry of Public Health and Ministry of Economy allocated parts of Camp Phoenix for the treatment of drug addicts.—(Khaama Press)"
Three robbers arrested in Kabul,AT News Report KABUL: Kabul police say they have detained a group of three robbers in a fresh crackd,Guest,"March 10, 2019","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019AT News Report KABUL: Kabul police say they have detained a group of threerobbers in a fresh crackdown carried out in the capital city.The ministry of interior said police detained a group ofthree robbers involved in vehicle stealing.The ministry identified arrested robbers as Nasir Ahmad,Jawid and Sayed Hashi, who had stolen a corolla vehicle from Shahr-e-Naw ofKabul city.The robbers rented the car and latter injured the driver ofthe vehicle in 11th street of Taimani and took his car, the ministry said in astatement.After the incident, the police started operation, where theyarrested other robbers in 8th street of Taimani on Saturday afternoon with thestolen vehicle, the statement mentioned.The arrested robbers are under custody and inquiry is goingon over the case.Police returned the stolen vehicle to its owner.","['stolen', 'afghanistan', 'vehicle', 'street', 'taimani', 'arrested', 'detained', 'kabul', 'times', 'group', 'ministry', 'robbers']","AT News ReportKABUL: Kabul police say they have detained a group of three robbers in a fresh crackdown carried out in the capital city.
The ministry identified arrested robbers as Nasir Ahmad, Jawid and Sayed Hashi, who had stolen a corolla vehicle from Shahr-e-Naw of Kabul city.
After the incident, the police started operation, where they arrested other robbers in 8th street of Taimani on Saturday afternoon with the stolen vehicle, the statement mentioned.
The arrested robbers are under custody and inquiry is going on over the case.
Police returned the stolen vehicle to its owner."
"Deportees from Turkey in economic, mental anguish",Some migrants who have been deported from Turkey to Kabul are facing critical economic setbacks and,admin,"October 31, 2018","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019Some migrants who have been deported from Turkey to Kabul are facing critical economic setbacks and suffering mental conditions with no government assistance in sight.These people say they illegally migrated to Turkey due to security situation and joblessness in Afghanistan, but spent months there tolerating dozens of problems and finally Turkish government sent them back home.“I borrowed 1,500 dollars from two of my friends and went to Turkey. Now, I am deported back to Kabul and am jobless with the friends asking every day for their money,” said Hasibullah, a deported migrant, who added that government did nothing for him.Another deported migrant is Wahidullah who says he went to Turkey illegally via Iran, tolerating starvation and thirst for eight days. He also owes his friends as they lent him money when he was traveling.Most of Afghans go to Turkey with the hope of reaching Western Europe like Germany, France and the Netherlands. But they cannot get the chance of staying there and as the ministry of refugees and repatriates says, “Afghans face tens of problems in Turkey”.75,322 Afghans have been deported from Iran, Pakistan, Turkey and the European Union countries since the beginning of the ongoing year, according to the ministry of refugees and repatriates, adding that only Turkey has expelled 25,000 Afghan migrants that is a big number compared to the figures of the past years.Meanwhile, the voluntarily return program confirms that more Afghan migrants have been deported from Turkey this year. Massoud Ahmadi, the in charge of the program said that they provide some facilities to the deported migrants such as a two-week accommodation in Kabul and travel expense so that they could go to their areas.IslamuddinJorat, spokesman of the ministry of refugees and repatriates said the ministry reached an agreement with Turkish government based on which Turkey would treat with the government of Afghanistan.He added that 120,000 Afghans are living in Turkey.","['afghanistan', 'chinese', 'turkey', 'idress', 'check', 'minister', 'deportees', 'mental', 'kabul', 'times', 'ambassador', 'report', 'economic', 'deputy', 'zaman', 'foreign', 'anguish']",Check AlsoAT News Report KABUL: Afghan Foreign Deputy Minister Idress Zaman and Chinese Ambassador to Afghanistan …
admin – Page 291 – Afghanistan Times,,,"February 13, 2018","AT-KABUL:  NATO, US and Central Asia military officials attended a two-day Centcom Summit, discussing counter terrorism and narcotics challenges in the region, security official said on Tuesday. “The summit was run by U.S. Central Command which was attended by Joseph L. Votel, commander for U.S. Central Command, NATO Resolute Support Commander John …Read More »","['afghanistan', 'pakistan', 'khalilzad', '291', 'admin', 'president', 'voice', 'monitoring', 'right', 'reason', 'pressurize', 'times', 'page', 'karzai', 'zalmay']","AT Monitoring Desk-KABUL: The former President, Hamid Karzai was right in his decision to further pressurize Pakistan and this was the core reason behind divergence with US administration, the former US envoy to Kabul, and Iraq said.
Zalmay Khalilzad in an interview with Voice of America, said, “The former President …"
HomePage – Classic Layout – Page 275 – Afghanistan Times,,admin,"April 10, 2018","AT News Report-KABUL: The World Bank has pledged a sum of 691 million dollars to the Afghan government, a grant which will be used for development of three crucial sectors of public health, telecommunications and banking, said the finance minister. “This is good news for these sectors,” EklilHakimi said Tuesday, …Read More »","['suicide', 'unfortunately', 'classic', 'afghanistan', 'war', 'scholars', 'reportkabul', 'layout', 'pakistani', 'clerics', '275', 'islamic', 'permit', 'times', 'page']","AT News Report-KABUL: The High Peace Council said Tuesday that it was important to have those Pakistani clerics who permit suicide attacks in Afghanistan in a conference of Islamic scholars expected to be held in one of the Islamic countries.
“Unfortunately, some Pakistani clerics allow war in Afghanistan and call …"
Adela Raz presents credentials to UN Secretary General,"AT News Report KABUL: The new Permanent Representative of Afghanistan to the United Nations, Adela R",Guest,"March 9, 2019","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019AT News ReportKABUL: The new Permanent Representative of Afghanistan tothe United Nations, Adela Raz, presented her credentials to the United Nations’Secretary-General Mr. Antonio Guterres on Saturday. Ambassador Raz greeted theSecretary-General and conveyed to him the appreciation of President Ghani forthe steadfast and continuous support that the United Nations has provided andcontinues to provide to Afghanistan since 2001. Moreover, Ambassador Raz noted the symbolic nature of thepresentation of her credentials as the first female Permanent Representative ofAfghanistan on International Women’s Day to which the Secretary-Generalresponded by emphasizing the strong support of the organization to genderequality.During their subsequent discussion, the Secretary-Generalhighlighted his keen attention to the developments surrounding the Afghan PeaceProcess and his hopes that a successful and inclusive process could lead to asustainable and dignified peace in the country. He further underlined how despite the situation the countryfaces; that he values the committed and vital role the country plays within theinternational agenda. Ambassador Raz appreciated the Secretary-General’s pointsand stressed that as a founding member of the United Nations, Afghanistanstrongly supports the UN Agenda, and emphasized the importance of the keyissues of gender, specifically protecting women’s rights and gains made in thelast 17 years during peace efforts, and environment, as Afghanistan is acountry severely affected by climate change as evidenced by recent droughtsaffecting the country.Prior to her appointment as Permanent Representative,Ambassador Raz developed an extensive career in the field of economicdevelopment. In 2013, she was appointed as the first female Spokesperson andDirector of Communications for President Hamid Karzai. Following the electionof President Ashraf Ghani, she was appointed to the role of Chief of Staff atthe Administrative Office of the President in November 2014 and then to therole she held prior to her appointment as Deputy Minister for EconomicCooperation at Ministry of Foreign Affairs in March 2016.Ambassador Raz is the 12th Permanent Representative ofAfghanistan to the United Nations since the organization’s foundation in 1945and she succeeded H.E. Ambassador Mahmoud Saikal in that role.","['secretarygeneral', 'adela', 'afghanistan', 'raz', 'ambassador', 'president', 'presents', 'credentials', 'nations', 'role', 'general', 'permanent', 'times', 'secretary', 'united', 'representative']","AT News ReportKABUL: The new Permanent Representative of Afghanistan to the United Nations, Adela Raz, presented her credentials to the United Nations’ Secretary-General Mr. Antonio Guterres on Saturday.
Ambassador Raz greeted the Secretary-General and conveyed to him the appreciation of President Ghani for the steadfast and continuous support that the United Nations has provided and continues to provide to Afghanistan since 2001.
Moreover, Ambassador Raz noted the symbolic nature of the presentation of her credentials as the first female Permanent Representative of Afghanistan on International Women’s Day to which the Secretary-General responded by emphasizing the strong support of the organization to gender equality.
Prior to her appointment as Permanent Representative, Ambassador Raz developed an extensive career in the field of economic development.
Ambassador Raz is the 12th Permanent Representative of Afghanistan to the United Nations since the organization’s foundation in 1945 and she succeeded H.E."
,,,,,,
admin – Page 335 – Afghanistan Times,,,"December 17, 2017","Indeed, Afghanistan has been enjoying warmest relations with two global giants—China and India, and the relations have been all the time affectionate and friendly. In the 21st century, relations have improved significantly with giving hope to the war-hit country, Afghanistan toward having a brighter future with support of New Delhi …Read More »","['afghanistan', 'support', 'improved', '335', 'admin', 'warhit', 'hope', 'india', 'significantly', 'relations', 'times', 'page', 'warmest', 'having']","Indeed, Afghanistan has been enjoying warmest relations with two global giants—China and India, and the relations have been all the time affectionate and friendly.
In the 21st century, relations have improved significantly with giving hope to the war-hit country, Afghanistan toward having a brighter future with support of New Delhi …"
admin – Page 277 – Afghanistan Times,,,"February 28, 2018","AT-KABUL: Italian government has pledged a sum of 120 million Euros in defense fund. At a meeting with Afghanistan’s Foreign Minister in Kabul on Wednesday, Italy’s Special Representative for Afghanistan said his country will contribute 120 million Euros to strengthen Afghan security forces, foreign ministry said in a statement. The …Read More »","['rahimi', '277', 'presidents', 'afghanistan', 'spokesman', 'admin', 'president', 'official', 'monitoring', 'times', 'page', 'stabbed', 'nasrat', 'death', 'ministry']","AT Monitoring Desk-KABUL: President Ashraf Ghani’s bodyguard has been stabbed to death in Kabul, the capital city, in the jurisdiction of the 3rd police district, an official said on Tuesday.
Commenting on the issue, Nasrat Rahimi, Deputy Spokesman for the Ministry of Interior, has confirmed the death of President’s bodyguard—whose …"
,,,,,,
AFGHANISTAN TIMES,,,None,"22 NATO supply trucks destroyed in Afghanistan KABUL: The Taliban detonated a bomb on a fuel tanker Wednesday and then opened fire on other NATO supply trucks, destroying 22 vehicles loaded with fuel and other goods for U.S.-led coalition for.... READ MORE

Egyptian president meets Palestinian counterpart CAIRO: Egypt's new president hosted the Western-backed Palestinian president Wednesday, avoiding preferential treatment toward the rival Hamas, the Gaza branch of his own Muslim Brotherhood. .... READ MORE

Violence in port city of Pakistan claims 12 more lives KARACHI: The menace of targeted killings and violence remained relentless in Karachi as it took 12 more lives and injured as many on Wednesday, DawnNews reported. .... READ MORE

UN reports progress against HIV in poor countries WASHINGTON: A push to get more AIDS treatment to the world's poorest, hardest-hit countries is paying off as deaths inch down — and new infections are dropping a bit, too, the United Nations re.... READ MORE

Bomb kills powerful Assad kin in Syria BEIRUT: A bomber killed three of Bashar al-Assad's top military officials on Wednesday - including his powerful brother-in-law - in a devastating blow to the Syrian leader's inner circle as rebel.... READ MORE

Afghan gets death penalty for killing 4 French troops KABUL: An Afghan soldier has been sentenced to death for killing four French troops earlier this year in eastern Afghanistan — one of the deadliest in a rising number of attacks in which Afghan.... READ MORE

Militant atrocities would not be forgotten: Karzai KABUL: President Hamid Karzai on Tuesday called on civilian killers that his administration, while pursuing peace with its opponents, had not forgotten the militants’ atrocities. .... READ MORE","['palestinian', 'afghanistan', 'trucks', 'president', 'powerful', 'troops', 'nato', 'kabul', 'treatment', 'times', 'read', 'supply']","22 NATO supply trucks destroyed in Afghanistan KABUL: The Taliban detonated a bomb on a fuel tanker Wednesday and then opened fire on other NATO supply trucks, destroying 22 vehicles loaded with fuel and other goods for U.S.-led coalition for.... READ MOREEgyptian president meets Palestinian counterpart CAIRO: Egypt's new president hosted the Western-backed Palestinian president Wednesday, avoiding preferential treatment toward the rival Hamas, the Gaza branch of his own Muslim Brotherhood.
.... READ MOREViolence in port city of Pakistan claims 12 more lives KARACHI: The menace of targeted killings and violence remained relentless in Karachi as it took 12 more lives and injured as many on Wednesday, DawnNews reported.
.... READ MOREUN reports progress against HIV in poor countries WASHINGTON: A push to get more AIDS treatment to the world's poorest, hardest-hit countries is paying off as deaths inch down — and new infections are dropping a bit, too, the United Nations re.... READ MOREBomb kills powerful Assad kin in Syria BEIRUT: A bomber killed three of Bashar al-Assad's top military officials on Wednesday - including his powerful brother-in-law - in a devastating blow to the Syrian leader's inner circle as rebel.... READ MOREAfghan gets death penalty for killing 4 French troops KABUL: An Afghan soldier has been sentenced to death for killing four French troops earlier this year in eastern Afghanistan — one of the deadliest in a rising number of attacks in which Afghan.... READ MOREMilitant atrocities would not be forgotten: Karzai KABUL: President Hamid Karzai on Tuesday called on civilian killers that his administration, while pursuing peace with its opponents, had not forgotten the militants’ atrocities.
.... READ MORE"
HomePage – Blog Layout – Page 767 – Afghanistan Times,,admin,"January 11, 2016","Security situation remained challenging; differences between NUG leaders had deep impacts over foreign policy; 200,000 Afghans went to Europe; decrease in poppy production was due to bad harvest; investment decreased by 26% AT-KABUL: The Center for Strategic and Regional Studies (CSRS) in its recent report said that 2015 was a …Read More »","['zealand', 'blog', 'opportunity', 'afghanistan', 'pakistan', 'win', 'threematch', 'layout', 'series', 'rankings', 'times', 'page', 'numberone', '767', 't20i', 'ranking']","Opportunity for both New Zealand and Pakistan to top ICC T20I Rankings New Zealand and Pakistan will have an opportunity to achieve number-one T20I ranking for the first time when they lock horns in the three-match series in Auckland on Friday, 15 January.
New Zealand, following its 2-0 win over …"
HomePage – Masonry Layout – Page 298 – Afghanistan Times,,admin,"March 12, 2018","AT-KABUL: The Bakhtar Bank, a private financial institution, has donated medical equipment worth 300,000 Afs …Read More »","['masonry', 'afghanistan', 'needs', 'layout', '298', 'atkabul', 'serious', 'alarming', 'fighting', 'times', 'page', '63', 'drugs']",AT-KABUL: Afghanistan needs to be more serious about fighting drugs after an alarming 63 percent …
Shahzad of Afghanistan highest T20 run scorer in 2015,Dashing Afghan cricketer Mohammad Shehzad has topped others in scoring runs in T20 format of the gam,admin,"December 1, 2015","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019Dashing Afghan cricketer Mohammad Shehzad has topped others in scoring runs in T20 format of the game in 2015.The right-handed batsman, who also serves as wicketkeeper for his team, has made 297 out of 11 matches he played in 2015. He is followed by Faf du Plessis of South Africa who has made 272 so far in the year.Asghar Stanikzai of Afghanistan holds fourth position with his 227 and is only short of 13 runs after Sean Williams of Zimbabwe who is placed third.The 27-year-old Shahzad has been considered a big factor behind Afghan team’s steady improvement.He is the first Afghan batsman to score double century – 214 against Canada that powered his team to win the 2011 ICC Intercontinental Cup. (1TV)","['2015', 'afghanistan', 'highest', 'afghan', 'batsman', 'scorer', 'win', 'yearasghar', 't20', 'williams', 'wicketkeeper', 'shahzad', 'team', 'times', 'topped', 'run', 'zimbabwe', 'runs']","Dashing Afghan cricketer Mohammad Shehzad has topped others in scoring runs in T20 format of the game in 2015.
The right-handed batsman, who also serves as wicketkeeper for his team, has made 297 out of 11 matches he played in 2015.
He is followed by Faf du Plessis of South Africa who has made 272 so far in the year.
Asghar Stanikzai of Afghanistan holds fourth position with his 227 and is only short of 13 runs after Sean Williams of Zimbabwe who is placed third.
He is the first Afghan batsman to score double century – 214 against Canada that powered his team to win the 2011 ICC Intercontinental Cup."
Editorial: Youth is the future,Last day the former President Hamid Karzai in a meeting with the youth representatives held at his o,admin,"February 4, 2018","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019Last day the former President Hamid Karzai in a meeting with the youth representatives held at his office, called the youth as the mighty wealth of the country and said, “Afghanistan would have a bright future with the help of capable youth.” No doubt, the youth, and the future could always be linked, because none can exist in the absence of another. Youth is a significant symbol of strength, and persistence in any society around the world. A nation that fails to invest in the millions of young people is a doomed nation. Without engaging youth in productive activities, their potential to become thought leaders, inspirable and peace-builders would be lost. Unfortunately, today we find a number of youth who are engaged in non-productive activities. In the absence of vision, and goal of life, they choose to spend their precious time doing drugs, and playing video games and sitting at home in front of televisions playing games all the day instead of studying or going to work. The youth of 70s clearly demonstrates the capabilities of the power of unity with a purpose, and strength of profound minds. The young heroes and heroines of that time had definitely changed the socio-political landscape. The youth of that time should not only be celebrated, they should be imitated in many ways. The youth of 2018 should take some time to meditate on the example the youth of 70s has set for them, and the sacrifices they made to make it possible for today’s youth to enjoy certain privileges in today’s education system. It is very disturbing to see how today youth underestimates the importance of education. President Mandela once said, “Without education, your children can never really meet the challenges they will face.” Our children, and youth must be given a modern education and explain that they should be a role for their country. The youth of 2018 should wake up to the reality of today’s challenges and difficulties. Today we face unemployment, HIV/AIDS, drug abuse and organized crimes. Youth has to take a stand against anything, and everything that threatens the possibilities of a brighter future. If we compare the youth of 70s as young lines, then the youth of today should be compared with young eagles. The today’s youth must learn to have a vision and focus as an eagle to restore peace and stability to our war-hit country. President Ashraf Ghani is known for his pro-youth policies and encourages them in every sector. The government must launch some sort of productive initiatives to empower, train and educate our youth in order to make them good and skilled citizens. We are in need to make the youth as the compelling agents of change. A wide-range network of well-equipped polytechnic colleges, and institutes should be established across the country to equip our youth with skills. Almost students of polytechnic colleges are capable to establish micro-business and factories. It must be applied to Afghanistan. The government and overall leadership of the country have to come to the fore to engage and lead the youth on right and visionary track—a track that lead to a peaceful and prosperous Loy Afghanistan, and provide them with all possible opportunities and facilities.","['country', 'afghanistan', 'todays', 'editorial', 'president', 'today', 'times', '70s', 'young', 'education', 'youth', 'future']","The youth of 70s clearly demonstrates the capabilities of the power of unity with a purpose, and strength of profound minds.
The youth of 2018 should take some time to meditate on the example the youth of 70s has set for them, and the sacrifices they made to make it possible for today’s youth to enjoy certain privileges in today’s education system.
It is very disturbing to see how today youth underestimates the importance of education.
If we compare the youth of 70s as young lines, then the youth of today should be compared with young eagles.
The today’s youth must learn to have a vision and focus as an eagle to restore peace and stability to our war-hit country."
Latest Updates – Page 639 – Afghanistan Times,,,"February 24, 2016","AT-KABUL: Former President Hamid Karzai met on Tuesday with President Ashraf Ghani. The newly appointed head and deputy of the High Peace Council (HPC) Pir Sayed Ahmad Gilani and Mohammad Karim Khalili, and the National Security Adviser Mohammad Hanif Atmar were also present on the occasion. In the meeting held …Read More »","['639', 'afghanistan', 'seekers', 'return', 'embassy', 'finnish', 'updates', 'rejected', 'regarding', 'latest', 'asylum', 'statement', 'soon', 'times', 'page', 'afghan']","AT-KABUL: The Finnish government to deport rejected Afghan asylum seekers said the Finnish Embassy in Kabul.
The embassy on Tuesday also informed of an agreement with the Afghan government to be concluded soon regarding to the return of failed Afghan asylum seekers.
In a press statement, the embassy said that …"
,,,,,,
