Headlines,Descriptions,Authors,Published_Dates,Publication,Articles,category,Keywords,Summaries,Source_URLs
Zero Survey finds two Kupang residents infected with HIV,"The Health Agency in Kupang, East Nusa Tenggara, revealed two residents had tested positive for HIV, according to results from a Zero Survey involving 194 civilian state apparatuses and 56 common residents, in the beginning of May.",['The Jakarta Post'],2017-06-07,The Jakarta Post,"The Health Agency in Kupang, East Nusa Tenggara, revealed two residents had tested positive for HIV, according to results from a Zero Survey involving 194 civilian state apparatuses and 56 common residents, in the beginning of May. “Following our laboratory test on blood samples of 250 Zero Survey participants, we found two residents have been infected with HIV,” Kupang Health Agency disease control and observation director Sri Wahyuningsih told The Jakarta Post on Monday. She said the two HIV-positive residents were from high-risk groups. They are being treated at the agency’s Voluntary Consulting Testing (VCT) clinic. Sri said this year’s Zero Survey saw a decline in the number of residents who tested positive for HIV. In last year’s survey, twelve people were found to have contracted the chronic illness. According to the survey, between 2000 and August 2016, HIV/AIDS cases among civilian state apparatuses stood at 11 percent, or equal with the infection rate among commercial sex workers. National AIDS Commission (KPA) Kupang secretary Agustinus Bebok said from 2000 to August 2016, the number of HIV patients in the city reached 858, 17 percent of whom were private workers. “We need to take anticipatory measures to prevent the spread of HIV [...],” said Bebok. (ecn/ebf)",{},"['infected', 'number', 'kupang', 'tested', 'positive', 'survey', 'hiv', 'residents', 'state', 'health', 'finds', 'zero']","The Health Agency in Kupang, East Nusa Tenggara, revealed two residents had tested positive for HIV, according to results from a Zero Survey involving 194 civilian state apparatuses and 56 common residents, in the beginning of May. “Following our laboratory test on blood samples of 250 Zero Survey participants, we found two residents have been infected with HIV,” Kupang Health Agency disease control and observation director Sri Wahyuningsih told The Jakarta Post on Monday. Sri said this year’s Zero Survey saw a decline in the number of residents who tested positive for HIV. National AIDS Commission (KPA) Kupang secretary Agustinus Bebok said from 2000 to August 2016, the number of HIV patients in the city reached 858, 17 percent of whom were private workers. “We need to take anticipatory measures to prevent the spread of HIV [...],” said Bebok.",https://www.thejakartapost.com/news/2017/06/07/zero-survey-finds-two-kupang-residents-infected-with-hiv.html
A closer look at life as HIV-positive,"In accordance with World AIDS Day on Dec. 1, Ayu shared her thoughts and experience with The Jakarta Post regarding the condition.",['The Jakarta Post'],2016-12-01,The Jakarta Post,"Ayu Oktariani is a HIV-positive woman who became infected through her late husband. Based in Bandung, she is currently an activist for the Indonesian Positive Women Network (IPPI), an organization that advocates women with HIV. In accordance with World AIDS Day on Dec. 1, Ayu shared her thoughts and experience with The Jakarta Post regarding the condition. (kes) How did you feel when you first found out that you were HIV-positive? It happened seven years ago. I was diagnosed HIV-positive while taking care of my late husband. I did not know what to do and what was going to happen. For a year, I became anti-social. I chose not to meet with people, unless it was really necessary. Fortunately, my parents, siblings and some of my close friends have been very supportive. Although, at the same time, I also have encountered some people or other relatives that have kept their distance with me upon finding out about my condition. Did you go to a support group? My doctor and other friends I met in hospital suggested to me to join a support group, but I refused. In 2010, after realizing what my parents had done for me, I decided that it was time to get out. The support group meeting returned me back to the real world. I realized that in this world there are a lot of problems and it is not only about my problem. I begun to accept my health condition and moved on. (Read also: A healthy pregnancy is possible for people with HIV) We heard that you have remarried. Can you tell us more about it? How did you tell your husband about your condition? He was the answer to my prayers. In 2012, I returned to a normal life and started to think about my future. I didn’t want to grow old alone. My husband is HIV-negative. He’s not a HIV activist. In fact, he works in the creative industry. I think it’s positive energy for me [that] he’s coming from a different field. I don’t want to go home [each day] and keep talking about HIV. We got married in 2014. Before taking the big leap, I told him all the consequences of marrying a HIV-positive woman, including the treatment I need to have, the cost and implications of getting pregnant. His family knows about my condition, but we try to keep it to ourselves and not let other relatives find out about this. You moved from Jakarta to Bandung. Did you face any challenges when adapting to this new environment? I had no problems adapting with the new environment. Additionally, the hospital in Bandung has a one-stop service that makes it easier for me. Have you ever encountered friends or acquaintances that were reluctant to share food with you? No. Usually I would be the one who inform them if I have flu or something. (Read also: Most new HIV infections recorded in Jakarta) As a parent, what are the challenges you face? I make sure only certain people know about my health condition. My daughter knows that I’m HIV-positive, [but] her circle doesn’t know about it. Some may know that I’m an activist, but that’s it. People are different; some may need a longer time to understand my health issue. Have you ever experienced discrimination in the workplace? In 2009, I worked as an admin for a music school. It ended badly. That was my first [experience of] discrimination I encountered after [they] found out I was HIV-positive. The news spread to the management. After working for nine months, they asked about it. Although HIV can’t be transmitted from social contact, they asked me to resign. In 2010, I undertook work to support HIV-infected people. At the end of 2012, I joined IPPI. How can we support HIV-positive people? Don’t be ignorant. Don’t think that information relating to HIV is something extraordinary that only people like me [are the ones] that need to know about it. Try to understand and learn more about HIV.",{},"['husband', 'support', 'condition', 'life', 'hiv', 'hivpositive', 'look', 'world', 'closer', 'need', 'health', 'know', 'think']",Ayu Oktariani is a HIV-positive woman who became infected through her late husband. I was diagnosed HIV-positive while taking care of my late husband. I begun to accept my health condition and moved on. I make sure only certain people know about my health condition. How can we support HIV-positive people?,https://www.thejakartapost.com/life/2016/12/01/a-closer-look-at-life-as-hiv-positive.html
Elton John urges social media firms to help end HIV/AIDS stigma,"Paying tribute to Princess Diana, British singer Elton John appealed for an end to the stigma surrounding HIV/AIDS in a speech on Friday and called on social media platforms to do more to help.",['The Jakarta Post'],2018-06-10,The Jakarta Post,"Paying tribute to Princess Diana, British singer Elton John appealed for an end to the stigma surrounding HIV/AIDS in a speech on Friday and called on social media platforms to do more to help. Delivering the “Diana, Princess of Wales Lecture on HIV”, a series launched by the National AIDS Trust in Britain in memory of its late patron, the musician recalled when Diana famously shook hands with a man dying of AIDS in 1987 - a time when stigma around HIV/AIDS was widespread. “I am used to putting pressure on pharmaceutical companies, I am used to putting pressure on governments, we have had some success with both,” said John, 71, who has his own AIDS charitable foundation. “The pressure now needs to be applied to the tech giants – not because I think they are bad, but because they have the capacity to do so much good.” John, who sang at Diana’s funeral in 1997, warned how some social media users were hiding behind anonymity to be prejudiced and suggested companies like Facebook or Instagram could “nudge their users in the digital world into acts of positivist and decency and kindness in the physical world”. Read also: Paramount announces Elton John biopic “At a stroke we can reach 2 billion people in a single moment on Facebook, imagine that power turned toward compassion and love injected with real humanity,” he said. “Imagine if all that power to connect turned into billions of handshakes all over the world.” Figures from 2016 show that around 36.7 million people around the world have HIV, according to the United Nations’ program UNAIDS. “We have the medicine and the know how and even a large proportion of the funds needed to end this disease. What we still lack is the global heart to do so,” he said. “The geniuses who created this (tech) industry must not hide behind its anonymity. They must use their power to help shape a new digital world that champions more humanity. How incredible if they could start with something as pernicious, as lethal, as the stigma of AIDS.”",{},"['pressure', 'users', 'hivaids', 'media', 'stigma', 'social', 'john', 'diana', 'turned', 'world', 'help', 'power', 'end', 'elton', 'urges', 'aids', 'firms', 'used']","Paying tribute to Princess Diana, British singer Elton John appealed for an end to the stigma surrounding HIV/AIDS in a speech on Friday and called on social media platforms to do more to help. Read also: Paramount announces Elton John biopic“At a stroke we can reach 2 billion people in a single moment on Facebook, imagine that power turned toward compassion and love injected with real humanity,” he said. “We have the medicine and the know how and even a large proportion of the funds needed to end this disease. They must use their power to help shape a new digital world that champions more humanity. How incredible if they could start with something as pernicious, as lethal, as the stigma of AIDS.”",https://www.thejakartapost.com/life/2018/06/10/elton-john-urges-social-media-firms-to-help-end-hivaids-stigma.html
HIV infects one teenaged girl every 3 minutes: UN,"Every three minutes, a girl between the ages of 15 and 19 is infected with the virus that causes AIDS, said a UN report Wednesday that warned of a ""crisis"" fuelled by gender inequality.",['The Jakarta Post'],2018-07-26,The Jakarta Post,"Every three minutes, a girl between the ages of 15 and 19 is infected with the virus that causes AIDS, said a UN report Wednesday that warned of a ""crisis"" fuelled by gender inequality. Girls and young women made up two-thirds of 15- to 19-year-olds infected with HIV in 2017, according to data unveiled at the 22nd International AIDS Conference in Amsterdam. Henrietta Fore, head of the UN Childrens Fund (UNICEF), referred to it as a ""crisis of health"". ""In most countries, women and girls lack access to information, to services, or even just the power to say no to unsafe sex,"" she said. ""HIV thrives among the most vulnerable and marginalised, leaving teenage girls at the centre of the crisis."" Last year, 130,000 youngsters aged 19 and under died from AIDS, while 430,000 -- almost 50 every hour -- were newly infected, the agency said. While AIDS-related deaths have decreased since 2010 in all other age groups, among older adolescents aged 15 to 19 they have remained stubbornly constant. About 1.2 million 15- to 19-year-olds were living with the immune system-destroying virus in 2017, three in five of them girls, said UNICEF. ""The epidemics spread among adolescent girls is being fuelled by early sex, including with older males, forced sex, powerlessness in negotiating about sex, poverty, and lack of access to confidential counselling and testing services,"" it pointed out. Actress and activist Charlize Theron raised the issue in an address to conference delegates on Tuesday. Read also: Prince Harry joins Elton John to launch HIV campaign targeting men Youth bulge The AIDS epidemic is ""not just about sex or sexuality,"" the South African celebrity said. ""We know it is linked to the second-class status of women and girls worldwide."" Robert Matiru, director of operations for Unitaid, which funds HIV drug projects, said young people are disproportionately affected by the epidemic that has claimed some 35 million lives since it erupted in the 1980s. ""They are the most affected now, across sub-Saharan Africa in particular,"" he told AFP. ""Unless we can reach young people and curb the epidemic among them... then were not going to meet the targets"" of the UN to end AIDS as a public health threat by 2030. This requires limiting infections to 500,000 per year by 2020, yet last year they numbered 1.8 million. A recent report of the International AIDS Society (IAS) highlighted the epidemics ""extraordinary impact"" on adolescent girls and young women. ""Four in 10 adolescent girls (aged 15-19) in Africa have experienced physical or sexual violence from an intimate partner, and the evidence is that gender-based violence is associated with a significantly greater risk of acquiring HIV,"" it said. ""Yet few countries have invested in comprehensive programmes to combat gender-based violence or to ensure ready access to adolescent-friendly sexual and reproductive health services."" According to IAS president Linda-Gail Bekker, ""in young people, it (the AIDS epidemic) is far from over."" ""In certain parts of the world we are about to go into the youth bulge, so well have more young people than weve ever had in the world before,"" she told AFP. ""Young people have grown up, they are incredibly mobile, they are moving, they have forgotten that HIV is a risk factor... we cant let up on that message, otherwise it just blows up again.""",{},"['infected', '15', 'girls', 'girl', 'teenaged', 'epidemic', 'hiv', 'sex', 'infects', 'women', 'minutes', 'violence', 'young', 'aids']","Girls and young women made up two-thirds of 15- to 19-year-olds infected with HIV in 2017, according to data unveiled at the 22nd International AIDS Conference in Amsterdam. ""HIV thrives among the most vulnerable and marginalised, leaving teenage girls at the centre of the crisis."" Read also: Prince Harry joins Elton John to launch HIV campaign targeting menYouth bulgeThe AIDS epidemic is ""not just about sex or sexuality,"" the South African celebrity said. A recent report of the International AIDS Society (IAS) highlighted the epidemic's ""extraordinary impact"" on adolescent girls and young women. According to IAS president Linda-Gail Bekker, ""in young people, it (the AIDS epidemic) is far from over.""",https://www.thejakartapost.com/life/2018/07/26/hiv-infects-one-teenaged-girl-every-3-minutes-un.html
HIV/AIDS cases continue to increase in regions,"Aiding each other: Several youths hold balloons to commemorate World AIDS Day at the Catur Muka monument in Denpasar, Bali, on Tuesday",['The Jakarta Post'],2015-12-02,The Jakarta Post,"The number of HIV/AIDS cases in a number of regions of Indonesia continues to increase as people around the globe commemorate World AIDS Day. The closure of the Dolly red-light district in Surabaya by Mayor Tri Rismaharini in June this year is feared to have increased the prevalence of HIV/AIDS in a number of nearby regions. NGO Our Right To Be Independent (Orbit) has revealed that some commercial sex workers operating in cities around Surabaya were former inhabitants of Dolly. We found a sex worker in Krengseng red-light district, near the Tarik district railway station in Sidoarjo regency, for example, who used to work at Dolly, Orbit activist Witanto said on Tuesday. Increasing numbers of commercial sex workers, he said, were also evident in other neighboring regions such as along the Berantas River embankment in Tulungagung regency. According to Orbit Foundations data, increased HIV/AIDS prevalence was also found in Malang, Sidoarjo, Banyuwangi, Mojokerto, Jember, Kediri, Pasuruan and Madiun. Surabaya AIDS Prevention Commission (KPA) secretary Sophiati Sutjahjani, however, said that there was no correlation between the Dolly closure and increasing HIV/AIDS prevalence in a number of cities in East Java. HIV/AIDS can only be detected six to seven years after infection occurs. If many cases have been found now, you cannot say its because of the Dolly closure, Sophiati told The Jakarta Post. An increase in HIV/AIDS cases was also detected in Yogyakarta as the Provincial Health Agency recorded 45 HIV-positive public transportation drivers from 1993 to 2015. Using the World Health Organization (WHO) standard  in which a confirmed HIV-positive person represents 10 unknown cases  then the number of HIV-positive public transportation drivers is predicted to be 450 in Yogyakarta province. People working in the transportation sector are [considered to be at] high risk, the provincial KPA secretary Riswanto said on the sidelines of a seminar on HIV/AIDS in Yogyakarta on Tuesday. In HIV/AIDS mitigation, we talk about the 3M group, or mobile men with money, he added. If men in this category are infected with HIV, there is a chance they will transfer the virus to their respective spouses. Drivers and transportation crew members have to start living a healthy lifestyle and avoiding behavior that risks HIV infection, such as changing sex partners and not using condoms, Riswanto said. Tri Wahyu, a driver of a tourist bus who took a free HIV/AIDS test at the seminar venue said that he wanted to know if he was infected with HIV or not. I once enjoyed sex with women other than my wife, he said. Yogyakarta Health Agency recorded a total of 3,146 HIV-positive cases from 1993 to September this year, of which 1,249 had entered the AIDS phase. Meanwhile in Riau, the provincial health agency together with the local KPA, the Indonesian Red Cross (PMI) and a number of NGOs held a rally to commemorate Worlds AIDS Day on Tuesday, distributing flowers and ribbons to visitors and passengers at the Sultan Syarif Kasim II International Airport, Pekanbaru. Riau Health Agency head Andra Sjafril said the campaign was held to remind people to maintain healthy and responsible sexual behavior to avoid HIV/AIDS. The mission is to prevent people from being infected by HIV/AIDS, which still has no cure, Andra said, Tuesday. As of October 2015, Riau recorded 1,889 cases of HIV, the 16th highest number among the 34 provinces. Your premium period will expire in 0 day(s) close x Get 50% off for Premium Subscription Renew your subscription to get unlimited access",{},"['number', 'transportation', 'hivaids', 'dolly', 'cases', 'hiv', 'increase', 'sex', 'hivpositive', 'regions', 'health', 'continue', 'aids']","The number of HIV/AIDS cases in a number of regions of Indonesia continues to increase as people around the globe commemorate World AIDS Day. An increase in HIV/AIDS cases was also detected in Yogyakarta as the Provincial Health Agency recorded 45 HIV-positive public transportation drivers from 1993 to 2015. Yogyakarta Health Agency recorded a total of 3,146 HIV-positive cases from 1993 to September this year, of which 1,249 had entered the AIDS phase. 'The mission is to prevent people from being infected by HIV/AIDS, which still has no cure,' Andra said, Tuesday. As of October 2015, Riau recorded 1,889 cases of HIV, the 16th highest number among the 34 provinces.",https://www.thejakartapost.com/news/2015/12/02/hivaids-cases-continue-increase-regions.html
"LGBT raids, persecution derail HIV prevention program: HRW","Growing discrimination and persecution against lesbian, gay, bisexual and transgender (LGBT) people in Indonesia has derailed public health outreach efforts, leading to what Human Rights Watch (HRW) has called a “health crisis”, a report from HRW said Monday.",['The Jakarta Post'],2018-07-02,The Jakarta Post,"Growing discrimination and persecution against lesbian, gay, bisexual and transgender (LGBT) people in Indonesia has derailed public health outreach efforts, leading to what Human Rights Watch (HRW) has called a “health crisis”, a report from HRW said Monday. HRW said Indonesian authorities were “fueling an HIV epidemic” because of their failure to halt arbitrary and unlawful raids by police and Muslim hard-liners on private LGBT gatherings. “The Indonesian government’s failure to address anti-LGBT moral panic is having dire consequences for public health,” said HRW LGBT rights researcher and author of the report Kyle Knight. “The Indonesian government should recognize that its role in abuses against LGBT people is seriously compromising the country’s response to HIV.” HRW released Monday a 70-page report titled “Scared in Public and Now No Privacy: Human Rights and Public Health Impacts of Indonesia’s Anti-LGBT Moral Panic”. The document outlines ""unlawful"" actions against the LGBT people and contains in-depth interviews with victims and witnesses of alleged abuse, health workers and activists. In Indonesia, LGBT people have long been discriminated against, but public persecution, including by authorities, has risen in recent years – in 2016, a poster about LGBT psychological counseling by an organization comprising University of Indonesia students and alumni fueled a heated debate about LGBT rights. Research, Technology and Higher Education Minister Mohamad Nasir responded to the issue by saying that campuses should not admit as students LGBT people. HRW said widespread stigma and “moral panic” against the LGBT community had discouraged some HIV-vulnerable populations from accessing prevention and treatment services. “As a result, HIV rates among men who have sex with men (MSM) have increased five-fold since 2007 from 5 percent to 25 percent. And while the majority of new HIV infections in Indonesia occur through heterosexual transmission, one-third of new infections occur in MSM,” a statement from HRW said. (evi)",{},"['program', 'report', 'derail', 'prevention', 'hiv', 'raids', 'indonesian', 'health', 'persecution', 'lgbt', 'indonesia', 'rights', 'hrw', 'public', 'panic', 'moral']","Growing discrimination and persecution against lesbian, gay, bisexual and transgender (LGBT) people in Indonesia has derailed public health outreach efforts, leading to what Human Rights Watch (HRW) has called a “health crisis”, a report from HRW said Monday. HRW said Indonesian authorities were “fueling an HIV epidemic” because of their failure to halt arbitrary and unlawful raids by police and Muslim hard-liners on private LGBT gatherings. “The Indonesian government’s failure to address anti-LGBT moral panic is having dire consequences for public health,” said HRW LGBT rights researcher and author of the report Kyle Knight. In Indonesia, LGBT people have long been discriminated against, but public persecution, including by authorities, has risen in recent years – in 2016, a poster about LGBT psychological counseling by an organization comprising University of Indonesia students and alumni fueled a heated debate about LGBT rights. HRW said widespread stigma and “moral panic” against the LGBT community had discouraged some HIV-vulnerable populations from accessing prevention and treatment services.",https://www.thejakartapost.com/news/2018/07/02/lgbt-raids-persecution-derail-hiv-prevention-program-hrw.html
"Klaten to jail, fine those discriminating against people living with HIV",The Klaten administration issued a new regulation that could result in jail time of up to six months and a fine of Rp 50 million for people who discriminated HIV patients.,['The Jakarta Post'],2017-05-29,The Jakarta Post,"The Klaten administration issued a new regulation that could result in jail time of up to six months and a fine of Rp 50 million for people who discriminated HIV patients. Klaten Health Agency disease control and prevention division head Herry Martanto said the regulation, Regional Bylaw (Perda) No. 6/2017, prohibited of any form of discrimination and prejudice toward people living with HIV. “The regulation is part of our effort to protect people living with HIV. Of course, issuing sanctions is our last resort,” he said Sunday. He added that the administration would start educating residents and relevant institutions on the regulation. The Klaten AIDS Commission recorded 524 people living with HIV from 2007 to March 2017. HIV activist Dewi told The Jakarta Post that people with HIV still experienced discrimination, including when seeking medical services. “There are medical practitioners who isolate people with HIV when they provide services,” Dewi said. (rdi/wit)",{},"['klaten', 'fine', 'sundayhe', 'living', 'told', 'discrimination', 'hiv', 'regulation', 'medical', 'administration', 'discriminating', 'dewi', 'jail']","The Klaten administration issued a new regulation that could result in jail time of up to six months and a fine of Rp 50 million for people who discriminated HIV patients. 6/2017, prohibited of any form of discrimination and prejudice toward people living with HIV. “The regulation is part of our effort to protect people living with HIV. The Klaten AIDS Commission recorded 524 people living with HIV from 2007 to March 2017. HIV activist Dewi told The Jakarta Post that people with HIV still experienced discrimination, including when seeking medical services.",https://www.thejakartapost.com/news/2017/05/29/klaten-to-jail-fine-those-discriminating-against-people-living-with-hiv.html
Teens living with HIV/AIDS on the rise,"The government has been urged to intensify sex education as the number of teenagers living with HIV/AIDS is on the rise in Yogyakarta province, most cases involving male to male sexual relationships",['The Jakarta Post'],2015-06-16,The Jakarta Post,"The government has been urged to intensify sex education as the number of teenagers living with HIV/AIDS is on the rise in Yogyakarta province, most cases involving male to male sexual relationships. Each month an average of three to four teenagers are infected with HIV/AIDS, said Muhammad Zaenal Abidin, head of the Edelweis Polyclinic for HIV/AIDS patients at the Dr. Sardjito General Hospital in Yogyakarta on Monday. Abidin said teenagers identified as HIV/AIDS positive were aged between 15 and 20 years old, and already sexually active. This has been the trend for about four years, a change from the previous trend where those infected by the disease were between the ages of 25 and 49 years old, he added. Zaenal said currently teenagers were more inclined to get involved in a sexual relationship, including those with homosexual orientation, due to the presence of social media, which enables them to easily find partners. Seeking a sexual partner has become very easy, like ordering fried chicken through your smartphone, he said. He believes the education office should be serious and brave enough to provide sex education to teenagers, including conducting campaigns on the use of condoms. Some of the patients who take anti-retroviral medication are still wearing senior high school uniforms. When I asked them, some said they had been sexually active since junior high school, said Zaenal. He added that over the past six months, Edelweis Polyclinic had seen around 30 patients per month, but around 180 people living with HIV/AIDS visit the clinic each month as of the middle of this year. So far, sex education is very deficient as it only concerns anatomy, while discussion of sexual functions remain lacking. If a teenager already has a sex drive, what should he or she do? Lessons on morality are also inadequate, he said. Zaenal added the main cause of HIV/AIDS spreading was no longer the sharing of needles, but sexual contact. Based on data from the Yogyakarta City Health Agency, the number of HIV/AIDS cases totaled 802 last year, an increase from 677 cases the previous year and 561 cases in 2012. The agency said that people living with HIV/AIDS were mostly between 30 and 39 years old (46.9 percent), followed by people under 30 (30 percent) and those from 40 to 49 years old (15.9 percent). Yogyakarta AIDS Prevention Commission (KPA) spokesperson Siti Baruni said the rising number of teenagers with HIV/AIDS was attributed to the condom use campaign in schools being deemed taboo. This is one of the obstacles faced by the Yogyakarta KPA in curbing the HIV/AIDS infection rate. Now, condom advertisements in the media have been limited, as television stations can only air them after 9 p.m., whereas earlier they could be aired anytime, said Siti. HIV/AIDS counselor Nuraini said parents should supervise their childrens social interactions more seriously. A childs surroundings are very influential, for instance a teenager could become homosexual for often being in some environments, or experiencing sexual abuse, she said. Your premium period will expire in 0 day(s) close x Get 50% off for Premium Subscription Renew your subscription to get unlimited access",{},"['sexual', 'hivaids', '30', 'cases', 'old', 'sex', 'patients', 'education', 'teens', 'rise', 'yogyakarta', 'teenagers', 'living']","The government has been urged to intensify sex education as the number of teenagers living with HIV/AIDS is on the rise in Yogyakarta province, most cases involving male to male sexual relationships. 'Each month an average of three to four teenagers are infected with HIV/AIDS,' said Muhammad Zaenal Abidin, head of the Edelweis Polyclinic for HIV/AIDS patients at the Dr. Sardjito General Hospital in Yogyakarta on Monday. Abidin said teenagers identified as HIV/AIDS positive were aged between 15 and 20 years old, and already sexually active. 'So far, sex education is very deficient as it only concerns anatomy, while discussion of sexual functions remain lacking. The agency said that people living with HIV/AIDS were mostly between 30 and 39 years old (46.9 percent), followed by people under 30 (30 percent) and those from 40 to 49 years old (15.9 percent).",https://www.thejakartapost.com/news/2015/06/16/teens-living-with-hivaids-rise.html
Ministry insists HIV-infected orphans in Samosir will attend school,The Women’s Empowerment and Child Protection Ministry has promised that three HIV-infected orphans who were rejected by residents in North Sumatra’s Samosir regency will be granted their right to attend school,['The Jakarta Post'],2018-11-19,The Jakarta Post,"The Women’s Empowerment and Child Protection Ministry has promised that three HIV-infected orphans who were rejected by residents in North Sumatra’s Samosir regency will be granted their right to attend school. Women’s Empowerment and Child Protection Minister Yohana Susana Yembise said the ministry had deployed a team to settle the case. She said she also had coordinated with authorities in Samosir regency and the North Sumatra provincial administration. With regard to the HIV the orphans are suffering from, she said, she had coordinated with the Health Ministry to have them treated. She said the government and local administration heads were obliged to protect the children’s rights. “I am coordinating with all parties to ensure that, irrespective of their condition, these kids’ rights are protected,” Yohana told The Jakarta Post after opening a nation...",{},"['north', 'coordinated', 'attend', 'empowerment', 'school', 'insists', 'hivinfected', 'ministry', 'child', 'yohana', 'samosir', 'orphans', 'regency', 'protection']","The Women’s Empowerment and Child Protection Ministry has promised that three HIV-infected orphans who were rejected by residents in North Sumatra’s Samosir regency will be granted their right to attend school. Women’s Empowerment and Child Protection Minister Yohana Susana Yembise said the ministry had deployed a team to settle the case. She said she also had coordinated with authorities in Samosir regency and the North Sumatra provincial administration. With regard to the HIV the orphans are suffering from, she said, she had coordinated with the Health Ministry to have them treated. “I am coordinating with all parties to ensure that, irrespective of their condition, these kids’ rights are protected,” Yohana told The Jakarta Post after opening a nation...",https://www.thejakartapost.com/news/2018/11/19/ministry-insists-hiv-infected-orphans-samosir-will-attend-school.html
Heterosexual transmission of HIV raises concerns,"With the changing pattern of HIV, which is transmitting at a more rapid rate to the heterosexual partners of infected men, counselling and testing have become the backbone of government programs to prevent the spread of the deadly infectious disease.",['The Jakarta Post'],2017-09-16,The Jakarta Post,"With the changing pattern of HIV, which is transmitting at a more rapid rate to the heterosexual partners of infected men, counselling and testing have become the backbone of government programs to prevent the spread of the deadly infectious disease. Unfortunately, many Indonesians are still reluctant to undergo voluntary HIV counselling and testing (VCT). “Many people in our society are unwilling or are afraid to check whether they have the disease,” said Husein Pancartius, secretary for the National AIDS Commission’s (KPA) East Nusa Tenggara (NTT) chapter. He said that thousands of people living in 22 regencies and municipalities across the province’s seven islands — Alor, Flores, Lembata, Rote, Sabu, Sumba and Timor — had tested positive for HIV and AIDS. “As of August, the number of people infected with HIV and AIDS has reached ...",{},"['infected', 'heterosexual', 'counselling', 'voluntary', 'transmission', 'unfortunately', 'hiv', 'raises', 'unwilling', 'vct', 'concerns', 'testing', 'aids', 'disease']","With the changing pattern of HIV, which is transmitting at a more rapid rate to the heterosexual partners of infected men, counselling and testing have become the backbone of government programs to prevent the spread of the deadly infectious disease. Unfortunately, many Indonesians are still reluctant to undergo voluntary HIV counselling and testing (VCT). “Many people in our society are unwilling or are afraid to check whether they have the disease,” said Husein Pancartius, secretary for the National AIDS Commission’s (KPA) East Nusa Tenggara (NTT) chapter. He said that thousands of people living in 22 regencies and municipalities across the province’s seven islands — Alor, Flores, Lembata, Rote, Sabu, Sumba and Timor — had tested positive for HIV and AIDS. “As of August, the number of people infected with HIV and AIDS has reached ...",https://www.thejakartapost.com/news/2017/09/16/heterosexual-transmission-of-hiv-raises-concerns.html
