Headlines,Descriptions,Authors,Published_Dates,Publication,Articles,category,Keywords,Summaries,Source_URLs
"""په تېرو اتو مياشتو کې په هرات کې د اېډز لس مثبتې پېښې ثبت شوې""",هرات ښار (پژواک، ٣ وږى ٩٥): د هرات ولايت روغتيايي چارواکي وايي چې په تېرو اتو مياشتو کې په دغه ولايت کې د اېډز يا (HIV) لس مثبتې پېښې ثبت شوې دي.,nasidiqi,2016-08-24,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'ثبت', 'suggestions', 'لس', 'په', 'هرات', 'مثبتې', 'clicking', 'pajhwok', 'کې', 'د', 'interested', 'thoughts', 'مياشتو', 'شوې', 'پېښې']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/462415
سږ کال په ننګرهار کې د ايډز ۲۵ مثبتې پېښې ثبت شوې دي,جلال اباد (پژواک، ۱۸ لېندۍ ۹۷): د ننګرهار روغتيايي چارواکي وايي، د تېر کال په پرتله سږ کال په دغه ولايت کې پر HIV يا ايډز ناروغۍ د اخته کسانو شمېر کم شوی او تر څنګ يې هغوی ته د درملنې او مرستې لړۍ پراخه شوې ده.,daud.hussaini,2018-12-09,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'سږ', 'suggestions', 'شوې', 'په', 'مثبتې', 'clicking', 'دي', 'pajhwok', 'کې', 'ننګرهار', 'کال', 'interested', 'thoughts', '۲۵', 'پېښې']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/531425
په کندهار کې د اېډز د ناروغانو شمېر دوه برابره زيات شوى,کندهار ښار (پژوک ١٢ لېندۍ ٩١): د عامې روغتيا رياست وايي، چې په کندهار ولايت کې د تېر کال په پرتله د اېډز د ناروغانو شمېره دوه برابره زياته شوې ده.,Hikmat.safi,2012-12-02,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'زيات', 'suggestions', 'په', 'دوه', 'شوى', 'برابره', 'کې', 'د', 'thoughts', 'pajhwok', 'کندهار', 'ناروغانو', 'interested', 'clicking', 'شمېر']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/365173
در ننگرهار ١٤٩ واقعۀ ايدز در افراد به شمول زنان و اطفال ثبت شده است,JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AI,daud.hussaini,2017-12-05,,"JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AIDS cases had been registered and 149 of them confirmed in the province. HIV/AIDS is a viral and incurable disease which often occurs as a result of sexual intercourse with an affected person, use of tainted injections and barber’s instruments. Dr. Shoaib Sahak, deputy director of public health for Nangarhar, discussed the prevention of AIDS in the province on World AIDS Day on Tuesday. He said the marking this day represented the government’s commitment to preventing the disease and removing pessimism among patients. So far 257 suspected AIDS cases have been reported across the province, 149 of them confirmed, he said. Those affected include 48 percent men, 22 percent women and 10 percent children under 13. Nangarhar Civil Hospital Director Dr. Noor Hassan Basharyar said several centres were active for the prevention of AIDS in Jalalabad and districts of the province. VCCT and BPHS centres are functional in district centres, two DIC centers in Nangarhar central jail and PMTCT centre -- preventing transmission of HIV from mother to child are situated in the provincial capital and districts. Officials of the Afghanistan Labourers Association ( All Afghanistan Federation of Trade Unions AAFTU) also marked World AIDS Day and visited barber shops and dental clinics as part of efforts to promote public awareness. Dr. Mohammad Liaqat Adil, head of AAFTU told Pajhwok Afghan News barbers and dentists had a major role in transmission of the deadly virus. He warned many more people would be affected if hygienic principles were ignored. Adil asked the government to remain committed to international conventions and give workers their rights. A total of 2,522 AIDS cases were registered in Afghanistan this year. mds/mud",{},"['province', 'centres', '149', 'nangarhar', 'public', 'affected', 'afghanistan', 'detected', 'officials', 'cases', 'say', 'aids', 'day', 'world']","JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AIDS cases had been registered and 149 of them confirmed in the province. Dr. Shoaib Sahak, deputy director of public health for Nangarhar, discussed the prevention of AIDS in the province on World AIDS Day on Tuesday. So far 257 suspected AIDS cases have been reported across the province, 149 of them confirmed, he said. Officials of the Afghanistan Labourers Association ( All Afghanistan Federation of Trade Unions AAFTU) also marked World AIDS Day and visited barber shops and dental clinics as part of efforts to promote public awareness. A total of 2,522 AIDS cases were registered in Afghanistan this year.",https://www.pajhwok.com/en/node/500910
ننګرهار کې د ښځو او ماشومانو په ګډون د ايډز ۱۴۹ پېښې ثبت شوې,JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AI,daud.hussaini,2017-12-05,,"JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AIDS cases had been registered and 149 of them confirmed in the province. HIV/AIDS is a viral and incurable disease which often occurs as a result of sexual intercourse with an affected person, use of tainted injections and barber’s instruments. Dr. Shoaib Sahak, deputy director of public health for Nangarhar, discussed the prevention of AIDS in the province on World AIDS Day on Tuesday. He said the marking this day represented the government’s commitment to preventing the disease and removing pessimism among patients. So far 257 suspected AIDS cases have been reported across the province, 149 of them confirmed, he said. Those affected include 48 percent men, 22 percent women and 10 percent children under 13. Nangarhar Civil Hospital Director Dr. Noor Hassan Basharyar said several centres were active for the prevention of AIDS in Jalalabad and districts of the province. VCCT and BPHS centres are functional in district centres, two DIC centers in Nangarhar central jail and PMTCT centre -- preventing transmission of HIV from mother to child are situated in the provincial capital and districts. Officials of the Afghanistan Labourers Association ( All Afghanistan Federation of Trade Unions AAFTU) also marked World AIDS Day and visited barber shops and dental clinics as part of efforts to promote public awareness. Dr. Mohammad Liaqat Adil, head of AAFTU told Pajhwok Afghan News barbers and dentists had a major role in transmission of the deadly virus. He warned many more people would be affected if hygienic principles were ignored. Adil asked the government to remain committed to international conventions and give workers their rights. A total of 2,522 AIDS cases were registered in Afghanistan this year. mds/mud",{},"['province', 'centres', '149', 'nangarhar', 'public', 'affected', 'afghanistan', 'detected', 'officials', 'cases', 'say', 'aids', 'day', 'world']","JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AIDS cases had been registered and 149 of them confirmed in the province. Dr. Shoaib Sahak, deputy director of public health for Nangarhar, discussed the prevention of AIDS in the province on World AIDS Day on Tuesday. So far 257 suspected AIDS cases have been reported across the province, 149 of them confirmed, he said. Officials of the Afghanistan Labourers Association ( All Afghanistan Federation of Trade Unions AAFTU) also marked World AIDS Day and visited barber shops and dental clinics as part of efforts to promote public awareness. A total of 2,522 AIDS cases were registered in Afghanistan this year.",https://www.pajhwok.com/en/node/500901
"""نزدیک به ۲۸۰۰ واقعۀ مثبت اچ آى وى در کشور ثبت است""","کابل(پژواک، ۶ ثور ۹۶): کمپاین آگاهی دهی در مورد ""اچ آى وى"" (ایدز) در مرکز و ولايات، در حالی آغاز یافت که در حال حاضر، نزدیک به ۲۸۰۰ واقعۀ مثبت ويروس اچ آى وى در کشور ثبت می باشد.",nasidiqi,2017-04-26,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'ثبت', '۲۸۰۰', 'وى', 'واقعۀ', 'به', 'suggestions', 'مثبت', 'اچ', 'نزدیک', 'کشور', 'در', 'pajhwok', 'interested', 'thoughts', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/482609
سرمنشى ملل متحد از کاهش مبتلايان به ايدز در جهان خبرداد,شهرکابل (پژواک،١٠قوس٩٠) سرمنشى ملل متحد ميگويد که شمار مبتلايان جديد به مرض ايدزHIV، از سال   ١٩٩٧بدينسو، بيش از ٢٠ درصد کاهش يافته است .,nasrat.samimi,2011-12-02,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'مبتلايان', 'ملل', 'خبرداد', 'به', 'suggestions', 'ايدز', 'در', 'pajhwok', 'سرمنشى', 'interested', 'کاهش', 'thoughts', 'جهان', 'clicking', 'متحد']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/344625
150 Afghans registered for AIDS treatment at FCC in Peshawar,PESHAWAR (Pajhwok): At least 150 Afghan citizens registered for the HIV/AIDS control programme in Peshawar even though the government Kabul has launched a similar initiative.,nuddin,2016-07-04,,"PESHAWAR (Pajhwok): At least 150 Afghan citizens registered for the HIV/AIDS control programme in Peshawar even though the government Kabul has launched a similar initiative. Female patients have also applied for treatment at the Family Care Centre (FCC) in the capital of Pakistan ’s northwestern province of Khyber Pakhtunkhwa, a news report said. But the identity of the females was yet to be established, The Express Tribune quoted a senior health official, part of the AIDs control programme,as saying. The Afghans were listed for treatment since the programme was initiated in 2007, according to the newspaper, which said new patients from the neighbouring country were receiving medical assistance within Afghanistan . FCC head Dr.Fawad confirmed at least 150 of patients under treatment at the facility were Afghan nationals. “We have at least 20 people who are transgender registered with the programme.” He said 23 percent of the total HIV/AIDs patients were females. mud",{},"['peshawar', 'afghans', 'fcc', 'treatment', '150', 'patients', 'aids', 'programme', 'hivaids', 'control', 'afghan', 'registered']","PESHAWAR (Pajhwok): At least 150 Afghan citizens registered for the HIV/AIDS control programme in Peshawar even though the government Kabul has launched a similar initiative. Female patients have also applied for treatment at the Family Care Centre (FCC) in the capital of Pakistan ’s northwestern province of Khyber Pakhtunkhwa, a news report said. The Afghans were listed for treatment since the programme was initiated in 2007, according to the newspaper, which said new patients from the neighbouring country were receiving medical assistance within Afghanistan . FCC head Dr.Fawad confirmed at least 150 of patients under treatment at the facility were Afghan nationals. “We have at least 20 people who are transgender registered with the programme.” He said 23 percent of the total HIV/AIDs patients were females.",https://www.pajhwok.com/en/2016/07/04/150-afghans-registered-aids-treatment-fcc-peshawar
"Global Fund pledges $52m to MoPH against AIDS, TB","KABUL (Pajhwok): Global Fund, an international financing organization, on Wednesday p",MohammadDawood,2017-11-29,,"KABUL (Pajhwok): Global Fund, an international financing organization, on Wednesday pledged $52 million in assistance to the Ministry of Public Health (MoPH) to help it fight HIV/AIDS, TB and malaria diseases. An agreement to this effect was signed between Deputy Public Health Minister Dr. Ahmad Jan Naim and development program director at the United Nations Development Program. Naim said the aid would help strengthen measures for prevention of malaria in different ways including distribution of mosquito nets. He said MoPH was committed to implementing the program in cooperation with international partners. Developing innovative and responsive strategies for controlling tuberculosis and improving the health system was another aim of the assistance, Naim said. He said deaths from TB would decrease by 50 percent by controlling the disease and deaths from AIDS, malaria, pregnancy diseases would also reduce by improving the health system in Afghanistan until 2021. Part of this donation would go to medicines to cure HIV/AIDS virus for more than 40,000 infected people, he added. Providing more than four million mosquito nets and diagnosing 700,000 malaria cases as well as treating 158,000 TB patients was part of the program, Naim said. Dr. Enkhjin Bavuu, senior Global Fund manager for Afghanistan, said: “The Global Fund is happy to spend its aid for fighting AIDS, TB and malaria diseases in Afghanistan through MoPH, UNDP and other organs. The UNDP has provided $178,800,000 million in aid to Afghanistan during the past 10 years. mds/ma",{},"['malaria', 'tb', '52m', 'fund', 'afghanistan', 'moph', 'program', 'naim', 'aids', 'pledges', 'health', 'million', 'global']","KABUL (Pajhwok): Global Fund, an international financing organization, on Wednesday pledged $52 million in assistance to the Ministry of Public Health (MoPH) to help it fight HIV/AIDS, TB and malaria diseases. An agreement to this effect was signed between Deputy Public Health Minister Dr. Ahmad Jan Naim and development program director at the United Nations Development Program. Naim said the aid would help strengthen measures for prevention of malaria in different ways including distribution of mosquito nets. Providing more than four million mosquito nets and diagnosing 700,000 malaria cases as well as treating 158,000 TB patients was part of the program, Naim said. Dr. Enkhjin Bavuu, senior Global Fund manager for Afghanistan, said: “The Global Fund is happy to spend its aid for fighting AIDS, TB and malaria diseases in Afghanistan through MoPH, UNDP and other organs.",https://www.pajhwok.com/en/2017/11/29/global-fund-pledges-52m-moph-against-aids-tb
"149 cases of AIDS detected in Nangarhar, say officials",JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AI,SheerAhmad,2017-12-07,,"JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AIDS cases had been registered and 149 of them confirmed in the province. HIV/AIDS is a viral and incurable disease which often occurs as a result of sexual intercourse with an affected person, use of tainted injections and barber’s instruments. Dr. Shoaib Sahak, deputy director of public health for Nangarhar, discussed the prevention of AIDS in the province on World AIDS Day on Tuesday. He said the marking this day represented the government’s commitment to preventing the disease and removing pessimism among patients. So far 257 suspected AIDS cases have been reported across the province, 149 of them confirmed, he said. Those affected include 48 percent men, 22 percent women and 10 percent children under 13. Nangarhar Civil Hospital Director Dr. Noor Hassan Basharyar said several centres were active for the prevention of AIDS in Jalalabad and districts of the province. VCCT and BPHS centres are functional in district centres, two DIC centers in Nangarhar central jail and PMTCT centre -- preventing transmission of HIV from mother to child are situated in the provincial capital and districts. Officials of the Afghanistan Labourers Association ( All Afghanistan Federation of Trade Unions AAFTU) also marked World AIDS Day and visited barber shops and dental clinics as part of efforts to promote public awareness. Dr. Mohammad Liaqat Adil, head of AAFTU told Pajhwok Afghan News barbers and dentists had a major role in transmission of the deadly virus. He warned many more people would be affected if hygienic principles were ignored. Adil asked the government to remain committed to international conventions and give workers their rights. A total of 2,522 AIDS cases were registered in Afghanistan this year. mds/mud",{},"['province', 'centres', '149', 'nangarhar', 'public', 'affected', 'afghanistan', 'detected', 'officials', 'cases', 'say', 'aids', 'day', 'world']","JALALABAD (Pajhwok): Public health officials in eastern Nangarhar province say 257 suspected AIDS cases had been registered and 149 of them confirmed in the province. Dr. Shoaib Sahak, deputy director of public health for Nangarhar, discussed the prevention of AIDS in the province on World AIDS Day on Tuesday. So far 257 suspected AIDS cases have been reported across the province, 149 of them confirmed, he said. Officials of the Afghanistan Labourers Association ( All Afghanistan Federation of Trade Unions AAFTU) also marked World AIDS Day and visited barber shops and dental clinics as part of efforts to promote public awareness. A total of 2,522 AIDS cases were registered in Afghanistan this year.",https://www.pajhwok.com/en/2017/12/05/149-cases-aids-detected-nangarhar-say-officials
ده ها تن بر اثر مرض ايدز در کشور جان باخته است,کابل (پژواک، ١٠قوس ٩٣ ): وزارت صحت عامه اعلام کرد که واقعات مرض ايدز، افزايش ٢٦درصدى را نشان ميدهد که ٥٨ تن بر اثر مصاب به اين مرض سارى، جان داده است.,nasidiqi,2015-03-10,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'suggestions', 'باخته', 'مرض', 'ايدز', 'کشور', 'ده', 'در', 'تن', 'ها', 'بر', 'thoughts', 'pajhwok', 'interested', 'جان', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/node/406905
11 HIV-positive cases detected in Kandahar,"KANDAHAR CITY (Pajhwok): Eleven AIDS cases have been detected during the last one year in southern Kandahar province, the public health director said Tuesday.",rehmat.mehsud,2014-04-01,,"KANDAHAR CITY (Pajhwok): Eleven AIDS cases have been detected during the last one year in southern Kandahar province, the public health director said Tuesday. Dr. Abdul Qayyum Pukhla said his department had detected the HIV cases in different areas of the province, where ample progress had been made in the health sector. Last year health officials provided 139, 7996 patients with proper health care services across Kandahar and other adjacent provinces, he informed. According to him, the health department tested 18, 238 people, including two women , for HIV-AIDS. Of them 11 were found HIV- positive. In addition, he said 5, 765 more people were tested for malaria, with 91 of them found positive, showing a remarkable decrease in the disease. mrh/rm",{},"['department', 'province', '11', 'tuesdaydr', 'tested', 'kandahar', 'women', 'health', 'detected', 'cases', 'hiv', 'hivpositive']","KANDAHAR CITY (Pajhwok): Eleven AIDS cases have been detected during the last one year in southern Kandahar province, the public health director said Tuesday. Dr. Abdul Qayyum Pukhla said his department had detected the HIV cases in different areas of the province, where ample progress had been made in the health sector. Last year health officials provided 139, 7996 patients with proper health care services across Kandahar and other adjacent provinces, he informed. According to him, the health department tested 18, 238 people, including two women , for HIV-AIDS. In addition, he said 5, 765 more people were tested for malaria, with 91 of them found positive, showing a remarkable decrease in the disease.",https://www.pajhwok.com/en/2014/04/01/11-hiv-positive-cases-detected-kandahar
Photo: KABUL Apr 21 2009,,editor,2010-06-26,,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,{},"['tell', 'suggestions', '2009', '21', 'kabul', 'pajhwok', 'apr', 'interested', 'thoughts', 'clicking']",Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,https://www.pajhwok.com/en/photo/109804
